num,date,HNA00AA001AXQ01Value,HNA00AA001BXQ01Value,HNA00AA002AXQ01Value,HNA00AA002BXQ01Value
2403,2016-3-17 16:30:00,75,75,100,100
2404,2016-3-17 16:40:00,75,75,100,100
2405,2016-3-17 16:50:00,75,75,100,100
2406,2016-3-17 17:00:00,75,75,100,100
2407,2016-3-17 17:10:00,75,75,100,100
2408,2016-3-17 17:20:00,75,75,100,100
2409,2016-3-17 17:30:00,63,63,100,100
2410,2016-3-17 17:40:00,63,63,100,100
2411,2016-3-17 17:50:00,63,63,100,100
2412,2016-3-17 18:00:00,63,63,100,100
2413,2016-3-17 18:10:00,63,63,100,100
2414,2016-3-17 18:20:00,83,83,100,100
2415,2016-3-17 18:30:00,100,100,84,84
2416,2016-3-17 18:40:00,100,100,84,84
2417,2016-3-17 18:50:00,100,100,88,88
2418,2016-3-17 19:00:00,100,100,88,88
2419,2016-3-17 19:10:00,100,100,88,88
2420,2016-3-17 19:20:00,100,100,88,88
2421,2016-3-17 19:30:00,100,100,88,88
2422,2016-3-17 19:40:00,100,100,88,88
2423,2016-3-17 19:50:00,100,100,88,88
2424,2016-3-17 20:00:00,100,100,88,88
2425,2016-3-17 20:10:00,100,100,88,88
2426,2016-3-17 20:20:00,100,100,88,88
2427,2016-3-17 20:30:00,100,100,88,88
2428,2016-3-17 20:40:00,100,100,88,88
2429,2016-3-17 20:50:00,100,100,88,88
2430,2016-3-17 21:00:00,100,100,88,88
2431,2016-3-17 21:10:00,100,100,88,88
2432,2016-3-17 21:20:00,100,100,76,76
2433,2016-3-17 21:30:00,100,100,72,72
2434,2016-3-17 21:40:00,100,100,72,72
2435,2016-3-17 21:50:00,100,100,72,72
2436,2016-3-17 22:00:00,100,100,72,72
2437,2016-3-17 22:10:00,100,100,72,72
2438,2016-3-17 22:20:00,100,100,72,72
2439,2016-3-17 22:30:00,100,100,72,72
2440,2016-3-17 22:40:00,100,100,72,72
2441,2016-3-17 22:50:00,100,100,72,72
2442,2016-3-17 23:00:00,100,100,72,72
2443,2016-3-17 23:10:00,100,100,72,72
2444,2016-3-17 23:20:00,100,100,72,72
2445,2016-3-17 23:30:00,100,100,72,72
2446,2016-3-17 23:40:00,100,100,76,76
2447,2016-3-17 23:50:00,100,100,80,80
2448,2016-3-18 00:00:00,100,100,80,80
2449,2016-3-18 00:10:00,100,100,80,80
2450,2016-3-18 00:20:00,100,100,80,80
2451,2016-3-18 00:30:00,100,100,80,80
2452,2016-3-18 00:40:00,100,100,80,80
2453,2016-3-18 00:50:00,100,100,80,80
2454,2016-3-18 01:00:00,100,100,80,80
2455,2016-3-18 01:10:00,100,100,80,80
2456,2016-3-18 01:20:00,100,100,80,80
2457,2016-3-18 01:30:00,100,100,80,80
2458,2016-3-18 01:40:00,100,100,80,80
2459,2016-3-18 01:50:00,100,100,80,80
2460,2016-3-18 02:00:00,100,100,80,80
2461,2016-3-18 02:10:00,100,100,80,80
2462,2016-3-18 02:20:00,100,100,80,80
2463,2016-3-18 02:30:00,100,100,80,80
2464,2016-3-18 02:40:00,100,100,80,80
2465,2016-3-18 02:50:00,100,100,80,80
2466,2016-3-18 03:00:00,100,100,80,80
2467,2016-3-18 03:10:00,100,100,80,80
2468,2016-3-18 03:20:00,100,100,80,80
2469,2016-3-18 03:30:00,100,100,80,80
2470,2016-3-18 03:40:00,100,100,80,80
2471,2016-3-18 03:50:00,100,100,80,80
2472,2016-3-18 04:00:00,100,100,85,85
2473,2016-3-18 04:10:00,100,100,85,85
2474,2016-3-18 04:20:00,100,100,85,85
2475,2016-3-18 04:30:00,100,100,85,85
2476,2016-3-18 04:40:00,100,100,85,85
2477,2016-3-18 04:50:00,100,100,85,85
2478,2016-3-18 05:00:00,100,100,85,85
2479,2016-3-18 05:10:00,100,100,85,85
2480,2016-3-18 05:20:00,100,100,85,85
2481,2016-3-18 05:30:00,100,100,85,85
2482,2016-3-18 05:40:00,100,100,85,85
2483,2016-3-18 05:50:00,100,100,85,85
2484,2016-3-18 06:00:00,100,100,85,85
2485,2016-3-18 06:10:00,100,100,80,80
2486,2016-3-18 06:20:00,100,100,80,80
2487,2016-3-18 06:30:00,100,100,80,80
2488,2016-3-18 06:40:00,100,100,70,70
2489,2016-3-18 06:50:00,100,100,70,70
2490,2016-3-18 07:00:00,100,100,74,74
2491,2016-3-18 07:10:00,100,100,74,74
2492,2016-3-18 07:20:00,100,100,74,74
2493,2016-3-18 07:30:00,100,100,74,74
2494,2016-3-18 07:40:00,100,100,74,74
2495,2016-3-18 07:50:00,100,100,74,74
2496,2016-3-18 08:00:00,100,100,74,74
2497,2016-3-18 08:10:00,100,100,74,74
2498,2016-3-18 08:20:00,100,100,74,74
2499,2016-3-18 08:30:00,100,100,74,74
2500,2016-3-18 08:40:00,100,100,74,74
2501,2016-3-18 08:50:00,100,100,74,74
2502,2016-3-18 09:00:00,100,100,76,76
2503,2016-3-18 09:10:00,100,100,100,100
2504,2016-3-18 09:20:00,100,100,100,100
2505,2016-3-18 09:30:00,100,100,80,80
2506,2016-3-18 09:40:00,100,100,76,76
2507,2016-3-18 09:50:00,100,100,70,70
2508,2016-3-18 10:00:00,100,100,80,80
2509,2016-3-18 10:10:00,100,100,78,78
2510,2016-3-18 10:20:00,100,100,77,77
2511,2016-3-18 10:30:00,100,100,77,77
2512,2016-3-18 10:40:00,100,100,77,77
2513,2016-3-18 10:50:00,100,100,73,73
2514,2016-3-18 11:00:00,100,100,73,73
2515,2016-3-18 11:10:00,100,100,73,73
2516,2016-3-18 11:20:00,100,100,73,73
2517,2016-3-18 11:30:00,100,100,81,81
2518,2016-3-18 11:40:00,100,100,81,81
2519,2016-3-18 11:50:00,100,100,81,81
2520,2016-3-18 12:00:00,100,100,87,87
2521,2016-3-18 12:10:00,100,100,91,91
2522,2016-3-18 12:20:00,100,100,80,80
2523,2016-3-18 12:30:00,100,100,80,80
2524,2016-3-18 12:40:00,100,100,80,80
2525,2016-3-18 12:50:00,100,100,80,80
2526,2016-3-18 13:00:00,100,100,80,80
2527,2016-3-18 13:10:00,100,100,80,80
2528,2016-3-18 13:20:00,100,100,80,80
2529,2016-3-18 13:30:00,100,100,78,78
2530,2016-3-18 13:40:00,100,100,76,76
2531,2016-3-18 13:50:00,100,100,76,76
2532,2016-3-18 14:00:00,100,100,76,76
2533,2016-3-18 14:10:00,100,100,76,76
2534,2016-3-18 14:20:00,100,100,74,74
2535,2016-3-18 14:30:00,100,100,74,74
2536,2016-3-18 14:40:00,100,100,74,74
2537,2016-3-18 14:50:00,100,100,74,74
2538,2016-3-18 15:00:00,100,100,74,74
2539,2016-3-18 15:10:00,100,100,74,74
2540,2016-3-18 15:20:00,100,100,74,74
2541,2016-3-18 15:30:00,100,100,74,74
2542,2016-3-18 15:40:00,100,100,74,74
2543,2016-3-18 15:50:00,100,100,74,74
2544,2016-3-18 16:00:00,100,100,74,74
2545,2016-3-18 16:10:00,100,100,70,70
2546,2016-3-18 16:20:00,100,100,70,70
2547,2016-3-18 16:30:00,100,100,70,70
2548,2016-3-18 16:40:00,100,100,70,70
2549,2016-3-18 16:50:00,100,100,70,70
2550,2016-3-18 17:00:00,100,100,62,62
2551,2016-3-18 17:10:00,100,100,62,62
2552,2016-3-18 17:20:00,100,100,100,100
2553,2016-3-18 17:30:00,85,85,100,100
2554,2016-3-18 17:40:00,100,100,100,100
2555,2016-3-18 17:50:00,100,100,100,100
2556,2016-3-18 18:00:00,100,100,100,100
2557,2016-3-18 18:10:00,100,100,100,100
2558,2016-3-18 18:20:00,100,100,100,100
2559,2016-3-18 18:30:00,100,100,100,100
2560,2016-3-18 18:40:00,100,100,100,100
2561,2016-3-18 18:50:00,100,100,100,100
2562,2016-3-18 19:00:00,100,100,100,100
2563,2016-3-18 19:10:00,100,100,100,100
2564,2016-3-18 19:20:00,100,100,100,100
2565,2016-3-18 19:30:00,100,100,100,100
2566,2016-3-18 19:40:00,100,100,100,100
2567,2016-3-18 19:50:00,100,100,100,100
2568,2016-3-18 20:00:00,100,100,100,100
2569,2016-3-18 20:10:00,100,100,100,100
2570,2016-3-18 20:20:00,100,100,100,100
2571,2016-3-18 20:30:00,100,100,100,100
2572,2016-3-18 20:40:00,100,100,100,100
2573,2016-3-18 20:50:00,100,100,100,100
2574,2016-3-18 21:00:00,100,100,100,100
2575,2016-3-18 21:10:00,100,100,100,100
2576,2016-3-18 21:20:00,100,100,76,76
2577,2016-3-18 21:30:00,100,100,76,76
2578,2016-3-18 21:40:00,100,100,76,76
2579,2016-3-18 21:50:00,100,100,76,76
2580,2016-3-18 22:00:00,100,100,76,76
2581,2016-3-18 22:10:00,100,100,76,76
2582,2016-3-18 22:20:00,100,100,76,76
2583,2016-3-18 22:30:00,100,100,76,76
2584,2016-3-18 22:40:00,100,100,72,72
2585,2016-3-18 22:50:00,100,100,72,72
2586,2016-3-18 23:00:00,100,100,72,72
2587,2016-3-18 23:10:00,100,100,72,72
2588,2016-3-18 23:20:00,100,100,72,72
2589,2016-3-18 23:30:00,100,100,72,72
2590,2016-3-18 23:40:00,100,100,72,72
2591,2016-3-18 23:50:00,100,100,72,72
2592,2016-3-19 00:00:00,100,100,80,80
2593,2016-3-19 00:10:00,100,100,80,80
2594,2016-3-19 00:20:00,100,100,80,80
2595,2016-3-19 00:30:00,100,100,80,80
2596,2016-3-19 00:40:00,100,100,80,80
2597,2016-3-19 00:50:00,100,100,80,80
2598,2016-3-19 01:00:00,100,100,80,80
2599,2016-3-19 01:10:00,100,100,80,80
2600,2016-3-19 01:20:00,100,100,80,80
2601,2016-3-19 01:30:00,100,100,80,80
2602,2016-3-19 01:40:00,100,100,80,80
2603,2016-3-19 01:50:00,100,100,80,80
2604,2016-3-19 02:00:00,100,100,80,80
2605,2016-3-19 02:10:00,100,100,80,80
2606,2016-3-19 02:20:00,100,100,80,80
2607,2016-3-19 02:30:00,100,100,80,80
2608,2016-3-19 02:40:00,100,100,80,80
2609,2016-3-19 02:50:00,100,100,80,80
2610,2016-3-19 03:00:00,100,100,80,80
2611,2016-3-19 03:10:00,100,100,80,80
2612,2016-3-19 03:20:00,100,100,80,80
2613,2016-3-19 03:30:00,100,100,80,80
2614,2016-3-19 03:40:00,100,100,80,80
2615,2016-3-19 03:50:00,100,100,80,80
2616,2016-3-19 04:00:00,100,100,80,80
2617,2016-3-19 04:10:00,100,100,80,80
2618,2016-3-19 04:20:00,100,100,80,80
2619,2016-3-19 04:30:00,100,100,80,80
2620,2016-3-19 04:40:00,100,100,80,80
2621,2016-3-19 04:50:00,100,100,80,80
2622,2016-3-19 05:00:00,100,100,80,80
2623,2016-3-19 05:10:00,100,100,80,80
2624,2016-3-19 05:20:00,100,100,80,80
2625,2016-3-19 05:30:00,100,100,80,80
2626,2016-3-19 05:40:00,100,100,80,80
2627,2016-3-19 05:50:00,100,100,80,80
2628,2016-3-19 06:00:00,100,100,80,80
2629,2016-3-19 06:10:00,100,100,80,80
2630,2016-3-19 06:20:00,100,100,80,80
2631,2016-3-19 06:30:00,100,100,80,80
2632,2016-3-19 06:40:00,100,100,80,80
2633,2016-3-19 06:50:00,100,100,78,78
2634,2016-3-19 07:00:00,100,100,78,78
2635,2016-3-19 07:10:00,100,100,78,78
2636,2016-3-19 07:20:00,100,100,78,78
2637,2016-3-19 07:30:00,100,100,78,78
2638,2016-3-19 07:40:00,100,100,78,78
2639,2016-3-19 07:50:00,100,100,78,78
2640,2016-3-19 08:00:00,100,100,78,78
2641,2016-3-19 08:10:00,100,100,78,78
2642,2016-3-19 08:20:00,100,100,78,78
2643,2016-3-19 08:30:00,100,100,78,78
2644,2016-3-19 08:40:00,100,100,78,78
2645,2016-3-19 08:50:00,100,100,78,78
2646,2016-3-19 09:00:00,100,100,78,78
2647,2016-3-19 09:10:00,100,100,78,78
2648,2016-3-19 09:20:00,100,100,78,78
2649,2016-3-19 09:30:00,100,100,78,78
2650,2016-3-19 09:40:00,100,100,78,78
2651,2016-3-19 09:50:00,100,100,78,78
2652,2016-3-19 10:00:00,100,100,78,78
2653,2016-3-19 10:10:00,100,100,78,78
2654,2016-3-19 10:20:00,100,100,78,78
2655,2016-3-19 10:30:00,100,100,78,78
2656,2016-3-19 10:40:00,100,100,78,78
2657,2016-3-19 10:50:00,100,100,78,78
2658,2016-3-19 11:00:00,100,100,78,78
2659,2016-3-19 11:10:00,100,100,78,78
2660,2016-3-19 11:20:00,100,100,78,78
2661,2016-3-19 11:30:00,100,100,78,78
2662,2016-3-19 11:40:00,100,100,78,78
2663,2016-3-19 11:50:00,100,100,78,78
2664,2016-3-19 12:00:00,100,100,70,70
2665,2016-3-19 12:10:00,100,100,70,70
2666,2016-3-19 12:20:00,100,100,70,70
2667,2016-3-19 12:30:00,100,100,74,74
2668,2016-3-19 12:40:00,100,100,79,79
2669,2016-3-19 12:50:00,100,100,79,79
2670,2016-3-19 13:00:00,100,100,79,79
2671,2016-3-19 13:10:00,100,100,79,79
2672,2016-3-19 13:20:00,100,100,87,87
2673,2016-3-19 13:30:00,100,100,87,87
2674,2016-3-19 13:40:00,100,100,87,87
2675,2016-3-19 13:50:00,100,100,87,87
2676,2016-3-19 14:00:00,100,100,87,87
2677,2016-3-19 14:10:00,100,100,87,87
2678,2016-3-19 14:20:00,100,100,87,87
2679,2016-3-19 14:30:00,100,100,87,87
2680,2016-3-19 14:40:00,100,100,87,87
2681,2016-3-19 14:50:00,100,100,87,87
2682,2016-3-19 15:00:00,100,100,87,87
2683,2016-3-19 15:10:00,100,100,87,87
2684,2016-3-19 15:20:00,100,100,87,87
2685,2016-3-19 15:30:00,100,100,87,87
2686,2016-3-19 15:40:00,100,100,87,87
2687,2016-3-19 15:50:00,100,100,87,87
2688,2016-3-19 16:00:00,100,100,87,87
2689,2016-3-19 16:10:00,100,100,87,87
2690,2016-3-19 16:20:00,100,100,80,80
2691,2016-3-19 16:30:00,100,100,80,80
2692,2016-3-19 16:40:00,100,100,80,80
2693,2016-3-19 16:50:00,100,100,80,80
2694,2016-3-19 17:00:00,100,100,80,80
2695,2016-3-19 17:10:00,100,100,80,80
2696,2016-3-19 17:20:00,100,100,80,80
2697,2016-3-19 17:30:00,100,100,80,80
2698,2016-3-19 17:40:00,100,100,80,80
2699,2016-3-19 17:50:00,100,100,80,80
2700,2016-3-19 18:00:00,100,100,80,80
2701,2016-3-19 18:10:00,100,100,80,80
2702,2016-3-19 18:20:00,100,100,80,80
2703,2016-3-19 18:30:00,100,100,80,80
2704,2016-3-19 18:40:00,100,100,80,80
2705,2016-3-19 18:50:00,100,100,80,80
2706,2016-3-19 19:00:00,100,100,80,80
2707,2016-3-19 19:10:00,100,100,80,80
2708,2016-3-19 19:20:00,100,100,80,80
2709,2016-3-19 19:30:00,100,100,80,80
2710,2016-3-19 19:40:00,100,100,80,80
2711,2016-3-19 19:50:00,100,100,80,80
2712,2016-3-19 20:00:00,100,100,80,80
2713,2016-3-19 20:10:00,100,100,80,80
2714,2016-3-19 20:20:00,100,100,80,80
2715,2016-3-19 20:30:00,100,100,80,80
2716,2016-3-19 20:40:00,100,100,80,80
2717,2016-3-19 20:50:00,100,100,80,80
2718,2016-3-19 21:00:00,100,100,80,80
2719,2016-3-19 21:10:00,100,100,80,80
2720,2016-3-19 21:20:00,100,100,80,80
2721,2016-3-19 21:30:00,100,100,80,80
2722,2016-3-19 21:40:00,100,100,80,80
2723,2016-3-19 21:50:00,100,100,80,80
2724,2016-3-19 22:00:00,100,100,80,80
2725,2016-3-19 22:10:00,100,100,80,80
2726,2016-3-19 22:20:00,100,100,80,80
2727,2016-3-19 22:30:00,92,92,88,88
2728,2016-3-19 22:40:00,92,92,88,88
2729,2016-3-19 22:50:00,92,92,88,88
2730,2016-3-19 23:00:00,92,92,88,88
2731,2016-3-19 23:10:00,92,92,88,88
2732,2016-3-19 23:20:00,96,96,88,88
2733,2016-3-19 23:30:00,96,96,88,88
2734,2016-3-19 23:40:00,96,96,88,88
2735,2016-3-19 23:50:00,96,96,88,88
2736,2016-3-20 00:00:00,96,96,88,88
2737,2016-3-20 00:10:00,96,96,88,88
2738,2016-3-20 00:20:00,96,96,88,88
2739,2016-3-20 00:30:00,96,96,88,88
2740,2016-3-20 00:40:00,96,96,88,88
2741,2016-3-20 00:50:00,96,96,88,88
2742,2016-3-20 01:00:00,96,96,88,88
2743,2016-3-20 01:10:00,96,96,88,88
2744,2016-3-20 01:20:00,96,96,88,88
2745,2016-3-20 01:30:00,96,96,88,88
2746,2016-3-20 01:40:00,96,96,88,88
2747,2016-3-20 01:50:00,96,96,88,88
2748,2016-3-20 02:00:00,96,96,88,88
2749,2016-3-20 02:10:00,96,96,88,88
2750,2016-3-20 02:20:00,96,96,88,88
2751,2016-3-20 02:30:00,96,96,88,88
2752,2016-3-20 02:40:00,96,96,88,88
2753,2016-3-20 02:50:00,96,96,88,88
2754,2016-3-20 03:00:00,96,96,88,88
2755,2016-3-20 03:10:00,96,96,88,88
2756,2016-3-20 03:20:00,96,96,88,88
2757,2016-3-20 03:30:00,96,96,88,88
2758,2016-3-20 03:40:00,96,96,88,88
2759,2016-3-20 03:50:00,96,96,88,88
2760,2016-3-20 04:00:00,96,96,88,88
2761,2016-3-20 04:10:00,96,96,88,88
2762,2016-3-20 04:20:00,96,96,88,88
2763,2016-3-20 04:30:00,96,96,88,88
2764,2016-3-20 04:40:00,96,96,88,88
2765,2016-3-20 04:50:00,96,96,88,88
2766,2016-3-20 05:00:00,96,96,88,88
2767,2016-3-20 05:10:00,96,96,88,88
2768,2016-3-20 05:20:00,96,96,88,88
2769,2016-3-20 05:30:00,96,96,88,88
2770,2016-3-20 05:40:00,96,96,88,88
2771,2016-3-20 05:50:00,96,96,88,88
2772,2016-3-20 06:00:00,96,96,88,88
2773,2016-3-20 06:10:00,96,96,88,88
2774,2016-3-20 06:20:00,96,96,88,88
2775,2016-3-20 06:30:00,96,96,88,88
2776,2016-3-20 06:40:00,96,96,88,88
2777,2016-3-20 06:50:00,96,96,88,88
2778,2016-3-20 07:00:00,96,96,88,88
2779,2016-3-20 07:10:00,96,96,88,88
2780,2016-3-20 07:20:00,96,96,80,80
2781,2016-3-20 07:30:00,100,100,72,72
2782,2016-3-20 07:40:00,100,100,72,72
2783,2016-3-20 07:50:00,100,100,72,72
2784,2016-3-20 08:00:00,100,100,84,84
2785,2016-3-20 08:10:00,90,90,100,100
2786,2016-3-20 08:20:00,90,90,100,100
2787,2016-3-20 08:30:00,90,90,100,100
2788,2016-3-20 08:40:00,100,100,100,100
2789,2016-3-20 08:50:00,100,100,100,100
2790,2016-3-20 09:00:00,100,100,70,70
2791,2016-3-20 09:10:00,70,70,100,100
2792,2016-3-20 09:20:00,60,60,100,100
2793,2016-3-20 09:30:00,60,60,100,100
2794,2016-3-20 09:40:00,60,60,100,100
2795,2016-3-20 09:50:00,70,70,100,100
2796,2016-3-20 10:00:00,70,70,100,100
2797,2016-3-20 10:10:00,70,70,100,100
2798,2016-3-20 10:20:00,70,70,100,100
2799,2016-3-20 10:30:00,62,62,100,100
2800,2016-3-20 10:40:00,62,62,100,100
2801,2016-3-20 10:50:00,62,62,100,100
2802,2016-3-20 11:00:00,62,62,100,100
2803,2016-3-20 11:10:00,62,62,100,100
2804,2016-3-20 11:20:00,94,94,100,100
2805,2016-3-20 11:30:00,94,94,100,100
2806,2016-3-20 11:40:00,94,94,100,100
2807,2016-3-20 11:50:00,100,100,90,90
2808,2016-3-20 12:00:00,100,100,60,60
2809,2016-3-20 12:10:00,60,60,100,100
2810,2016-3-20 12:20:00,60,60,100,100
2811,2016-3-20 12:30:00,60,60,100,100
2812,2016-3-20 12:40:00,60,60,100,100
2813,2016-3-20 12:50:00,60,60,100,100
2814,2016-3-20 13:00:00,100,100,90,90
2815,2016-3-20 13:10:00,100,100,100,100
2816,2016-3-20 13:20:00,100,100,100,100
2817,2016-3-20 13:30:00,100,100,100,100
2818,2016-3-20 13:40:00,100,100,100,100
2819,2016-3-20 13:50:00,100,100,100,100
2820,2016-3-20 14:00:00,100,100,88,88
2821,2016-3-20 14:10:00,68,68,100,100
2822,2016-3-20 14:20:00,68,68,100,100
2823,2016-3-20 14:30:00,68,68,100,100
2824,2016-3-20 14:40:00,60,60,100,100
2825,2016-3-20 14:50:00,100,100,90,90
2826,2016-3-20 15:00:00,100,100,90,90
2827,2016-3-20 15:10:00,70,70,100,100
2828,2016-3-20 15:20:00,70,70,100,100
2829,2016-3-20 15:30:00,70,70,100,100
2830,2016-3-20 15:40:00,66,66,100,100
2831,2016-3-20 15:50:00,66,66,100,100
2832,2016-3-20 16:00:00,86,86,100,100
2833,2016-3-20 16:10:00,86,86,100,100
2834,2016-3-20 16:20:00,86,86,100,100
2835,2016-3-20 16:30:00,90,90,100,100
2836,2016-3-20 16:40:00,90,90,100,100
2837,2016-3-20 16:50:00,90,90,100,100
2838,2016-3-20 17:00:00,90,90,100,100
2839,2016-3-20 17:10:00,90,90,100,100
2840,2016-3-20 17:20:00,90,90,100,100
2841,2016-3-20 17:30:00,90,90,100,100
2842,2016-3-20 17:40:00,90,90,100,100
2843,2016-3-20 17:50:00,90,90,100,100
2844,2016-3-20 18:00:00,90,90,100,100
2845,2016-3-20 18:10:00,90,90,100,100
2846,2016-3-20 18:20:00,90,90,100,100
2847,2016-3-20 18:30:00,90,90,100,100
2848,2016-3-20 18:40:00,90,90,100,100
2849,2016-3-20 18:50:00,90,90,100,100
2850,2016-3-20 19:00:00,90,90,100,100
2851,2016-3-20 19:10:00,90,90,100,100
2852,2016-3-20 19:20:00,80,80,100,100
2853,2016-3-20 19:30:00,80,80,100,100
2854,2016-3-20 19:40:00,80,80,100,100
2855,2016-3-20 19:50:00,80,80,100,100
2856,2016-3-20 20:00:00,80,80,100,100
2857,2016-3-20 20:10:00,80,80,100,100
2858,2016-3-20 20:20:00,80,80,100,100
2859,2016-3-20 20:30:00,80,80,100,100
2860,2016-3-20 20:40:00,80,80,100,100
2861,2016-3-20 20:50:00,80,80,100,100
2862,2016-3-20 21:00:00,80,80,100,100
2863,2016-3-20 21:10:00,80,80,100,100
2864,2016-3-20 21:20:00,80,80,100,100
2865,2016-3-20 21:30:00,80,80,100,100
2866,2016-3-20 21:40:00,80,80,100,100
2867,2016-3-20 21:50:00,80,80,100,100
2868,2016-3-20 22:00:00,80,80,100,100
2869,2016-3-20 22:10:00,80,80,100,100
2870,2016-3-20 22:20:00,80,80,100,100
2871,2016-3-20 22:30:00,80,80,100,100
2872,2016-3-20 22:40:00,80,80,100,100
2873,2016-3-20 22:50:00,80,80,100,100
2874,2016-3-20 23:00:00,80,80,100,100
2875,2016-3-20 23:10:00,80,80,100,100
2876,2016-3-20 23:20:00,80,80,100,100
2877,2016-3-20 23:30:00,80,80,100,100
2878,2016-3-20 23:40:00,80,80,100,100
2879,2016-3-20 23:50:00,80,80,100,100
2880,2016-3-21 00:00:00,80,80,100,100
2881,2016-3-21 00:10:00,80,80,100,100
2882,2016-3-21 00:20:00,80,80,100,100
2883,2016-3-21 00:30:00,80,80,100,100
2884,2016-3-21 00:40:00,80,80,100,100
2885,2016-3-21 00:50:00,80,80,100,100
2886,2016-3-21 01:00:00,70,70,100,100
2887,2016-3-21 01:10:00,70,70,100,100
2888,2016-3-21 01:20:00,70,70,100,100
2889,2016-3-21 01:30:00,70,70,100,100
2890,2016-3-21 01:40:00,70,70,100,100
2891,2016-3-21 01:50:00,70,70,100,100
2892,2016-3-21 02:00:00,70,70,100,100
2893,2016-3-21 02:10:00,70,70,100,100
2894,2016-3-21 02:20:00,70,70,100,100
2895,2016-3-21 02:30:00,70,70,100,100
2896,2016-3-21 02:40:00,70,70,100,100
2897,2016-3-21 02:50:00,70,70,100,100
2898,2016-3-21 03:00:00,70,70,100,100
2899,2016-3-21 03:10:00,70,70,100,100
2900,2016-3-21 03:20:00,70,70,100,100
2901,2016-3-21 03:30:00,70,70,100,100
2902,2016-3-21 03:40:00,70,70,100,100
2903,2016-3-21 03:50:00,66,66,100,100
2904,2016-3-21 04:00:00,66,66,100,100
2905,2016-3-21 04:10:00,66,66,100,100
2906,2016-3-21 04:20:00,66,66,100,100
2907,2016-3-21 04:30:00,66,66,100,100
2908,2016-3-21 04:40:00,66,66,100,100
2909,2016-3-21 04:50:00,66,66,100,100
2910,2016-3-21 05:00:00,66,66,100,100
2911,2016-3-21 05:10:00,66,66,100,100
2912,2016-3-21 05:20:00,66,66,100,100
2913,2016-3-21 05:30:00,66,66,100,100
2914,2016-3-21 05:40:00,66,66,100,100
2915,2016-3-21 05:50:00,66,66,100,100
2916,2016-3-21 06:00:00,66,66,100,100
2917,2016-3-21 06:10:00,78,74,100,100
2918,2016-3-21 06:20:00,78,74,100,100
2919,2016-3-21 06:30:00,78,74,100,100
2920,2016-3-21 06:40:00,78,74,100,100
2921,2016-3-21 06:50:00,78,74,100,100
2922,2016-3-21 07:00:00,94,94,100,100
2923,2016-3-21 07:10:00,94,94,100,100
2924,2016-3-21 07:20:00,94,94,100,100
2925,2016-3-21 07:30:00,94,94,100,100
2926,2016-3-21 07:40:00,94,94,100,100
2927,2016-3-21 07:50:00,76,76,100,100
2928,2016-3-21 08:00:00,76,76,100,100
2929,2016-3-21 08:10:00,76,76,100,100
2930,2016-3-21 08:20:00,76,76,100,100
2931,2016-3-21 08:30:00,76,76,100,100
2932,2016-3-21 08:40:00,76,76,100,100
2933,2016-3-21 08:50:00,76,76,100,100
2934,2016-3-21 09:00:00,76,76,100,100
2935,2016-3-21 09:10:00,76,76,100,100
2936,2016-3-21 09:20:00,76,76,100,100
2937,2016-3-21 09:30:00,76,76,100,100
2938,2016-3-21 09:40:00,76,76,100,100
2939,2016-3-21 09:50:00,76,76,100,100
2940,2016-3-21 10:00:00,76,76,100,100
2941,2016-3-21 10:10:00,76,76,100,100
2942,2016-3-21 10:20:00,76,76,100,100
2943,2016-3-21 10:30:00,76,76,100,100
2944,2016-3-21 10:40:00,76,76,100,100
2945,2016-3-21 10:50:00,76,76,100,100
2946,2016-3-21 11:00:00,76,76,100,100
2947,2016-3-21 11:10:00,76,76,100,100
2948,2016-3-21 11:20:00,76,76,100,100
2949,2016-3-21 11:30:00,76,76,100,100
2950,2016-3-21 11:40:00,76,76,100,100
2951,2016-3-21 11:50:00,76,76,100,100
2952,2016-3-21 12:00:00,76,76,100,100
2953,2016-3-21 12:10:00,76,76,100,100
2954,2016-3-21 12:20:00,76,76,100,100
2955,2016-3-21 12:30:00,76,76,100,100
2956,2016-3-21 12:40:00,76,76,100,100
2957,2016-3-21 12:50:00,76,76,100,100
2958,2016-3-21 13:00:00,76,76,100,100
2959,2016-3-21 13:10:00,76,76,100,100
2960,2016-3-21 13:20:00,76,76,100,100
2961,2016-3-21 13:30:00,76,76,100,100
2962,2016-3-21 13:40:00,76,76,100,100
2963,2016-3-21 13:50:00,76,76,100,100
2964,2016-3-21 14:00:00,76,76,100,100
2965,2016-3-21 14:10:00,76,76,100,100
2966,2016-3-21 14:20:00,76,76,100,100
2967,2016-3-21 14:30:00,76,76,100,100
2968,2016-3-21 14:40:00,76,76,100,100
2969,2016-3-21 14:50:00,76,76,100,100
2970,2016-3-21 15:00:00,76,76,100,100
2971,2016-3-21 15:10:00,76,76,100,100
2972,2016-3-21 15:20:00,76,76,100,100
2973,2016-3-21 15:30:00,76,76,100,100
2974,2016-3-21 15:40:00,76,76,100,100
2975,2016-3-21 15:50:00,76,76,100,100
2976,2016-3-21 16:00:00,76,76,100,100
2977,2016-3-21 16:10:00,76,76,100,100
2978,2016-3-21 16:20:00,76,76,100,100
2979,2016-3-21 16:30:00,80,80,100,100
2980,2016-3-21 16:40:00,88,88,100,100
2981,2016-3-21 16:50:00,88,88,100,100
2982,2016-3-21 17:00:00,88,88,100,100
