num,date,HNA00AA001AXQ01Value,HNA00AA001BXQ01Value,HNA00AA002AXQ01Value,HNA00AA002BXQ01Value
2983,2016-3-21 17:10:00,88,88,100,100
2984,2016-3-21 17:20:00,88,88,100,100
2985,2016-3-21 17:30:00,72,72,100,100
2986,2016-3-21 17:40:00,72,72,100,100
2987,2016-3-21 17:50:00,72,72,100,100
2988,2016-3-21 18:00:00,72,72,100,100
2989,2016-3-21 18:10:00,72,72,100,100
2990,2016-3-21 18:20:00,90,90,100,100
2991,2016-3-21 18:30:00,75,75,100,100
2992,2016-3-21 18:40:00,75,75,100,100
2993,2016-3-21 18:50:00,75,75,100,100
2994,2016-3-21 19:00:00,75,75,100,100
2995,2016-3-21 19:10:00,75,75,100,100
2996,2016-3-21 19:20:00,75,75,100,100
2997,2016-3-21 19:30:00,75,75,100,100
2998,2016-3-21 19:40:00,75,75,100,100
2999,2016-3-21 19:50:00,75,75,100,100
3000,2016-3-21 20:00:00,75,75,100,100
3001,2016-3-21 20:10:00,75,75,100,100
3002,2016-3-21 20:20:00,75,75,100,100
3003,2016-3-21 20:30:00,75,75,100,100
3004,2016-3-21 20:40:00,75,75,100,100
3005,2016-3-21 20:50:00,75,75,100,100
3006,2016-3-21 21:00:00,75,75,100,100
3007,2016-3-21 21:10:00,75,75,100,100
3008,2016-3-21 21:20:00,86,86,100,100
3009,2016-3-21 21:30:00,94,94,100,100
3010,2016-3-21 21:40:00,94,94,100,100
3011,2016-3-21 21:50:00,94,94,100,100
3012,2016-3-21 22:00:00,94,94,100,100
3013,2016-3-21 22:10:00,94,94,100,100
3014,2016-3-21 22:20:00,94,94,100,100
3015,2016-3-21 22:30:00,94,94,100,100
3016,2016-3-21 22:40:00,94,94,100,100
3017,2016-3-21 22:50:00,94,94,100,100
3018,2016-3-21 23:00:00,88,88,100,100
3019,2016-3-21 23:10:00,70,70,100,100
3020,2016-3-21 23:20:00,70,70,100,100
3021,2016-3-21 23:30:00,70,70,100,100
3022,2016-3-21 23:40:00,76,76,100,100
3023,2016-3-21 23:50:00,84,84,100,100
3024,2016-3-22 00:00:00,84,84,100,100
3025,2016-3-22 00:10:00,84,84,100,100
3026,2016-3-22 00:20:00,84,84,100,100
3027,2016-3-22 00:30:00,84,84,100,100
3028,2016-3-22 00:40:00,84,84,100,100
3029,2016-3-22 00:50:00,84,84,100,100
3030,2016-3-22 01:00:00,84,84,100,100
3031,2016-3-22 01:10:00,84,84,100,100
3032,2016-3-22 01:20:00,84,84,100,100
3033,2016-3-22 01:30:00,84,84,100,100
3034,2016-3-22 01:40:00,84,84,100,100
3035,2016-3-22 01:50:00,84,84,100,100
3036,2016-3-22 02:00:00,84,84,100,100
3037,2016-3-22 02:10:00,84,84,100,100
3038,2016-3-22 02:20:00,84,84,100,100
3039,2016-3-22 02:30:00,84,84,100,100
3040,2016-3-22 02:40:00,84,84,100,100
3041,2016-3-22 02:50:00,84,84,100,100
3042,2016-3-22 03:00:00,84,84,100,100
3043,2016-3-22 03:10:00,84,84,100,100
3044,2016-3-22 03:20:00,84,84,100,100
3045,2016-3-22 03:30:00,84,84,100,100
3046,2016-3-22 03:40:00,84,84,100,100
3047,2016-3-22 03:50:00,84,84,100,100
3048,2016-3-22 04:00:00,84,84,100,100
3049,2016-3-22 04:10:00,84,84,100,100
3050,2016-3-22 04:20:00,84,84,100,100
3051,2016-3-22 04:30:00,84,84,100,100
3052,2016-3-22 04:40:00,84,84,100,100
3053,2016-3-22 04:50:00,84,84,100,100
3054,2016-3-22 05:00:00,84,84,100,100
3055,2016-3-22 05:10:00,84,84,100,100
3056,2016-3-22 05:20:00,84,84,100,100
3057,2016-3-22 05:30:00,84,84,100,100
3058,2016-3-22 05:40:00,84,84,100,100
3059,2016-3-22 05:50:00,84,84,100,100
3060,2016-3-22 06:00:00,84,84,100,100
3061,2016-3-22 06:10:00,84,84,100,100
3062,2016-3-22 06:20:00,84,84,100,100
3063,2016-3-22 06:30:00,84,84,100,100
3064,2016-3-22 06:40:00,84,84,100,100
3065,2016-3-22 06:50:00,84,84,100,100
3066,2016-3-22 07:00:00,84,84,100,100
3067,2016-3-22 07:10:00,84,84,100,100
3068,2016-3-22 07:20:00,84,84,100,100
3069,2016-3-22 07:30:00,84,84,100,100
3070,2016-3-22 07:40:00,84,84,100,100
3071,2016-3-22 07:50:00,84,84,100,100
3072,2016-3-22 08:00:00,84,84,100,100
3073,2016-3-22 08:10:00,84,84,100,100
3074,2016-3-22 08:20:00,84,84,100,100
3075,2016-3-22 08:30:00,84,84,100,100
3076,2016-3-22 08:40:00,84,84,100,100
3077,2016-3-22 08:50:00,84,84,100,100
3078,2016-3-22 09:00:00,94,94,100,100
3079,2016-3-22 09:10:00,94,94,100,100
3080,2016-3-22 09:20:00,94,94,100,100
3081,2016-3-22 09:30:00,94,94,100,100
3082,2016-3-22 09:40:00,94,94,100,100
3083,2016-3-22 09:50:00,94,94,100,100
3084,2016-3-22 10:00:00,94,94,100,100
3085,2016-3-22 10:10:00,94,94,100,100
3086,2016-3-22 10:20:00,94,94,100,100
3087,2016-3-22 10:30:00,94,94,100,100
3088,2016-3-22 10:40:00,94,94,100,100
3089,2016-3-22 10:50:00,94,94,100,100
3090,2016-3-22 11:00:00,94,94,100,100
3091,2016-3-22 11:10:00,94,94,100,100
3092,2016-3-22 11:20:00,94,94,100,100
3093,2016-3-22 11:30:00,94,94,100,100
3094,2016-3-22 11:40:00,94,94,100,100
3095,2016-3-22 11:50:00,94,94,100,100
3096,2016-3-22 12:00:00,94,94,100,100
3097,2016-3-22 12:10:00,94,94,100,100
3098,2016-3-22 12:20:00,94,94,100,100
3099,2016-3-22 12:30:00,94,94,100,100
3100,2016-3-22 12:40:00,86,86,100,100
3101,2016-3-22 12:50:00,74,74,100,100
3102,2016-3-22 13:00:00,74,74,100,100
3103,2016-3-22 13:10:00,74,74,100,100
3104,2016-3-22 13:20:00,74,74,100,100
3105,2016-3-22 13:30:00,74,74,100,100
3106,2016-3-22 13:40:00,74,74,100,100
3107,2016-3-22 13:50:00,74,74,100,100
3108,2016-3-22 14:00:00,74,74,100,100
3109,2016-3-22 14:10:00,74,74,100,100
3110,2016-3-22 14:20:00,74,74,100,100
3111,2016-3-22 14:30:00,74,74,100,100
3112,2016-3-22 14:40:00,74,74,100,100
3113,2016-3-22 14:50:00,74,74,100,100
3114,2016-3-22 15:00:00,78,78,100,100
3115,2016-3-22 15:10:00,78,78,100,100
3116,2016-3-22 15:20:00,78,78,100,100
3117,2016-3-22 15:30:00,78,78,100,100
3118,2016-3-22 15:40:00,78,78,100,100
3119,2016-3-22 15:50:00,78,78,100,100
3120,2016-3-22 16:00:00,78,78,100,100
3121,2016-3-22 16:10:00,78,78,100,100
3122,2016-3-22 16:20:00,82,82,100,100
3123,2016-3-22 16:30:00,82,82,100,100
3124,2016-3-22 16:40:00,82,82,100,100
3125,2016-3-22 16:50:00,82,82,100,100
3126,2016-3-22 17:00:00,82,82,100,100
3127,2016-3-22 17:10:00,82,82,100,100
3128,2016-3-22 17:20:00,82,82,100,100
3129,2016-3-22 17:30:00,82,82,100,100
3130,2016-3-22 17:40:00,82,82,100,100
3131,2016-3-22 17:50:00,82,82,100,100
3132,2016-3-22 18:00:00,82,82,100,100
3133,2016-3-22 18:10:00,82,82,100,100
3134,2016-3-22 18:20:00,82,82,100,100
3135,2016-3-22 18:30:00,82,82,100,100
3136,2016-3-22 18:40:00,82,82,100,100
3137,2016-3-22 18:50:00,82,82,100,100
3138,2016-3-22 19:00:00,82,82,100,100
3139,2016-3-22 19:10:00,82,82,100,100
3140,2016-3-22 19:20:00,82,82,100,100
3141,2016-3-22 19:30:00,82,82,100,100
3142,2016-3-22 19:40:00,82,82,100,100
3143,2016-3-22 19:50:00,82,82,100,100
3144,2016-3-22 20:00:00,82,82,100,100
3145,2016-3-22 20:10:00,82,82,100,100
3146,2016-3-22 20:20:00,82,82,100,100
3147,2016-3-22 20:30:00,82,82,100,100
3148,2016-3-22 20:40:00,82,82,100,100
3149,2016-3-22 20:50:00,82,82,100,100
3150,2016-3-22 21:00:00,82,82,100,100
3151,2016-3-22 21:10:00,82,82,100,100
3152,2016-3-22 21:20:00,82,82,100,100
3153,2016-3-22 21:30:00,82,82,100,100
3154,2016-3-22 21:40:00,86,86,100,100
3155,2016-3-22 21:50:00,100,100,88,88
3156,2016-3-22 22:00:00,100,100,88,88
3157,2016-3-22 22:10:00,100,100,88,88
3158,2016-3-22 22:20:00,100,100,88,88
3159,2016-3-22 22:30:00,100,100,88,88
3160,2016-3-22 22:40:00,84,84,100,100
3161,2016-3-22 22:50:00,84,84,100,100
3162,2016-3-22 23:00:00,84,84,100,100
3163,2016-3-22 23:10:00,84,84,100,100
3164,2016-3-22 23:20:00,84,84,100,100
3165,2016-3-22 23:30:00,84,84,100,100
3166,2016-3-22 23:40:00,84,84,100,100
3167,2016-3-22 23:50:00,84,84,100,100
3168,2016-3-23 00:00:00,84,84,100,100
3169,2016-3-23 00:10:00,84,84,100,100
3170,2016-3-23 00:20:00,84,84,100,100
3171,2016-3-23 00:30:00,84,84,100,100
3172,2016-3-23 00:40:00,84,84,100,100
3173,2016-3-23 00:50:00,84,84,100,100
3174,2016-3-23 01:00:00,84,84,100,100
3175,2016-3-23 01:10:00,84,84,100,100
3176,2016-3-23 01:20:00,84,84,100,100
3177,2016-3-23 01:30:00,84,84,100,100
3178,2016-3-23 01:40:00,84,84,100,100
3179,2016-3-23 01:50:00,84,84,100,100
3180,2016-3-23 02:00:00,84,84,100,100
3181,2016-3-23 02:10:00,84,84,100,100
3182,2016-3-23 02:20:00,84,84,100,100
3183,2016-3-23 02:30:00,84,84,100,100
3184,2016-3-23 02:40:00,84,84,100,100
3185,2016-3-23 02:50:00,84,84,100,100
3186,2016-3-23 03:00:00,84,84,100,100
3187,2016-3-23 03:10:00,84,84,100,100
3188,2016-3-23 03:20:00,84,84,100,100
3189,2016-3-23 03:30:00,84,84,100,100
3190,2016-3-23 03:40:00,84,84,100,100
3191,2016-3-23 03:50:00,84,84,100,100
3192,2016-3-23 04:00:00,84,84,100,100
3193,2016-3-23 04:10:00,84,84,100,100
3194,2016-3-23 04:20:00,84,84,100,100
3195,2016-3-23 04:30:00,84,84,100,100
3196,2016-3-23 04:40:00,84,84,100,100
3197,2016-3-23 04:50:00,84,84,100,100
3198,2016-3-23 05:00:00,84,84,100,100
3199,2016-3-23 05:10:00,84,84,100,100
3200,2016-3-23 05:20:00,84,84,100,100
3201,2016-3-23 05:30:00,84,84,100,100
3202,2016-3-23 05:40:00,84,84,100,100
3203,2016-3-23 05:50:00,84,84,100,100
3204,2016-3-23 06:00:00,84,84,100,100
3205,2016-3-23 06:10:00,84,84,100,100
3206,2016-3-23 06:20:00,84,84,100,100
3207,2016-3-23 06:30:00,84,84,100,100
3208,2016-3-23 06:40:00,84,84,100,100
3209,2016-3-23 06:50:00,84,84,100,100
3210,2016-3-23 07:00:00,84,84,100,100
3211,2016-3-23 07:10:00,84,84,100,100
3212,2016-3-23 07:20:00,84,84,100,100
3213,2016-3-23 07:30:00,84,84,100,100
3214,2016-3-23 07:40:00,84,84,100,100
3215,2016-3-23 07:50:00,84,84,100,100
3216,2016-3-23 08:00:00,84,84,100,100
3217,2016-3-23 08:10:00,100,100,70,70
3218,2016-3-23 08:20:00,100,100,66,66
3219,2016-3-23 08:30:00,100,100,94,94
3220,2016-3-23 08:40:00,80,80,100,100
3221,2016-3-23 08:50:00,64,64,100,100
3222,2016-3-23 09:00:00,64,64,100,100
3223,2016-3-23 09:10:00,64,64,100,100
3224,2016-3-23 09:20:00,64,64,100,100
3225,2016-3-23 09:30:00,60,60,100,100
3226,2016-3-23 09:40:00,60,60,100,100
3227,2016-3-23 09:50:00,60,60,100,100
3228,2016-3-23 10:00:00,60,60,100,100
3229,2016-3-23 10:10:00,100,100,52,56
3230,2016-3-23 10:20:00,100,100,52,56
3231,2016-3-23 10:30:00,100,100,90,90
3232,2016-3-23 10:40:00,100,100,90,90
3233,2016-3-23 10:50:00,100,100,90,90
3234,2016-3-23 11:00:00,100,100,82,82
3235,2016-3-23 11:10:00,100,100,70,70
3236,2016-3-23 11:20:00,100,100,70,70
3237,2016-3-23 11:30:00,100,100,70,70
3238,2016-3-23 11:40:00,100,100,66,66
3239,2016-3-23 11:50:00,100,100,66,66
3240,2016-3-23 12:00:00,100,100,66,66
3241,2016-3-23 12:10:00,100,100,73,73
3242,2016-3-23 12:20:00,100,100,73,73
3243,2016-3-23 12:30:00,100,100,73,73
3244,2016-3-23 12:40:00,100,100,69,69
3245,2016-3-23 12:50:00,100,100,64,64
3246,2016-3-23 13:00:00,100,100,64,64
3247,2016-3-23 13:10:00,100,100,64,64
3248,2016-3-23 13:20:00,100,100,64,64
3249,2016-3-23 13:30:00,100,100,64,64
3250,2016-3-23 13:40:00,100,100,64,64
3251,2016-3-23 13:50:00,100,100,64,64
3252,2016-3-23 14:00:00,100,100,64,64
3253,2016-3-23 14:10:00,100,100,80,80
3254,2016-3-23 14:20:00,100,100,80,80
3255,2016-3-23 14:30:00,100,100,84,84
3256,2016-3-23 14:40:00,100,100,84,84
3257,2016-3-23 14:50:00,100,100,80,80
3258,2016-3-23 15:00:00,100,100,70,70
3259,2016-3-23 15:10:00,100,100,67,67
3260,2016-3-23 15:20:00,100,100,67,67
3261,2016-3-23 15:30:00,100,100,67,67
3262,2016-3-23 15:40:00,100,100,65,65
3263,2016-3-23 15:50:00,100,100,65,65
3264,2016-3-23 16:00:00,100,100,61,61
3265,2016-3-23 16:10:00,100,100,61,61
3266,2016-3-23 16:20:00,100,100,61,61
3267,2016-3-23 16:30:00,100,100,61,61
3268,2016-3-23 16:40:00,100,100,61,61
3269,2016-3-23 16:50:00,100,100,61,61
3270,2016-3-23 17:00:00,100,100,61,61
3271,2016-3-23 17:10:00,100,100,61,61
3272,2016-3-23 17:20:00,100,100,61,61
3273,2016-3-23 17:30:00,100,100,61,61
3274,2016-3-23 17:40:00,100,100,89,89
3275,2016-3-23 17:50:00,100,100,81,81
3276,2016-3-23 18:00:00,100,100,81,81
3277,2016-3-23 18:10:00,100,100,81,81
3278,2016-3-23 18:20:00,100,100,81,81
3279,2016-3-23 18:30:00,72,72,100,100
3280,2016-3-23 18:40:00,60,60,100,100
3281,2016-3-23 18:50:00,60,60,100,100
3282,2016-3-23 19:00:00,60,60,100,100
3283,2016-3-23 19:10:00,60,60,100,100
3284,2016-3-23 19:20:00,60,60,100,100
3285,2016-3-23 19:30:00,60,60,100,100
3286,2016-3-23 19:40:00,60,60,100,100
3287,2016-3-23 19:50:00,60,60,100,100
3288,2016-3-23 20:00:00,60,60,100,100
3289,2016-3-23 20:10:00,60,60,100,100
3290,2016-3-23 20:20:00,60,60,100,100
3291,2016-3-23 20:30:00,60,60,100,100
3292,2016-3-23 20:40:00,60,60,100,100
3293,2016-3-23 20:50:00,60,60,100,100
3294,2016-3-23 21:00:00,60,60,100,100
3295,2016-3-23 21:10:00,60,60,100,100
3296,2016-3-23 21:20:00,60,60,100,100
3297,2016-3-23 21:30:00,60,60,100,100
3298,2016-3-23 21:40:00,76,72,100,100
3299,2016-3-23 21:50:00,76,72,100,100
3300,2016-3-23 22:00:00,76,72,100,100
3301,2016-3-23 22:10:00,76,72,100,100
3302,2016-3-23 22:20:00,76,72,100,100
3303,2016-3-23 22:30:00,76,72,100,100
3304,2016-3-23 22:40:00,76,72,100,100
3305,2016-3-23 22:50:00,76,72,100,100
3306,2016-3-23 23:00:00,76,72,100,100
3307,2016-3-23 23:10:00,76,72,100,100
3308,2016-3-23 23:20:00,76,72,100,100
3309,2016-3-23 23:30:00,76,72,100,100
3310,2016-3-23 23:40:00,100,100,88,88
3311,2016-3-23 23:50:00,100,100,88,88
3312,2016-3-24 00:00:00,100,100,88,88
3313,2016-3-24 00:10:00,100,100,88,88
3314,2016-3-24 00:20:00,100,100,88,88
3315,2016-3-24 00:30:00,100,100,88,88
3316,2016-3-24 00:40:00,100,100,88,88
3317,2016-3-24 00:50:00,100,100,88,88
3318,2016-3-24 01:00:00,100,100,88,88
3319,2016-3-24 01:10:00,100,100,88,88
3320,2016-3-24 01:20:00,100,100,88,88
3321,2016-3-24 01:30:00,100,100,88,88
3322,2016-3-24 01:40:00,100,100,88,88
3323,2016-3-24 01:50:00,100,100,84,84
3324,2016-3-24 02:00:00,100,100,100,100
3325,2016-3-24 02:10:00,100,100,82,82
3326,2016-3-24 02:20:00,100,100,94,94
3327,2016-3-24 02:30:00,100,100,100,100
3328,2016-3-24 02:40:00,100,100,100,100
3329,2016-3-24 02:50:00,100,100,100,100
3330,2016-3-24 03:00:00,88,88,100,100
3331,2016-3-24 03:10:00,88,88,100,100
3332,2016-3-24 03:20:00,88,88,100,100
3333,2016-3-24 03:30:00,88,88,100,100
3334,2016-3-24 03:40:00,88,88,100,100
3335,2016-3-24 03:50:00,88,88,100,100
3336,2016-3-24 04:00:00,80,80,100,100
3337,2016-3-24 04:10:00,88,88,100,100
3338,2016-3-24 04:20:00,88,88,100,100
3339,2016-3-24 04:30:00,88,88,100,100
3340,2016-3-24 04:40:00,88,88,100,100
3341,2016-3-24 04:50:00,88,88,100,100
3342,2016-3-24 05:00:00,88,88,100,100
3343,2016-3-24 05:10:00,88,88,100,100
3344,2016-3-24 05:20:00,88,88,100,100
3345,2016-3-24 05:30:00,88,88,100,100
3346,2016-3-24 05:40:00,88,88,100,100
3347,2016-3-24 05:50:00,100,100,100,100
3348,2016-3-24 06:00:00,100,100,100,100
3349,2016-3-24 06:10:00,100,100,100,100
3350,2016-3-24 06:20:00,100,100,100,100
3351,2016-3-24 06:30:00,100,100,92,92
3352,2016-3-24 06:40:00,100,100,92,92
3353,2016-3-24 06:50:00,100,100,84,84
3354,2016-3-24 07:00:00,100,100,84,84
3355,2016-3-24 07:10:00,100,100,84,84
3356,2016-3-24 07:20:00,100,100,84,84
3357,2016-3-24 07:30:00,100,100,84,84
3358,2016-3-24 07:40:00,100,100,84,84
3359,2016-3-24 07:50:00,100,100,84,84
3360,2016-3-24 08:00:00,100,100,80,80
3361,2016-3-24 08:10:00,100,100,80,80
3362,2016-3-24 08:20:00,100,100,80,80
3363,2016-3-24 08:30:00,100,100,80,80
3364,2016-3-24 08:40:00,100,100,80,80
3365,2016-3-24 08:50:00,100,100,80,80
3366,2016-3-24 09:00:00,100,100,80,80
3367,2016-3-24 09:10:00,100,100,80,80
3368,2016-3-24 09:20:00,100,100,80,80
3369,2016-3-24 09:30:00,100,100,80,80
3370,2016-3-24 09:40:00,100,100,80,80
3371,2016-3-24 09:50:00,100,100,80,80
3372,2016-3-24 10:00:00,100,100,80,80
3373,2016-3-24 10:10:00,100,100,80,80
3374,2016-3-24 10:20:00,100,100,80,80
3375,2016-3-24 10:30:00,100,100,80,80
3376,2016-3-24 10:40:00,100,100,72,72
3377,2016-3-24 10:50:00,100,100,68,68
3378,2016-3-24 11:00:00,100,100,68,68
3379,2016-3-24 11:10:00,100,100,76,76
3380,2016-3-24 11:20:00,100,100,76,76
3381,2016-3-24 11:30:00,100,100,76,76
3382,2016-3-24 11:40:00,100,100,80,80
3383,2016-3-24 11:50:00,100,100,80,80
3384,2016-3-24 12:00:00,100,100,80,80
3385,2016-3-24 12:10:00,72,72,100,100
3386,2016-3-24 12:20:00,72,72,100,100
3387,2016-3-24 12:30:00,80,80,100,100
3388,2016-3-24 12:40:00,80,80,100,100
3389,2016-3-24 12:50:00,80,80,100,100
3390,2016-3-24 13:00:00,80,80,100,100
3391,2016-3-24 13:10:00,100,100,80,80
3392,2016-3-24 13:20:00,100,100,80,80
3393,2016-3-24 13:30:00,100,100,80,80
3394,2016-3-24 13:40:00,100,100,80,80
3395,2016-3-24 13:50:00,100,100,80,80
3396,2016-3-24 14:00:00,76,76,100,100
3397,2016-3-24 14:10:00,76,76,100,100
3398,2016-3-24 14:20:00,76,76,100,100
3399,2016-3-24 14:30:00,76,76,100,100
3400,2016-3-24 14:40:00,76,76,100,100
3401,2016-3-24 14:50:00,76,76,100,100
3402,2016-3-24 15:00:00,76,76,100,100
3403,2016-3-24 15:10:00,76,76,100,100
3404,2016-3-24 15:20:00,76,76,100,100
3405,2016-3-24 15:30:00,76,76,100,100
3406,2016-3-24 15:40:00,76,76,100,100
3407,2016-3-24 15:50:00,76,76,100,100
3408,2016-3-24 16:00:00,76,76,100,100
3409,2016-3-24 16:10:00,76,76,100,100
3410,2016-3-24 16:20:00,76,76,100,100
3411,2016-3-24 16:30:00,84,84,100,100
3412,2016-3-24 16:40:00,92,92,100,100
3413,2016-3-24 16:50:00,92,92,100,100
3414,2016-3-24 17:00:00,92,92,100,100
3415,2016-3-24 17:10:00,70,70,100,100
3416,2016-3-24 17:20:00,70,70,100,100
3417,2016-3-24 17:30:00,70,70,100,100
3418,2016-3-24 17:40:00,70,70,100,100
3419,2016-3-24 17:50:00,70,70,100,100
3420,2016-3-24 18:00:00,70,70,100,100
3421,2016-3-24 18:10:00,70,70,100,100
3422,2016-3-24 18:20:00,70,70,100,100
3423,2016-3-24 18:30:00,70,70,100,100
3424,2016-3-24 18:40:00,98,94,95,95
3425,2016-3-24 18:50:00,98,94,95,95
3426,2016-3-24 19:00:00,100,100,85,85
3427,2016-3-24 19:10:00,100,100,85,85
3428,2016-3-24 19:20:00,100,100,85,85
3429,2016-3-24 19:30:00,100,100,85,85
3430,2016-3-24 19:40:00,100,100,85,85
3431,2016-3-24 19:50:00,100,100,85,85
3432,2016-3-24 20:00:00,100,100,85,85
3433,2016-3-24 20:10:00,100,100,85,85
3434,2016-3-24 20:20:00,100,100,85,85
3435,2016-3-24 20:30:00,100,100,85,85
3436,2016-3-24 20:40:00,100,100,85,85
3437,2016-3-24 20:50:00,100,100,85,85
3438,2016-3-24 21:00:00,100,100,85,85
3439,2016-3-24 21:10:00,100,100,85,85
3440,2016-3-24 21:20:00,100,100,85,85
3441,2016-3-24 21:30:00,100,100,85,85
3442,2016-3-24 21:40:00,100,100,85,85
3443,2016-3-24 21:50:00,100,100,85,85
3444,2016-3-24 22:00:00,100,100,85,85
3445,2016-3-24 22:10:00,100,100,85,85
3446,2016-3-24 22:20:00,100,100,85,85
3447,2016-3-24 22:30:00,100,100,85,85
3448,2016-3-24 22:40:00,100,100,85,85
3449,2016-3-24 22:50:00,100,100,85,85
3450,2016-3-24 23:00:00,100,100,85,85
3451,2016-3-24 23:10:00,100,100,85,85
3452,2016-3-24 23:20:00,100,100,85,85
3453,2016-3-24 23:30:00,100,100,85,85
3454,2016-3-24 23:40:00,100,100,85,85
3455,2016-3-24 23:50:00,80,80,100,100
3456,2016-3-25 00:00:00,80,80,100,100
3457,2016-3-25 00:10:00,80,80,100,100
3458,2016-3-25 00:20:00,80,80,100,100
3459,2016-3-25 00:30:00,80,80,100,100
3460,2016-3-25 00:40:00,80,80,100,100
3461,2016-3-25 00:50:00,80,80,100,100
3462,2016-3-25 01:00:00,80,80,100,100
3463,2016-3-25 01:10:00,80,80,100,100
3464,2016-3-25 01:20:00,80,80,100,100
3465,2016-3-25 01:30:00,80,80,100,100
3466,2016-3-25 01:40:00,80,80,100,100
3467,2016-3-25 01:50:00,80,80,100,100
3468,2016-3-25 02:00:00,80,80,100,100
3469,2016-3-25 02:10:00,80,80,100,100
3470,2016-3-25 02:20:00,80,80,100,100
3471,2016-3-25 02:30:00,80,80,100,100
3472,2016-3-25 02:40:00,80,80,100,100
3473,2016-3-25 02:50:00,80,80,100,100
3474,2016-3-25 03:00:00,80,80,100,100
3475,2016-3-25 03:10:00,80,80,100,100
3476,2016-3-25 03:20:00,80,80,96,96
3477,2016-3-25 03:30:00,80,80,96,96
3478,2016-3-25 03:40:00,80,80,96,96
3479,2016-3-25 03:50:00,72,72,96,96
3480,2016-3-25 04:00:00,72,72,96,96
3481,2016-3-25 04:10:00,72,72,96,96
3482,2016-3-25 04:20:00,72,72,96,96
3483,2016-3-25 04:30:00,72,72,96,96
3484,2016-3-25 04:40:00,70,70,100,100
3485,2016-3-25 04:50:00,70,70,100,100
3486,2016-3-25 05:00:00,70,70,100,100
3487,2016-3-25 05:10:00,70,70,100,100
3488,2016-3-25 05:20:00,70,70,100,100
3489,2016-3-25 05:30:00,70,70,100,100
3490,2016-3-25 05:40:00,70,70,100,100
3491,2016-3-25 05:50:00,70,70,100,100
3492,2016-3-25 06:00:00,82,82,100,100
3493,2016-3-25 06:10:00,82,82,100,100
3494,2016-3-25 06:20:00,82,82,100,100
3495,2016-3-25 06:30:00,82,82,100,100
3496,2016-3-25 06:40:00,82,82,100,100
3497,2016-3-25 06:50:00,82,82,100,100
3498,2016-3-25 07:00:00,82,82,100,100
3499,2016-3-25 07:10:00,82,82,100,100
3500,2016-3-25 07:20:00,82,82,100,100
3501,2016-3-25 07:30:00,82,82,100,100
3502,2016-3-25 07:40:00,82,82,100,100
3503,2016-3-25 07:50:00,82,82,100,100
3504,2016-3-25 08:00:00,82,82,100,100
3505,2016-3-25 08:10:00,82,82,100,100
3506,2016-3-25 08:20:00,74,74,100,100
3507,2016-3-25 08:30:00,74,74,100,100
3508,2016-3-25 08:40:00,66,66,100,100
3509,2016-3-25 08:50:00,66,66,100,100
3510,2016-3-25 09:00:00,66,66,100,100
3511,2016-3-25 09:10:00,66,66,100,100
3512,2016-3-25 09:20:00,66,66,100,100
3513,2016-3-25 09:30:00,66,66,100,100
3514,2016-3-25 09:40:00,66,66,100,100
3515,2016-3-25 09:50:00,66,66,100,100
3516,2016-3-25 10:00:00,66,66,100,100
3517,2016-3-25 10:10:00,66,66,100,100
3518,2016-3-25 10:20:00,66,66,100,100
3519,2016-3-25 10:30:00,66,66,100,100
3520,2016-3-25 10:40:00,66,66,100,100
3521,2016-3-25 10:50:00,66,66,100,100
3522,2016-3-25 11:00:00,66,66,100,100
3523,2016-3-25 11:10:00,66,66,100,100
3524,2016-3-25 11:20:00,66,66,100,100
3525,2016-3-25 11:30:00,66,66,100,100
3526,2016-3-25 11:40:00,66,66,100,100
3527,2016-3-25 11:50:00,90,90,100,100
3528,2016-3-25 12:00:00,100,98,100,100
3529,2016-3-25 12:10:00,100,98,100,100
3530,2016-3-25 12:20:00,100,98,100,100
3531,2016-3-25 12:30:00,100,98,100,100
3532,2016-3-25 12:40:00,100,98,100,100
3533,2016-3-25 12:50:00,100,98,100,100
3534,2016-3-25 13:00:00,100,98,100,100
3535,2016-3-25 13:10:00,78,78,100,100
3536,2016-3-25 13:20:00,78,78,100,100
3537,2016-3-25 13:30:00,66,66,100,100
3538,2016-3-25 13:40:00,60,60,100,100
3539,2016-3-25 13:50:00,60,60,100,100
3540,2016-3-25 14:00:00,60,60,100,100
3541,2016-3-25 14:10:00,60,60,100,100
3542,2016-3-25 14:20:00,60,60,100,100
3543,2016-3-25 14:30:00,60,60,100,100
3544,2016-3-25 14:40:00,60,60,100,100
3545,2016-3-25 14:50:00,60,60,100,100
3546,2016-3-25 15:00:00,60,60,100,100
3547,2016-3-25 15:10:00,60,60,100,100
3548,2016-3-25 15:20:00,60,60,100,100
3549,2016-3-25 15:30:00,60,60,100,100
3550,2016-3-25 15:40:00,100,100,100,100
3551,2016-3-25 15:50:00,84,84,100,100
3552,2016-3-25 16:00:00,60,60,100,100
3553,2016-3-25 16:10:00,60,60,100,100
3554,2016-3-25 16:20:00,60,60,100,100
3555,2016-3-25 16:30:00,80,80,100,100
3556,2016-3-25 16:40:00,80,80,100,100
3557,2016-3-25 16:50:00,100,100,100,100
3558,2016-3-25 17:00:00,100,100,100,100
3559,2016-3-25 17:10:00,80,80,100,100
3560,2016-3-25 17:20:00,60,60,100,100
3561,2016-3-25 17:30:00,60,60,100,100
3562,2016-3-25 17:40:00,60,60,100,100
