时间,UNIT3:LAF21CG101XQ01数值,UNIT3:LAF21CG101XQ01状态,UNIT3:LAF22CG101XQ01数值,UNIT3:LAF22CG101XQ01状态,UNIT3:LAF31CG101XQ01数值,UNIT3:LAF31CG101XQ01状态,UNIT3:LAF32CG101XQ01数值,UNIT3:LAF32CG101XQ01状态,UNIT3:LAF33CG101XQ01数值,UNIT3:LAF33CG101XQ01状态,UNIT3:LAF34CG101XQ01数值,UNIT3:LAF34CG101XQ01状态,
	2016-3-3 18:40:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 18:41:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:42:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:43:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:44:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:45:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 18:46:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 18:47:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:48:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 18:49:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:50:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:51:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 18:52:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:53:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:54:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 18:55:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:56:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:57:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 18:58:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 18:59:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:00:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:01:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:02:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:03:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:04:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:05:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:06:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:07:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:08:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:09:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:10:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:11:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:12:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:13:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:14:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:15:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:16:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:17:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:18:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:19:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:20:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:21:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:22:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:23:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:24:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:25:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:26:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:27:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:28:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:29:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:30:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:31:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:32:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:33:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:34:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:35:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:36:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:37:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:38:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:39:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:40:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:41:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:42:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:43:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:44:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:45:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:46:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:47:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:48:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:49:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:50:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:51:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:52:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:53:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:54:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:55:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:56:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:57:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 19:58:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 19:59:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:00:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:01:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:02:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:03:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:04:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:05:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:06:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:07:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:08:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:09:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:10:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:11:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:12:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:13:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:14:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:15:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.885227,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:16:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:17:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:18:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:19:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:20:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:21:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.885227,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:22:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:23:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:24:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:25:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:26:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:27:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:28:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:29:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:30:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:31:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:32:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:33:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:34:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:35:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:36:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.885227,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:37:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:38:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:39:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:40:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:41:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:42:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:43:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:44:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:45:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:46:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:47:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:48:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:49:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:50:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:51:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:52:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:53:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:54:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 20:55:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:56:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:57:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:58:00,	0.213675,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 20:59:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 21:00:00,	0.152625,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:01:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:02:00,	0.152625,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:03:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 21:04:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:05:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:06:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 21:07:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 21:08:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:09:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 21:10:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.518926,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:11:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:12:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 21:13:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:14:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:15:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.32723,	0x0000,
	2016-3-3 21:16:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
	2016-3-3 21:17:00,	0.213675,	0x0000,	0.457875,	0x0000,	0.824176,	0x0000,	0.579976,	0x0000,	0.274726,	0x0000,	3.26618,	0x0000,
