num,date,HHA71AS001XQ01Value,HHA72AS001XQ01Value,HHA73AS001XQ01Value,HHA74AS001XQ01Value,HHA81AS001XQ01Value,HHA82AS001XQ01Value,HHA83AS001XQ01Value,HHA84AS001XQ01Value
257,2016-3-2 18:50:00,80,80,80,80,80,80,80,80
258,2016-3-2 19:00:00,80,80,80,80,80,80,80,80
259,2016-3-2 19:10:00,80,80,80,80,80,80,80,80
260,2016-3-2 19:20:00,80,80,80,80,80,80,80,80
261,2016-3-2 19:30:00,80,80,80,80,80,80,80,80
262,2016-3-2 19:40:00,80,80,80,80,80,80,80,80
263,2016-3-2 19:50:00,80,80,80,80,80,80,80,80
264,2016-3-2 20:00:00,80,80,80,80,80,80,80,80
265,2016-3-2 20:10:00,80,80,80,80,80,80,80,80
266,2016-3-2 20:20:00,80,80,80,80,80,80,80,80
267,2016-3-2 20:30:00,80,80,80,80,80,80,80,80
268,2016-3-2 20:40:00,80,80,80,80,80,80,80,80
269,2016-3-2 20:50:00,80,80,80,80,80,80,80,80
270,2016-3-2 21:00:00,80,80,80,80,80,80,80,80
271,2016-3-2 21:10:00,80,80,80,80,80,80,80,80
272,2016-3-2 21:20:00,80,80,80,80,80,80,80,80
273,2016-3-2 21:30:00,80,80,80,80,80,80,80,80
274,2016-3-2 21:40:00,80,80,80,80,80,80,80,80
275,2016-3-2 21:50:00,80,80,80,80,80,80,80,80
276,2016-3-2 22:00:00,80,80,80,80,80,80,80,80
277,2016-3-2 22:10:00,80,80,80,80,80,80,80,80
278,2016-3-2 22:20:00,80,80,80,80,80,80,80,80
279,2016-3-2 22:30:00,80,80,80,80,80,80,80,80
280,2016-3-2 22:40:00,80,80,80,80,80,80,80,80
281,2016-3-2 22:50:00,80,80,80,80,80,80,80,80
282,2016-3-2 23:00:00,80,80,80,80,80,80,80,80
283,2016-3-2 23:10:00,80,80,80,80,80,80,80,80
284,2016-3-2 23:20:00,80,80,80,80,80,80,80,80
285,2016-3-2 23:30:00,80,80,80,80,80,80,80,80
286,2016-3-2 23:40:00,80,80,80,80,80,80,80,80
287,2016-3-2 23:50:00,80,80,80,80,80,80,80,80
288,2016-3-3 00:00:00,80,80,80,80,80,80,80,80
289,2016-3-3 00:10:00,80,80,80,80,80,80,80,80
290,2016-3-3 00:20:00,80,80,80,80,80,80,80,80
291,2016-3-3 00:30:00,80,80,80,80,80,80,80,80
292,2016-3-3 00:40:00,80,80,80,80,80,80,80,80
293,2016-3-3 00:50:00,80,80,80,80,80,80,80,80
294,2016-3-3 01:00:00,80,80,80,80,80,80,80,80
295,2016-3-3 01:10:00,80,80,80,80,80,80,80,80
296,2016-3-3 01:20:00,80,80,80,80,80,80,80,80
297,2016-3-3 01:30:00,80,80,80,80,80,80,80,80
298,2016-3-3 01:40:00,80,80,80,80,80,80,80,80
299,2016-3-3 01:50:00,80,80,80,80,80,80,80,80
300,2016-3-3 02:00:00,80,80,80,80,80,80,80,80
301,2016-3-3 02:10:00,80,80,80,80,80,80,80,80
302,2016-3-3 02:20:00,80,80,80,80,80,80,80,80
303,2016-3-3 02:30:00,80,80,80,80,80,80,80,80
304,2016-3-3 02:40:00,80,80,80,80,80,80,80,80
305,2016-3-3 02:50:00,80,80,80,80,80,80,80,80
306,2016-3-3 03:00:00,80,80,80,80,80,80,80,80
307,2016-3-3 03:10:00,80,80,80,80,80,80,80,80
308,2016-3-3 03:20:00,80,80,80,80,80,80,80,80
309,2016-3-3 03:30:00,80,80,80,80,80,80,80,80
310,2016-3-3 03:40:00,80,80,80,80,80,80,80,80
311,2016-3-3 03:50:00,80,80,80,80,80,80,80,80
312,2016-3-3 04:00:00,80,80,80,80,80,80,80,80
313,2016-3-3 04:10:00,80,80,80,80,80,80,80,80
314,2016-3-3 04:20:00,80,80,80,80,80,80,80,80
315,2016-3-3 04:30:00,80,80,80,80,80,80,80,80
316,2016-3-3 04:40:00,80,80,80,80,80,80,80,80
317,2016-3-3 04:50:00,80,80,80,80,80,80,80,80
318,2016-3-3 05:00:00,80,80,80,80,80,80,80,80
319,2016-3-3 05:10:00,80,80,80,80,80,80,80,80
320,2016-3-3 05:20:00,80,80,80,80,80,80,80,80
321,2016-3-3 05:30:00,80,80,80,80,80,80,80,80
322,2016-3-3 05:40:00,80,80,80,80,80,80,80,80
323,2016-3-3 05:50:00,80,80,80,80,80,80,80,80
324,2016-3-3 06:00:00,80,80,80,80,80,80,80,80
325,2016-3-3 06:10:00,80,80,80,80,80,80,80,80
326,2016-3-3 06:20:00,80,80,80,80,80,80,80,80
327,2016-3-3 06:30:00,80,80,80,80,80,80,80,80
328,2016-3-3 06:40:00,80,80,80,80,80,80,80,80
329,2016-3-3 06:50:00,80,80,80,80,80,80,80,80
330,2016-3-3 07:00:00,80,80,80,80,80,80,80,80
331,2016-3-3 07:10:00,80,80,80,80,80,80,80,80
332,2016-3-3 07:20:00,80,80,80,80,80,80,80,80
333,2016-3-3 07:30:00,80,80,80,80,80,80,80,80
334,2016-3-3 07:40:00,80,80,80,80,80,80,80,80
335,2016-3-3 07:50:00,80,80,80,80,80,80,80,80
336,2016-3-3 08:00:00,80,80,80,80,80,80,80,80
337,2016-3-3 08:10:00,80,80,80,80,80,80,80,80
338,2016-3-3 08:20:00,85,85,85,85,85,85,85,85
339,2016-3-3 08:30:00,85,85,85,85,85,85,85,85
340,2016-3-3 08:40:00,85,85,85,85,85,85,85,85
341,2016-3-3 08:50:00,85,85,85,85,85,85,85,85
342,2016-3-3 09:00:00,85,85,85,85,85,85,85,85
343,2016-3-3 09:10:00,85,85,85,85,85,85,85,85
344,2016-3-3 09:20:00,85,85,85,85,85,85,85,85
345,2016-3-3 09:30:00,85,85,85,85,85,85,85,85
346,2016-3-3 09:40:00,85,85,85,85,85,85,85,85
347,2016-3-3 09:50:00,85,85,85,85,85,85,85,85
348,2016-3-3 10:00:00,85,85,85,85,85,85,85,85
349,2016-3-3 10:10:00,85,85,85,85,85,85,85,85
350,2016-3-3 10:20:00,85,85,85,85,85,85,85,85
351,2016-3-3 10:30:00,85,85,85,85,85,85,85,85
352,2016-3-3 10:40:00,85,85,85,85,85,85,85,85
353,2016-3-3 10:50:00,85,85,85,85,85,85,85,85
354,2016-3-3 11:00:00,85,85,85,85,85,85,85,85
355,2016-3-3 11:10:00,85,85,85,85,85,85,85,85
356,2016-3-3 11:20:00,85,85,85,85,85,85,85,85
357,2016-3-3 11:30:00,85,85,85,85,85,85,85,85
358,2016-3-3 11:40:00,85,85,85,85,85,85,85,85
359,2016-3-3 11:50:00,85,85,85,85,85,85,85,85
360,2016-3-3 12:00:00,85,85,85,85,85,85,85,85
361,2016-3-3 12:10:00,85,85,85,85,85,85,85,85
362,2016-3-3 12:20:00,85,85,85,85,85,85,85,85
363,2016-3-3 12:30:00,85,85,85,85,85,85,85,85
364,2016-3-3 12:40:00,85,85,85,85,85,85,85,85
365,2016-3-3 12:50:00,85,85,85,85,85,85,85,85
366,2016-3-3 13:00:00,85,85,85,85,85,85,85,85
367,2016-3-3 13:10:00,85,85,85,85,85,85,85,85
368,2016-3-3 13:20:00,85,85,85,85,85,85,85,85
369,2016-3-3 13:30:00,85,85,85,85,85,85,85,85
370,2016-3-3 13:40:00,85,85,85,85,85,85,85,85
371,2016-3-3 13:50:00,85,85,85,85,85,85,85,85
372,2016-3-3 14:00:00,85,85,85,85,85,85,85,85
373,2016-3-3 14:10:00,85,85,85,85,85,85,85,85
374,2016-3-3 14:20:00,85,85,85,85,85,85,85,85
375,2016-3-3 14:30:00,85,85,85,85,85,85,85,85
376,2016-3-3 14:40:00,85,85,85,85,85,85,85,85
377,2016-3-3 14:50:00,85,85,85,85,85,85,85,85
378,2016-3-3 15:00:00,85,85,85,85,85,85,85,85
379,2016-3-3 15:10:00,85,85,85,85,85,85,85,85
380,2016-3-3 15:20:00,85,85,85,85,85,85,85,85
381,2016-3-3 15:30:00,85,85,85,85,85,85,85,85
382,2016-3-3 15:40:00,85,85,85,85,85,85,85,85
383,2016-3-3 15:50:00,85,85,85,85,85,85,85,85
384,2016-3-3 16:00:00,85,85,85,85,85,85,85,85
385,2016-3-3 16:10:00,85,85,85,85,85,85,85,85
386,2016-3-3 16:20:00,85,85,85,85,85,85,85,85
387,2016-3-3 16:30:00,85,85,85,85,85,85,85,85
388,2016-3-3 16:40:00,85,85,85,85,85,85,85,85
389,2016-3-3 16:50:00,85,85,85,85,85,85,85,85
390,2016-3-3 17:00:00,85,85,85,85,85,85,85,85
391,2016-3-3 17:10:00,85,85,85,85,85,85,85,85
392,2016-3-3 17:20:00,85,85,85,85,85,85,85,85
393,2016-3-3 17:30:00,85,85,85,85,85,85,85,85
394,2016-3-3 17:40:00,85,85,85,85,85,85,85,85
395,2016-3-3 17:50:00,85,85,85,85,85,85,85,85
396,2016-3-3 18:00:00,85,85,85,85,85,85,85,85
397,2016-3-3 18:10:00,85,85,85,85,85,85,85,85
398,2016-3-3 18:20:00,75,75,75,75,85,85,85,85
399,2016-3-3 18:30:00,75,75,75,75,85,85,85,85
400,2016-3-3 18:40:00,65,65,65,65,85,85,85,85
401,2016-3-3 18:50:00,65,65,65,65,85,85,85,85
402,2016-3-3 19:00:00,65,65,65,65,85,85,85,85
403,2016-3-3 19:10:00,65,65,65,65,85,85,85,85
404,2016-3-3 19:20:00,65,65,65,65,85,85,85,85
405,2016-3-3 19:30:00,65,65,65,65,85,85,85,85
406,2016-3-3 19:40:00,65,65,65,65,85,85,85,85
407,2016-3-3 19:50:00,65,65,65,65,85,85,85,85
408,2016-3-3 20:00:00,65,65,65,65,85,85,85,85
409,2016-3-3 20:10:00,65,65,65,65,85,85,85,85
410,2016-3-3 20:20:00,65,65,65,65,85,85,85,85
411,2016-3-3 20:30:00,65,65,65,65,85,85,85,85
412,2016-3-3 20:40:00,65,65,65,65,85,85,85,85
413,2016-3-3 20:50:00,65,65,65,65,85,85,85,85
414,2016-3-3 21:00:00,65,65,65,65,85,85,85,85
415,2016-3-3 21:10:00,65,65,65,65,85,85,85,85
416,2016-3-3 21:20:00,65,65,65,65,85,85,85,85
417,2016-3-3 21:30:00,65,65,65,65,85,85,85,85
418,2016-3-3 21:40:00,65,65,65,65,85,85,85,85
419,2016-3-3 21:50:00,65,65,65,65,85,85,85,85
420,2016-3-3 22:00:00,65,65,65,65,85,85,85,85
421,2016-3-3 22:10:00,65,65,65,65,85,85,85,85
422,2016-3-3 22:20:00,65,65,65,65,85,85,85,85
423,2016-3-3 22:30:00,65,65,65,65,85,85,85,85
424,2016-3-3 22:40:00,65,65,65,65,85,85,85,85
425,2016-3-3 22:50:00,65,65,65,65,85,85,85,85
426,2016-3-3 23:00:00,65,65,65,65,85,85,85,85
427,2016-3-3 23:10:00,65,65,65,65,85,85,85,85
428,2016-3-3 23:20:00,65,65,65,65,85,85,85,85
429,2016-3-3 23:30:00,65,65,65,65,85,85,85,85
430,2016-3-3 23:40:00,65,65,65,65,85,85,85,85
431,2016-3-3 23:50:00,65,65,65,65,85,85,85,85
432,2016-3-4 00:00:00,65,65,65,65,85,85,85,85
433,2016-3-4 00:10:00,90,90,90,90,90,90,90,90
434,2016-3-4 00:20:00,90,90,90,90,90,90,90,90
435,2016-3-4 00:30:00,90,90,90,90,90,90,90,90
436,2016-3-4 00:40:00,90,90,90,90,90,90,90,90
437,2016-3-4 00:50:00,90,90,90,90,90,90,90,90
438,2016-3-4 01:00:00,90,90,90,90,90,90,90,90
439,2016-3-4 01:10:00,90,90,90,90,90,90,90,90
440,2016-3-4 01:20:00,90,90,90,90,90,90,90,90
441,2016-3-4 01:30:00,90,90,90,90,90,90,90,90
442,2016-3-4 01:40:00,90,90,90,90,90,90,90,90
443,2016-3-4 01:50:00,90,90,90,90,90,90,90,90
