时间,UNIT3:MW数值,UNIT3:MW状态,UNIT3:MWD2数值,UNIT3:MWD2状态,UNIT3:RRHRTEMPT数值,UNIT3:RRHRTEMPT状态,
	2016-3-27 09:20:00,	695.076,	0x0000,	693.407,	0x0000,	573.079,	0x0000,
	2016-3-27 09:21:00,	695.076,	0x0000,	687.842,	0x0000,	573.294,	0x0000,
	2016-3-27 09:22:00,	681.372,	0x0000,	680.22,	0x0000,	573.623,	0x0000,
	2016-3-27 09:23:00,	677.089,	0x0000,	680.22,	0x0000,	573.838,	0x0000,
	2016-3-27 09:24:00,	678.802,	0x0000,	680.22,	0x0000,	574.071,	0x0000,
	2016-3-27 09:25:00,	679.658,	0x0000,	680.22,	0x0000,	574.178,	0x0000,
	2016-3-27 09:26:00,	677.945,	0x0000,	680.22,	0x0000,	574.393,	0x0000,
	2016-3-27 09:27:00,	678.802,	0x0000,	680.22,	0x0000,	574.393,	0x0000,
	2016-3-27 09:28:00,	680.515,	0x0000,	681.845,	0x0000,	574.501,	0x0000,
	2016-3-27 09:29:00,	683.941,	0x0000,	680.952,	0x0000,	574.626,	0x0000,
	2016-3-27 09:30:00,	680.515,	0x0000,	675.326,	0x0000,	574.948,	0x0000,
	2016-3-27 09:31:00,	670.237,	0x0000,	668.498,	0x0000,	575.164,	0x0000,
	2016-3-27 09:32:00,	665.954,	0x0000,	674.249,	0x0000,	575.379,	0x0000,
	2016-3-27 09:33:00,	669.38,	0x0000,	665.568,	0x0000,	575.379,	0x0000,
	2016-3-27 09:34:00,	667.667,	0x0000,	673.758,	0x0000,	575.486,	0x0000,
	2016-3-27 09:35:00,	669.38,	0x0000,	667.766,	0x0000,	575.486,	0x0000,
	2016-3-27 09:36:00,	671.95,	0x0000,	674.359,	0x0000,	575.594,	0x0000,
	2016-3-27 09:37:00,	677.945,	0x0000,	675.092,	0x0000,	575.582,	0x0000,
	2016-3-27 09:38:00,	677.089,	0x0000,	675.092,	0x0000,	575.475,	0x0000,
	2016-3-27 09:39:00,	676.232,	0x0000,	675.092,	0x0000,	575.475,	0x0000,
	2016-3-27 09:40:00,	676.232,	0x0000,	677.093,	0x0000,	575.582,	0x0000,
	2016-3-27 09:41:00,	681.372,	0x0000,	678.342,	0x0000,	575.708,	0x0000,
	2016-3-27 09:42:00,	677.089,	0x0000,	679.684,	0x0000,	575.923,	0x0000,
	2016-3-27 09:43:00,	681.372,	0x0000,	676.556,	0x0000,	576.03,	0x0000,
	2016-3-27 09:44:00,	678.802,	0x0000,	679.487,	0x0000,	576.138,	0x0000,
	2016-3-27 09:45:00,	678.802,	0x0000,	675.111,	0x0000,	576.138,	0x0000,
	2016-3-27 09:46:00,	672.806,	0x0000,	679.236,	0x0000,	576.03,	0x0000,
	2016-3-27 09:47:00,	683.085,	0x0000,	683.883,	0x0000,	575.69,	0x0000,
	2016-3-27 09:48:00,	684.798,	0x0000,	683.883,	0x0000,	575.582,	0x0000,
	2016-3-27 09:49:00,	683.941,	0x0000,	681.507,	0x0000,	575.482,	0x0000,
	2016-3-27 09:50:00,	676.232,	0x0000,	678.755,	0x0000,	575.374,	0x0000,
	2016-3-27 09:51:00,	677.089,	0x0000,	672.626,	0x0000,	575.266,	0x0000,
	2016-3-27 09:52:00,	672.806,	0x0000,	675.824,	0x0000,	575.159,	0x0000,
	2016-3-27 09:53:00,	676.232,	0x0000,	675.824,	0x0000,	575.051,	0x0000,
	2016-3-27 09:54:00,	676.232,	0x0000,	675.824,	0x0000,	575.051,	0x0000,
	2016-3-27 09:55:00,	670.237,	0x0000,	672.135,	0x0000,	574.944,	0x0000,
	2016-3-27 09:56:00,	672.806,	0x0000,	672.135,	0x0000,	574.944,	0x0000,
	2016-3-27 09:57:00,	667.667,	0x0000,	669.231,	0x0000,	575.052,	0x0000,
	2016-3-27 09:58:00,	668.523,	0x0000,	669.231,	0x0000,	575.052,	0x0000,
	2016-3-27 09:59:00,	670.237,	0x0000,	669.231,	0x0000,	575.166,	0x0000,
	2016-3-27 10:00:00,	672.806,	0x0000,	679.923,	0x0000,	575.166,	0x0000,
	2016-3-27 10:01:00,	676.232,	0x0000,	669.963,	0x0000,	575.273,	0x0000,
	2016-3-27 10:02:00,	671.093,	0x0000,	669.963,	0x0000,	575.381,	0x0000,
	2016-3-27 10:03:00,	671.093,	0x0000,	669.963,	0x0000,	575.488,	0x0000,
	2016-3-27 10:04:00,	670.237,	0x0000,	669.963,	0x0000,	575.703,	0x0000,
	2016-3-27 10:05:00,	670.237,	0x0000,	669.963,	0x0000,	575.954,	0x0000,
	2016-3-27 10:06:00,	669.38,	0x0000,	669.963,	0x0000,	576.276,	0x0000,
	2016-3-27 10:07:00,	670.237,	0x0000,	669.963,	0x0000,	576.527,	0x0000,
	2016-3-27 10:08:00,	671.093,	0x0000,	669.963,	0x0000,	576.742,	0x0000,
	2016-3-27 10:09:00,	671.093,	0x0000,	669.963,	0x0000,	576.85,	0x0000,
	2016-3-27 10:10:00,	671.093,	0x0000,	674.714,	0x0000,	576.964,	0x0000,
	2016-3-27 10:11:00,	681.372,	0x0000,	675.776,	0x0000,	577.197,	0x0000,
	2016-3-27 10:12:00,	678.802,	0x0000,	684.53,	0x0000,	577.52,	0x0000,
	2016-3-27 10:13:00,	681.372,	0x0000,	674.128,	0x0000,	577.842,	0x0000,
	2016-3-27 10:14:00,	671.95,	0x0000,	677.546,	0x0000,	578.201,	0x0000,
	2016-3-27 10:15:00,	674.519,	0x0000,	672.161,	0x0000,	578.416,	0x0000,
	2016-3-27 10:16:00,	675.376,	0x0000,	681.29,	0x0000,	578.649,	0x0000,
	2016-3-27 10:17:00,	686.511,	0x0000,	684.615,	0x0000,	578.756,	0x0000,
	2016-3-27 10:18:00,	687.367,	0x0000,	684.615,	0x0000,	578.864,	0x0000,
	2016-3-27 10:19:00,	685.654,	0x0000,	683.865,	0x0000,	578.864,	0x0000,
	2016-3-27 10:20:00,	678.802,	0x0000,	682.418,	0x0000,	578.864,	0x0000,
	2016-3-27 10:21:00,	683.085,	0x0000,	680.952,	0x0000,	578.756,	0x0000,
	2016-3-27 10:22:00,	681.372,	0x0000,	680.952,	0x0000,	578.649,	0x0000,
	2016-3-27 10:23:00,	680.515,	0x0000,	680.952,	0x0000,	578.434,	0x0000,
	2016-3-27 10:24:00,	680.515,	0x0000,	680.952,	0x0000,	578.308,	0x0000,
	2016-3-27 10:25:00,	680.515,	0x0000,	680.952,	0x0000,	578.093,	0x0000,
	2016-3-27 10:26:00,	678.802,	0x0000,	680.952,	0x0000,	577.885,	0x0000,
	2016-3-27 10:27:00,	682.228,	0x0000,	680.952,	0x0000,	577.652,	0x0000,
	2016-3-27 10:28:00,	681.372,	0x0000,	680.952,	0x0000,	577.652,	0x0000,
	2016-3-27 10:29:00,	682.228,	0x0000,	680.952,	0x0000,	577.759,	0x0000,
	2016-3-27 10:30:00,	681.372,	0x0000,	680.952,	0x0000,	578.01,	0x0000,
	2016-3-27 10:31:00,	674.519,	0x0000,	668.011,	0x0000,	578.333,	0x0000,
	2016-3-27 10:32:00,	665.097,	0x0000,	667.072,	0x0000,	578.44,	0x0000,
	2016-3-27 10:33:00,	664.241,	0x0000,	667.532,	0x0000,	578.333,	0x0000,
	2016-3-27 10:34:00,	671.95,	0x0000,	669.908,	0x0000,	577.885,	0x0000,
	2016-3-27 10:35:00,	665.097,	0x0000,	667.033,	0x0000,	577.222,	0x0000,
	2016-3-27 10:36:00,	671.093,	0x0000,	677.289,	0x0000,	576.397,	0x0000,
	2016-3-27 10:37:00,	679.658,	0x0000,	677.289,	0x0000,	575.932,	0x0000,
	2016-3-27 10:38:00,	677.945,	0x0000,	677.289,	0x0000,	575.573,	0x0000,
	2016-3-27 10:39:00,	673.663,	0x0000,	667.973,	0x0000,	575.573,	0x0000,
	2016-3-27 10:40:00,	664.241,	0x0000,	664.847,	0x0000,	575.687,	0x0000,
	2016-3-27 10:41:00,	662.528,	0x0000,	663.085,	0x0000,	575.687,	0x0000,
	2016-3-27 10:42:00,	656.532,	0x0000,	660.44,	0x0000,	575.58,	0x0000,
	2016-3-27 10:43:00,	663.384,	0x0000,	666.686,	0x0000,	575.472,	0x0000,
	2016-3-27 10:44:00,	659.958,	0x0000,	651.991,	0x0000,	575.58,	0x0000,
	2016-3-27 10:45:00,	651.393,	0x0000,	654.042,	0x0000,	575.58,	0x0000,
	2016-3-27 10:46:00,	650.536,	0x0000,	650.916,	0x0000,	575.687,	0x0000,
	2016-3-27 10:47:00,	653.962,	0x0000,	661.168,	0x0000,	575.58,	0x0000,
	2016-3-27 10:48:00,	652.249,	0x0000,	649.412,	0x0000,	575.132,	0x0000,
	2016-3-27 10:49:00,	657.389,	0x0000,	663.37,	0x0000,	574.755,	0x0000,
	2016-3-27 10:50:00,	658.245,	0x0000,	651.428,	0x0000,	574.648,	0x0000,
	2016-3-27 10:51:00,	646.254,	0x0000,	650.014,	0x0000,	574.863,	0x0000,
	2016-3-27 10:52:00,	650.536,	0x0000,	647.577,	0x0000,	574.655,	0x0000,
	2016-3-27 10:53:00,	640.258,	0x0000,	634.799,	0x0000,	574.44,	0x0000,
	2016-3-27 10:54:00,	634.262,	0x0000,	629.546,	0x0000,	573.848,	0x0000,
	2016-3-27 10:55:00,	623.127,	0x0000,	616.484,	0x0000,	573.168,	0x0000,
	2016-3-27 10:56:00,	621.414,	0x0000,	619.982,	0x0000,	572.379,	0x0000,
	2016-3-27 10:57:00,	617.132,	0x0000,	606.96,	0x0000,	571.806,	0x0000,
	2016-3-27 10:58:00,	609.423,	0x0000,	606.523,	0x0000,	570.946,	0x0000,
	2016-3-27 10:59:00,	600.857,	0x0000,	593.577,	0x0000,	570.391,	0x0000,
	2016-3-27 11:00:00,	599.144,	0x0000,	601.14,	0x0000,	569.71,	0x0000,
	2016-3-27 11:01:00,	600.857,	0x0000,	592.617,	0x0000,	569.162,	0x0000,
	2016-3-27 11:02:00,	593.149,	0x0000,	587.617,	0x0000,	568.553,	0x0000,
	2016-3-27 11:03:00,	590.579,	0x0000,	586.096,	0x0000,	567.854,	0x0000,
	2016-3-27 11:04:00,	583.727,	0x0000,	581.199,	0x0000,	567.371,	0x0000,
	2016-3-27 11:05:00,	577.731,	0x0000,	576.199,	0x0000,	566.654,	0x0000,
	2016-3-27 11:06:00,	575.161,	0x0000,	575.887,	0x0000,	565.992,	0x0000,
	2016-3-27 11:07:00,	582.87,	0x0000,	580.784,	0x0000,	565.425,	0x0000,
	2016-3-27 11:08:00,	582.014,	0x0000,	578.658,	0x0000,	564.888,	0x0000,
	2016-3-27 11:09:00,	577.731,	0x0000,	575.691,	0x0000,	564.19,	0x0000,
	2016-3-27 11:10:00,	575.161,	0x0000,	574.941,	0x0000,	563.706,	0x0000,
	2016-3-27 11:11:00,	577.731,	0x0000,	576.191,	0x0000,	563.33,	0x0000,
	2016-3-27 11:12:00,	577.731,	0x0000,	575.586,	0x0000,	563.115,	0x0000,
	2016-3-27 11:13:00,	573.448,	0x0000,	570.586,	0x0000,	562.793,	0x0000,
	2016-3-27 11:14:00,	568.309,	0x0000,	565.585,	0x0000,	562.453,	0x0000,
	2016-3-27 11:15:00,	566.596,	0x0000,	567.149,	0x0000,	562.137,	0x0000,
	2016-3-27 11:16:00,	564.027,	0x0000,	562.148,	0x0000,	561.672,	0x0000,
	2016-3-27 11:17:00,	558.031,	0x0000,	557.147,	0x0000,	561.099,	0x0000,
	2016-3-27 11:18:00,	552.892,	0x0000,	552.146,	0x0000,	560.436,	0x0000,
	2016-3-27 11:19:00,	549.466,	0x0000,	550.584,	0x0000,	559.774,	0x0000,
	2016-3-27 11:20:00,	548.609,	0x0000,	551.8,	0x0000,	558.986,	0x0000,
	2016-3-27 11:21:00,	552.892,	0x0000,	556.801,	0x0000,	558.18,	0x0000,
	2016-3-27 11:22:00,	558.887,	0x0000,	561.802,	0x0000,	557.571,	0x0000,
	2016-3-27 11:23:00,	562.313,	0x0000,	559.97,	0x0000,	556.891,	0x0000,
	2016-3-27 11:24:00,	555.461,	0x0000,	554.968,	0x0000,	556.229,	0x0000,
	2016-3-27 11:25:00,	552.892,	0x0000,	550.592,	0x0000,	555.645,	0x0000,
	2016-3-27 11:26:00,	549.466,	0x0000,	550.592,	0x0000,	555.43,	0x0000,
	2016-3-27 11:27:00,	548.609,	0x0000,	550.592,	0x0000,	555.215,	0x0000,
	2016-3-27 11:28:00,	549.466,	0x0000,	555.404,	0x0000,	555.215,	0x0000,
	2016-3-27 11:29:00,	558.031,	0x0000,	559.071,	0x0000,	555.34,	0x0000,
	2016-3-27 11:30:00,	554.605,	0x0000,	554.07,	0x0000,	555.555,	0x0000,
	2016-3-27 11:31:00,	550.322,	0x0000,	550.549,	0x0000,	555.662,	0x0000,
	2016-3-27 11:32:00,	546.039,	0x0000,	550.549,	0x0000,	555.77,	0x0000,
	2016-3-27 11:33:00,	546.039,	0x0000,	550.549,	0x0000,	555.985,	0x0000,
	2016-3-27 11:34:00,	546.039,	0x0000,	550.549,	0x0000,	556.092,	0x0000,
	2016-3-27 11:35:00,	549.466,	0x0000,	550.549,	0x0000,	556.414,	0x0000,
	2016-3-27 11:36:00,	546.896,	0x0000,	550.549,	0x0000,	556.647,	0x0000,
	2016-3-27 11:37:00,	550.322,	0x0000,	550.549,	0x0000,	556.869,	0x0000,
	2016-3-27 11:38:00,	550.322,	0x0000,	550.549,	0x0000,	557.101,	0x0000,
	2016-3-27 11:39:00,	551.179,	0x0000,	553.974,	0x0000,	557.334,	0x0000,
	2016-3-27 11:40:00,	550.322,	0x0000,	550.549,	0x0000,	557.656,	0x0000,
	2016-3-27 11:41:00,	554.605,	0x0000,	561.93,	0x0000,	557.656,	0x0000,
	2016-3-27 11:42:00,	562.313,	0x0000,	559.341,	0x0000,	557.889,	0x0000,
	2016-3-27 11:43:00,	560.6,	0x0000,	555.025,	0x0000,	558.122,	0x0000,
	2016-3-27 11:44:00,	552.035,	0x0000,	550.549,	0x0000,	558.229,	0x0000,
	2016-3-27 11:45:00,	550.322,	0x0000,	557.677,	0x0000,	558.122,	0x0000,
	2016-3-27 11:46:00,	556.318,	0x0000,	557.876,	0x0000,	558.229,	0x0000,
	2016-3-27 11:47:00,	556.318,	0x0000,	557.876,	0x0000,	558.229,	0x0000,
	2016-3-27 11:48:00,	556.318,	0x0000,	557.876,	0x0000,	558.014,	0x0000,
	2016-3-27 11:49:00,	556.318,	0x0000,	550.745,	0x0000,	558.014,	0x0000,
	2016-3-27 11:50:00,	554.605,	0x0000,	554.676,	0x0000,	558.128,	0x0000,
	2016-3-27 11:51:00,	554.605,	0x0000,	553.48,	0x0000,	558.236,	0x0000,
	2016-3-27 11:52:00,	553.748,	0x0000,	559.044,	0x0000,	558.343,	0x0000,
	2016-3-27 11:53:00,	556.318,	0x0000,	555.043,	0x0000,	558.451,	0x0000,
	2016-3-27 11:54:00,	562.313,	0x0000,	569.735,	0x0000,	558.451,	0x0000,
	2016-3-27 11:55:00,	572.592,	0x0000,	575.253,	0x0000,	558.451,	0x0000,
	2016-3-27 11:56:00,	575.161,	0x0000,	571.795,	0x0000,	558.451,	0x0000,
	2016-3-27 11:57:00,	573.448,	0x0000,	571.795,	0x0000,	558.343,	0x0000,
	2016-3-27 11:58:00,	574.305,	0x0000,	580.048,	0x0000,	558.343,	0x0000,
	2016-3-27 11:59:00,	582.014,	0x0000,	577.103,	0x0000,	558.565,	0x0000,
	2016-3-27 12:00:00,	572.592,	0x0000,	573.039,	0x0000,	558.78,	0x0000,
	2016-3-27 12:01:00,	581.157,	0x0000,	584.982,	0x0000,	558.78,	0x0000,
	2016-3-27 12:02:00,	588.866,	0x0000,	588.921,	0x0000,	558.887,	0x0000,
	2016-3-27 12:03:00,	593.149,	0x0000,	589.377,	0x0000,	558.78,	0x0000,
	2016-3-27 12:04:00,	594.862,	0x0000,	602.008,	0x0000,	558.565,	0x0000,
	2016-3-27 12:05:00,	603.427,	0x0000,	597.436,	0x0000,	558.332,	0x0000,
	2016-3-27 12:06:00,	598.288,	0x0000,	597.811,	0x0000,	558.01,	0x0000,
	2016-3-27 12:07:00,	605.14,	0x0000,	610.623,	0x0000,	557.688,	0x0000,
	2016-3-27 12:08:00,	615.419,	0x0000,	620.147,	0x0000,	557.473,	0x0000,
	2016-3-27 12:09:00,	621.414,	0x0000,	620.772,	0x0000,	557.372,	0x0000,
	2016-3-27 12:10:00,	629.98,	0x0000,	634.066,	0x0000,	557.247,	0x0000,
	2016-3-27 12:11:00,	635.975,	0x0000,	634.066,	0x0000,	557.247,	0x0000,
	2016-3-27 12:12:00,	636.832,	0x0000,	635.024,	0x0000,	557.462,	0x0000,
	2016-3-27 12:13:00,	637.688,	0x0000,	640.025,	0x0000,	557.784,	0x0000,
	2016-3-27 12:14:00,	641.115,	0x0000,	643.694,	0x0000,	558.321,	0x0000,
	2016-3-27 12:15:00,	640.258,	0x0000,	642.484,	0x0000,	559.008,	0x0000,
	2016-3-27 12:16:00,	637.688,	0x0000,	640.469,	0x0000,	559.599,	0x0000,
	2016-3-27 12:17:00,	640.258,	0x0000,	639.301,	0x0000,	560.172,	0x0000,
	2016-3-27 12:18:00,	636.832,	0x0000,	637.739,	0x0000,	560.942,	0x0000,
	2016-3-27 12:19:00,	637.688,	0x0000,	639.917,	0x0000,	561.532,	0x0000,
	2016-3-27 12:20:00,	642.828,	0x0000,	644.814,	0x0000,	561.98,	0x0000,
	2016-3-27 12:21:00,	647.11,	0x0000,	649.451,	0x0000,	562.338,	0x0000,
	2016-3-27 12:22:00,	648.823,	0x0000,	649.451,	0x0000,	562.553,	0x0000,
	2016-3-27 12:23:00,	649.68,	0x0000,	649.451,	0x0000,	562.66,	0x0000,
	2016-3-27 12:24:00,	654.819,	0x0000,	653.765,	0x0000,	562.768,	0x0000,
	2016-3-27 12:25:00,	650.536,	0x0000,	649.451,	0x0000,	562.875,	0x0000,
	2016-3-27 12:26:00,	653.962,	0x0000,	660.44,	0x0000,	562.875,	0x0000,
	2016-3-27 12:27:00,	659.102,	0x0000,	660.44,	0x0000,	562.983,	0x0000,
	2016-3-27 12:28:00,	662.528,	0x0000,	660.44,	0x0000,	563.09,	0x0000,
	2016-3-27 12:29:00,	662.528,	0x0000,	661.066,	0x0000,	563.323,	0x0000,
	2016-3-27 12:30:00,	666.81,	0x0000,	673.609,	0x0000,	563.645,	0x0000,
	2016-3-27 12:31:00,	675.376,	0x0000,	670.88,	0x0000,	563.967,	0x0000,
	2016-3-27 12:32:00,	668.523,	0x0000,	672.023,	0x0000,	564.326,	0x0000,
	2016-3-27 12:33:00,	672.806,	0x0000,	676.921,	0x0000,	564.218,	0x0000,
	2016-3-27 12:34:00,	672.806,	0x0000,	672.711,	0x0000,	564.003,	0x0000,
	2016-3-27 12:35:00,	664.241,	0x0000,	669.274,	0x0000,	563.538,	0x0000,
	2016-3-27 12:36:00,	667.667,	0x0000,	669.274,	0x0000,	563.054,	0x0000,
	2016-3-27 12:37:00,	667.667,	0x0000,	666.23,	0x0000,	562.607,	0x0000,
	2016-3-27 12:38:00,	657.389,	0x0000,	661.125,	0x0000,	562.273,	0x0000,
	2016-3-27 12:39:00,	653.962,	0x0000,	656.125,	0x0000,	562.022,	0x0000,
	2016-3-27 12:40:00,	648.823,	0x0000,	651.648,	0x0000,	562.022,	0x0000,
	2016-3-27 12:41:00,	648.823,	0x0000,	651.648,	0x0000,	562.022,	0x0000,
	2016-3-27 12:42:00,	650.536,	0x0000,	651.648,	0x0000,	562.13,	0x0000,
