时间,UNIT3:MW数值,UNIT3:MW状态,UNIT3:MWD2数值,UNIT3:MWD2状态,UNIT3:RRHRTEMPT数值,UNIT3:RRHRTEMPT状态,
	2016-3-26 00:00:00,	830.408,	0x0000,	832.329,	0x0000,	596.968,	0x0000,
	2016-3-26 00:01:00,	828.695,	0x0000,	831.183,	0x0000,	597.399,	0x0000,
	2016-3-26 00:02:00,	831.265,	0x0000,	834.531,	0x0000,	598.117,	0x0000,
	2016-3-26 00:03:00,	831.265,	0x0000,	837.448,	0x0000,	598.799,	0x0000,
	2016-3-26 00:04:00,	833.834,	0x0000,	842.448,	0x0000,	599.356,	0x0000,
	2016-3-26 00:05:00,	838.117,	0x0000,	847.24,	0x0000,	599.84,	0x0000,
	2016-3-26 00:06:00,	839.83,	0x0000,	848.711,	0x0000,	600.415,	0x0000,
	2016-3-26 00:07:00,	844.969,	0x0000,	852.357,	0x0000,	600.87,	0x0000,
	2016-3-26 00:08:00,	847.539,	0x0000,	852.611,	0x0000,	601.211,	0x0000,
	2016-3-26 00:09:00,	848.395,	0x0000,	857.611,	0x0000,	601.427,	0x0000,
	2016-3-26 00:10:00,	853.534,	0x0000,	861.52,	0x0000,	601.636,	0x0000,
	2016-3-26 00:11:00,	856.104,	0x0000,	864.103,	0x0000,	601.876,	0x0000,
	2016-3-26 00:12:00,	858.674,	0x0000,	865.02,	0x0000,	602.109,	0x0000,
	2016-3-26 00:13:00,	858.674,	0x0000,	863.987,	0x0000,	602.594,	0x0000,
	2016-3-26 00:14:00,	856.961,	0x0000,	862.904,	0x0000,	603.061,	0x0000,
	2016-3-26 00:15:00,	860.387,	0x0000,	859.3,	0x0000,	603.653,	0x0000,
	2016-3-26 00:16:00,	854.391,	0x0000,	857.154,	0x0000,	604.389,	0x0000,
	2016-3-26 00:17:00,	858.674,	0x0000,	862.156,	0x0000,	604.91,	0x0000,
	2016-3-26 00:18:00,	860.387,	0x0000,	859.707,	0x0000,	605.233,	0x0000,
	2016-3-26 00:19:00,	859.53,	0x0000,	859.707,	0x0000,	605.449,	0x0000,
	2016-3-26 00:20:00,	859.53,	0x0000,	859.707,	0x0000,	605.664,	0x0000,
	2016-3-26 00:21:00,	861.243,	0x0000,	863.312,	0x0000,	605.664,	0x0000,
	2016-3-26 00:22:00,	862.1,	0x0000,	858.974,	0x0000,	605.664,	0x0000,
	2016-3-26 00:23:00,	860.387,	0x0000,	861.766,	0x0000,	605.988,	0x0000,
	2016-3-26 00:24:00,	861.243,	0x0000,	861.172,	0x0000,	606.096,	0x0000,
	2016-3-26 00:25:00,	862.956,	0x0000,	865.527,	0x0000,	605.88,	0x0000,
	2016-3-26 00:26:00,	868.952,	0x0000,	870.528,	0x0000,	605.305,	0x0000,
	2016-3-26 00:27:00,	874.948,	0x0000,	874.359,	0x0000,	604.569,	0x0000,
	2016-3-26 00:28:00,	874.091,	0x0000,	874.359,	0x0000,	604.138,	0x0000,
	2016-3-26 00:29:00,	872.378,	0x0000,	872.025,	0x0000,	603.689,	0x0000,
	2016-3-26 00:30:00,	865.526,	0x0000,	871.171,	0x0000,	603.078,	0x0000,
	2016-3-26 00:31:00,	873.235,	0x0000,	876.171,	0x0000,	602.414,	0x0000,
	2016-3-26 00:32:00,	873.235,	0x0000,	878.755,	0x0000,	602.037,	0x0000,
	2016-3-26 00:33:00,	870.665,	0x0000,	878.755,	0x0000,	601.696,	0x0000,
	2016-3-26 00:34:00,	872.378,	0x0000,	878.755,	0x0000,	601.373,	0x0000,
	2016-3-26 00:35:00,	872.378,	0x0000,	879.401,	0x0000,	601.157,	0x0000,
	2016-3-26 00:36:00,	874.091,	0x0000,	880.693,	0x0000,	601.157,	0x0000,
	2016-3-26 00:37:00,	873.235,	0x0000,	875.588,	0x0000,	601.552,	0x0000,
	2016-3-26 00:38:00,	872.378,	0x0000,	875.106,	0x0000,	601.911,	0x0000,
	2016-3-26 00:39:00,	876.661,	0x0000,	874.689,	0x0000,	602.396,	0x0000,
	2016-3-26 00:40:00,	874.091,	0x0000,	873.626,	0x0000,	603.078,	0x0000,
	2016-3-26 00:41:00,	874.948,	0x0000,	873.626,	0x0000,	603.761,	0x0000,
	2016-3-26 00:42:00,	874.948,	0x0000,	876.876,	0x0000,	604.443,	0x0000,
	2016-3-26 00:43:00,	876.661,	0x0000,	873.646,	0x0000,	604.892,	0x0000,
	2016-3-26 00:44:00,	875.804,	0x0000,	876.732,	0x0000,	605.215,	0x0000,
	2016-3-26 00:45:00,	875.804,	0x0000,	873.848,	0x0000,	605.431,	0x0000,
	2016-3-26 00:46:00,	873.235,	0x0000,	873.577,	0x0000,	605.539,	0x0000,
	2016-3-26 00:47:00,	874.091,	0x0000,	873.577,	0x0000,	605.323,	0x0000,
	2016-3-26 00:48:00,	874.091,	0x0000,	873.577,	0x0000,	605.215,	0x0000,
	2016-3-26 00:49:00,	873.235,	0x0000,	873.577,	0x0000,	605.215,	0x0000,
	2016-3-26 00:50:00,	872.378,	0x0000,	873.577,	0x0000,	604.892,	0x0000,
	2016-3-26 00:51:00,	872.378,	0x0000,	870.73,	0x0000,	604.784,	0x0000,
	2016-3-26 00:52:00,	869.809,	0x0000,	870.73,	0x0000,	604.784,	0x0000,
	2016-3-26 00:53:00,	870.665,	0x0000,	870.73,	0x0000,	604.899,	0x0000,
	2016-3-26 00:54:00,	869.809,	0x0000,	870.73,	0x0000,	604.784,	0x0000,
	2016-3-26 00:55:00,	870.665,	0x0000,	870.73,	0x0000,	604.504,	0x0000,
	2016-3-26 00:56:00,	870.665,	0x0000,	868.779,	0x0000,	604.396,	0x0000,
	2016-3-26 00:57:00,	868.096,	0x0000,	869.582,	0x0000,	604.396,	0x0000,
	2016-3-26 00:58:00,	869.809,	0x0000,	868.54,	0x0000,	604.629,	0x0000,
	2016-3-26 00:59:00,	868.952,	0x0000,	869.936,	0x0000,	604.629,	0x0000,
	2016-3-26 01:00:00,	868.952,	0x0000,	868.269,	0x0000,	604.737,	0x0000,
	2016-3-26 01:01:00,	865.526,	0x0000,	865.393,	0x0000,	604.737,	0x0000,
	2016-3-26 01:02:00,	863.813,	0x0000,	862.435,	0x0000,	604.971,	0x0000,
	2016-3-26 01:03:00,	859.53,	0x0000,	857.435,	0x0000,	605.204,	0x0000,
	2016-3-26 01:04:00,	855.247,	0x0000,	857.935,	0x0000,	605.204,	0x0000,
	2016-3-26 01:05:00,	860.387,	0x0000,	862.832,	0x0000,	605.096,	0x0000,
	2016-3-26 01:06:00,	864.669,	0x0000,	864.811,	0x0000,	605.204,	0x0000,
	2016-3-26 01:07:00,	864.669,	0x0000,	864.648,	0x0000,	605.204,	0x0000,
	2016-3-26 01:08:00,	862.956,	0x0000,	859.751,	0x0000,	605.096,	0x0000,
	2016-3-26 01:09:00,	854.391,	0x0000,	854.647,	0x0000,	605.096,	0x0000,
	2016-3-26 01:10:00,	850.108,	0x0000,	849.646,	0x0000,	605.096,	0x0000,
	2016-3-26 01:11:00,	850.108,	0x0000,	851.764,	0x0000,	605.096,	0x0000,
	2016-3-26 01:12:00,	850.108,	0x0000,	848.952,	0x0000,	605.096,	0x0000,
	2016-3-26 01:13:00,	847.539,	0x0000,	849.801,	0x0000,	604.989,	0x0000,
	2016-3-26 01:14:00,	851.821,	0x0000,	854.802,	0x0000,	604.863,	0x0000,
	2016-3-26 01:15:00,	857.817,	0x0000,	856.777,	0x0000,	604.611,	0x0000,
	2016-3-26 01:16:00,	856.104,	0x0000,	856.777,	0x0000,	604.378,	0x0000,
	2016-3-26 01:17:00,	856.104,	0x0000,	855.214,	0x0000,	604.486,	0x0000,
	2016-3-26 01:18:00,	856.961,	0x0000,	856.026,	0x0000,	604.809,	0x0000,
	2016-3-26 01:19:00,	856.104,	0x0000,	856.044,	0x0000,	605.024,	0x0000,
	2016-3-26 01:20:00,	856.104,	0x0000,	856.044,	0x0000,	605.366,	0x0000,
	2016-3-26 01:21:00,	854.391,	0x0000,	852.377,	0x0000,	605.599,	0x0000,
	2016-3-26 01:22:00,	852.678,	0x0000,	853.107,	0x0000,	605.833,	0x0000,
	2016-3-26 01:23:00,	851.821,	0x0000,	853.107,	0x0000,	605.833,	0x0000,
	2016-3-26 01:24:00,	853.534,	0x0000,	853.107,	0x0000,	605.725,	0x0000,
	2016-3-26 01:25:00,	856.104,	0x0000,	854.489,	0x0000,	605.491,	0x0000,
	2016-3-26 01:26:00,	853.534,	0x0000,	852.406,	0x0000,	605.384,	0x0000,
	2016-3-26 01:27:00,	851.821,	0x0000,	852.406,	0x0000,	605.168,	0x0000,
	2016-3-26 01:28:00,	852.678,	0x0000,	852.406,	0x0000,	604.953,	0x0000,
	2016-3-26 01:29:00,	852.678,	0x0000,	852.406,	0x0000,	604.719,	0x0000,
	2016-3-26 01:30:00,	850.965,	0x0000,	852.406,	0x0000,	604.504,	0x0000,
	2016-3-26 01:31:00,	852.678,	0x0000,	852.406,	0x0000,	604.162,	0x0000,
	2016-3-26 01:32:00,	848.395,	0x0000,	852.406,	0x0000,	603.731,	0x0000,
	2016-3-26 01:33:00,	848.395,	0x0000,	847.609,	0x0000,	603.516,	0x0000,
	2016-3-26 01:34:00,	844.113,	0x0000,	842.505,	0x0000,	603.408,	0x0000,
	2016-3-26 01:35:00,	837.26,	0x0000,	837.608,	0x0000,	603.408,	0x0000,
	2016-3-26 01:36:00,	834.691,	0x0000,	836.264,	0x0000,	603.534,	0x0000,
	2016-3-26 01:37:00,	838.117,	0x0000,	838.285,	0x0000,	603.642,	0x0000,
	2016-3-26 01:38:00,	834.691,	0x0000,	833.388,	0x0000,	603.767,	0x0000,
	2016-3-26 01:39:00,	832.978,	0x0000,	833.979,	0x0000,	603.875,	0x0000,
	2016-3-26 01:40:00,	831.265,	0x0000,	832.827,	0x0000,	603.983,	0x0000,
	2016-3-26 01:41:00,	832.978,	0x0000,	832.743,	0x0000,	603.983,	0x0000,
	2016-3-26 01:42:00,	829.552,	0x0000,	829.67,	0x0000,	603.875,	0x0000,
	2016-3-26 01:43:00,	828.695,	0x0000,	829.67,	0x0000,	603.642,	0x0000,
	2016-3-26 01:44:00,	832.978,	0x0000,	833.608,	0x0000,	603.785,	0x0000,
	2016-3-26 01:45:00,	837.26,	0x0000,	838.608,	0x0000,	604.001,	0x0000,
	2016-3-26 01:46:00,	841.543,	0x0000,	842.125,	0x0000,	604.252,	0x0000,
	2016-3-26 01:47:00,	840.687,	0x0000,	839.437,	0x0000,	604.468,	0x0000,
	2016-3-26 01:48:00,	837.26,	0x0000,	834.435,	0x0000,	604.468,	0x0000,
	2016-3-26 01:49:00,	830.408,	0x0000,	829.435,	0x0000,	604.468,	0x0000,
	2016-3-26 01:50:00,	826.982,	0x0000,	830.854,	0x0000,	604.079,	0x0000,
	2016-3-26 01:51:00,	829.552,	0x0000,	828.729,	0x0000,	603.523,	0x0000,
	2016-3-26 01:52:00,	826.125,	0x0000,	828.077,	0x0000,	602.858,	0x0000,
	2016-3-26 01:53:00,	830.408,	0x0000,	829.368,	0x0000,	602.158,	0x0000,
	2016-3-26 01:54:00,	828.695,	0x0000,	828.223,	0x0000,	601.781,	0x0000,
	2016-3-26 01:55:00,	827.839,	0x0000,	828.223,	0x0000,	601.565,	0x0000,
	2016-3-26 01:56:00,	828.695,	0x0000,	828.223,	0x0000,	601.799,	0x0000,
	2016-3-26 01:57:00,	827.839,	0x0000,	828.223,	0x0000,	602.248,	0x0000,
	2016-3-26 01:58:00,	828.695,	0x0000,	828.223,	0x0000,	602.571,	0x0000,
	2016-3-26 01:59:00,	827.839,	0x0000,	828.223,	0x0000,	602.786,	0x0000,
	2016-3-26 02:00:00,	828.695,	0x0000,	828.223,	0x0000,	602.894,	0x0000,
	2016-3-26 02:01:00,	827.839,	0x0000,	828.223,	0x0000,	602.768,	0x0000,
	2016-3-26 02:02:00,	826.982,	0x0000,	828.223,	0x0000,	602.445,	0x0000,
	2016-3-26 02:03:00,	825.269,	0x0000,	825.85,	0x0000,	601.889,	0x0000,
	2016-3-26 02:04:00,	826.982,	0x0000,	827.348,	0x0000,	601.332,	0x0000,
	2016-3-26 02:05:00,	823.556,	0x0000,	825.244,	0x0000,	600.47,	0x0000,
	2016-3-26 02:06:00,	824.412,	0x0000,	825.244,	0x0000,	599.77,	0x0000,
	2016-3-26 02:07:00,	824.412,	0x0000,	825.244,	0x0000,	599.214,	0x0000,
	2016-3-26 02:08:00,	825.269,	0x0000,	823.025,	0x0000,	598.998,	0x0000,
	2016-3-26 02:09:00,	819.273,	0x0000,	817.919,	0x0000,	598.998,	0x0000,
