时间,UNIT3:LAE21CG101XQ01数值,UNIT3:LAE21CG101XQ01状态,UNIT3:LAE22CG101XQ01数值,UNIT3:LAE22CG101XQ01状态,UNIT3:LAE23CG101XQ01数值,UNIT3:LAE23CG101XQ01状态,UNIT3:LAE24CG101XQ01数值,UNIT3:LAE24CG101XQ01状态,UNIT3:LAE11CG101XQ01数值,UNIT3:LAE11CG101XQ01状态,UNIT3:LAE12CG101XQ01数值,UNIT3:LAE12CG101XQ01状态,UNIT3:LAE13CG101XQ01数值,UNIT3:LAE13CG101XQ01状态,UNIT3:LAE14CG101XQ01数值,UNIT3:LAE14CG101XQ01状态,
	2016-3-27 09:20:00,	0.396825,	0x0000,	2.65568,	0x0000,	3.26618,	0x0000,	-1.12943,	0x1200,	-1.61783,	0x1300,	4.54823,	0x0000,	-0.0305248,	0x0200,	3.75458,	0x0000,
	2016-3-27 09:21:00,	0.396825,	0x0000,	2.65568,	0x0000,	0.213675,	0x0000,	-1.43468,	0x1300,	-1.55678,	0x1300,	3.75458,	0x0000,	-0.0305248,	0x0200,	3.14408,	0x0000,
	2016-3-27 09:22:00,	0.396825,	0x0000,	2.65568,	0x0000,	0.213675,	0x0000,	-1.49573,	0x1300,	-1.61783,	0x1300,	2.10623,	0x0000,	-0.0305248,	0x0200,	1.43468,	0x0000,
	2016-3-27 09:23:00,	0.396825,	0x0000,	2.65568,	0x0000,	0.091576,	0x0000,	-1.55678,	0x1300,	-1.55678,	0x1300,	2.10623,	0x0000,	-0.0305248,	0x0200,	0.885227,	0x0000,
	2016-3-27 09:24:00,	0.396825,	0x0000,	2.65568,	0x0000,	0.457875,	0x0000,	-1.49573,	0x1300,	-1.55678,	0x1300,	3.02198,	0x0000,	0.0305256,	0x0000,	2.47253,	0x0000,
	2016-3-27 09:25:00,	0.518926,	0x0000,	2.77778,	0x0000,	3.20513,	0x0000,	-1.49573,	0x1300,	3.75458,	0x0000,	5.34188,	0x0000,	2.59463,	0x0000,	4.67033,	0x0000,
	2016-3-27 09:26:00,	0.396825,	0x0000,	2.77778,	0x0000,	6.07448,	0x0000,	3.32723,	0x0000,	5.70818,	0x0000,	7.72283,	0x0000,	4.67033,	0x0000,	6.62393,	0x0000,
	2016-3-27 09:27:00,	0.396825,	0x0000,	2.83883,	0x0000,	8.88279,	0x0000,	3.44933,	0x0000,	6.80708,	0x0000,	9.49328,	0x0000,	5.95238,	0x0000,	8.69963,	0x0000,
	2016-3-27 09:28:00,	3.20513,	0x0000,	2.59463,	0x0000,	16.5751,	0x0000,	3.44933,	0x0000,	11.8742,	0x0000,	12.79,	0x0000,	11.0195,	0x0000,	12.0574,	0x0000,
	2016-3-27 09:29:00,	4.05983,	0x0000,	2.71673,	0x0000,	20.5433,	0x0000,	4.67033,	0x0000,	13.7668,	0x0000,	14.6825,	0x0000,	12.9731,	0x0000,	13.8278,	0x0000,
