startDate,endDate,MWStd,MW,MSP,THRTEMP,YRHRPRS,RRHRPRS,YRHRTEMPT,RRHRTEMPT,MWD2,HHA11,HHA31,HHA51,HHA71,HHA81,HNA01A,HNA01B,HNA02A,HNA02B,LAE11,LAE12,LAE13,LAE14,LAE21,LAE22,LAE23,LAE24,TOTALCOAL,TAF,O2,FWFLOW,A09M210SHH
2016-03-11 04:28:00,2016-03-11 04:55:00,4.173659251141956,852.3107499999999,27.88898928571428,598.2688214285714,8.775673214285717,2.6011717857142855,593.7320714285715,596.4057499999999,852.2498571428572,80,80,80,80,80,100,100,70,70,13.9641,1.4532,0.0,27.805,4.394,20.8922,4.6022,20.0686,292.5335,2972.0664,3.238,2132.1125,2737.4768
2016-03-11 05:03:00,2016-03-11 05:09:00,3.452403380551114,857.3275714285713,28.463285714285718,600.9641428571429,8.74771,2.56258,596.8299999999999,597.7061428571429,859.004,80,80,80,80,80,100,100,70,70,14.059,7.7926,0.6672,83.1109,3.7241,12.5894,4.4218,12.2275,259.9464,2652.45,2.6186,1894.06,2435.0886
2016-03-11 19:07:00,2016-03-11 20:56:00,21.547448818039527,831.3347181818181,27.41414272727273,592.5319272727273,9.10335772727273,3.006719999999999,580.3868454545454,580.4181000000001,831.1022,90,90,90,90,90,100,100,100,100,9.9134,1.9814,0.0957,10.971,9.3488,14.243,9.3314,11.1708,279.0136,3021.795,2.9698,2174.7918,2830.8633
2016-03-11 21:28:00,2016-03-12 00:19:00,22.742702932111982,789.374238372093,25.87641686046512,599.0905058139535,8.27381,3.00672,586.2131976744186,584.3213430232558,789.1161395348835,90,90,90,90,90,100,100,100,100,1.7928,1.6271,0.1195,35.3933,23.904,44.5101,24.3807,47.8354,278.3443,2767.5813,2.3202,2009.3413,2840.0015
2016-03-12 01:31:00,2016-03-12 02:39:00,5.224317297177889,851.5482318840579,27.93243623188406,602.4274637681162,9.006409999999997,2.6282099999999993,597.1142028985508,596.2257391304347,851.7980144927536,85,85,85,85,85,100,100,68,68,23.518,0.9737,1.4681,13.4012,12.506,32.6092,13.4146,38.2819,298.5209,2959.2196,3.252,2153.0647,2803.2393
2016-03-12 02:41:00,2016-03-12 05:50:00,11.906306995441335,823.0915368421053,26.977407368421048,601.7967526315789,9.00641,2.62821,596.4871578947369,595.1556052631579,823.1655526315791,85,85,85,85,85,100,100,68,68,14.1193,1.0096,0.0881,8.0535,9.8458,24.874,10.4796,30.7463,293.7544,2908.564,3.3805,2104.108,2836.7166
2016-03-12 08:15:00,2016-03-12 09:36:00,4.835623185367997,852.7405243902441,28.015052439024387,599.6493414634147,8.891078048780487,2.84799,597.193756097561,596.5586707317074,852.577792682927,85,85,85,85,85,100,100,75,75,12.0313,2.6185,0.5094,20.7377,10.4593,15.3872,10.8304,21.1252,306.8955,2982.3813,3.2416,2180.0567,2785.5213
2016-03-12 09:39:00,2016-03-12 09:46:00,1.0489429724132078,860.815125,28.4348375,600.78575,8.75687,2.8479900000000002,597.161375,600.099125,861.0695000000001,85,85,85,85,85,100,100,80,80,74.8054,30.7425,11.8437,86.5194,19.0705,35.1,19.681,39.5719,272.8832,2673.0781,2.7871,1896.0475,2493.5106
2016-03-12 10:56:00,2016-03-12 11:11:00,18.924303524894764,822.5388125,27.5076375,600.7211875,8.75687,2.8479900000000002,594.0480625,595.5623125,822.98625,85,85,85,85,85,100,100,70,70,69.3758,8.7378,17.1007,86.6835,41.8021,46.524,42.2295,51.1237,254.2628,2737.0587,3.4982,1897.2028,2727.5162
2016-03-12 11:13:00,2016-03-12 11:24:00,10.161740042310672,788.86625,26.08516666666667,598.275,8.756869999999997,2.84799,590.7805833333333,590.57525,788.0770000000001,85,85,85,80,80,100,100,70,70,46.9297,1.1243,2.3275,80.8939,38.9143,55.8023,39.2883,60.2589,244.9458,2565.5925,3.3102,1790.7321,2659.9546
2016-03-12 12:20:00,2016-03-12 21:03:00,21.361509662504492,820.7688625954199,26.952914694656485,597.7288988549619,8.32993419847328,2.5340198473282443,591.4815725190839,594.1038797709923,820.885282442748,85,85,85,75,75,100,100,70,70,41.2232,1.5985,3.3854,74.8685,11.5044,25.3116,11.7629,30.8176,292.8251,2938.7578,3.4169,2101.2771,2842.3275
2016-03-12 23:16:00,2016-03-13 00:13:00,7.849157172352325,848.1885517241379,27.810517241379305,595.7932586206897,9.317769999999998,2.43742,589.7146379310345,593.2482586206896,848.3664655172414,85,85,85,75,75,100,100,72,72,20.6391,1.4047,0.8752,46.6265,1.1081,5.3703,1.2497,11.4069,301.1273,2912.3841,3.2162,2177.4508,2752.8375
2016-03-13 00:17:00,2016-03-13 00:23:00,1.2113749482741372,861.2431428571429,28.087385714285713,596.3852857142857,9.317769999999998,2.43742,592.1007142857143,594.7425714285715,862.1862857142858,85,85,85,80,80,100,100,72,72,2.285,1.1251,0.0,46.712,0.0,0.0262,0.0,5.0846,270.6699,2603.2471,2.8555,1926.1386,2394.3364
2016-03-13 00:54:00,2016-03-13 06:09:00,14.31058011992564,822.6234620253164,27.12786265822784,598.4076582278482,8.512109746835444,2.4529670253164557,592.5738670886076,594.0221455696203,822.4903481012659,85,85,85,80,80,100,100,70,71,40.8826,1.6311,1.5511,77.3997,29.054,34.2127,29.4177,43.9991,289.556,2895.272,3.3945,2080.3984,2847.6887
2016-03-13 08:06:00,2016-03-13 09:54:00,17.925033384549643,832.5690825688073,27.45947981651376,600.9455596330274,8.432721743119266,2.470294495412843,594.0575963302753,596.9350091743119,832.5313394495416,90,90,90,90,90,100,100,75,75,11.6074,3.5258,4.2052,45.8721,16.2255,28.3348,16.8866,38.5825,278.8779,2982.6837,3.3794,2112.4994,2838.6956
2016-03-13 12:01:00,2016-03-13 12:37:00,16.221803459809212,833.4175675675675,27.127675675675675,600.8140540540542,8.45238,2.4793999999999996,592.9865135135135,590.6647567567567,833.7895405405407,90,90,90,90,90,100,100,76,76,5.9268,4.8131,5.7548,45.7941,44.1017,50.0157,44.1235,58.5569,273.6572,2946.1627,3.1639,2007.4146,2790.7511
2016-03-13 16:59:00,2016-03-13 18:08:00,9.35296315609036,838.8510285714286,27.589572857142855,601.3057000000002,9.068219999999998,2.6488099999999997,594.5943571428572,593.3718714285712,839.1735285714285,90,90,90,90,90,100,100,70,70,5.0266,4.7414,6.4796,47.9631,5.2019,24.205,6.165,34.8696,271.9814,3004.9858,3.4272,2133.9347,2815.7584
2016-03-13 20:40:00,2016-03-13 20:59:00,5.8664763538260205,856.7037,28.10805,601.7061500000002,9.06822,2.648809999999999,594.8921999999999,593.85515,857.62225,90,90,90,90,90,100,100,70,70,2.2329,12.4573,1.4324,80.026,0.2854,7.2192,0.7318,18.0311,274.6978,2921.814,3.1497,2113.7475,2688.8095
2016-03-13 22:30:00,2016-03-14 06:03:00,21.498563324954674,803.3103788546256,26.40537533039648,602.7300748898679,8.35466002202643,2.6640308590308366,593.7829493392071,593.5984559471366,803.4309625550661,90,90,90,90,90,100,100,85,85,10.5537,5.2669,17.184,38.1641,34.1371,51.1742,34.8008,60.0693,269.9793,2873.0732,3.282,2017.7379,2868.6568
2016-03-15 02:02:00,2016-03-15 02:08:00,1.7731234633624606,859.5304285714285,28.42055714285714,597.1494285714286,9.31319,2.7182500000000003,591.2772857142857,589.7364285714285,860.3950000000002,85,85,85,85,85,100,100,81,81,0.5494,0.9157,0.0,0.0654,0.0,0.7261,0.0,1.8053,247.8844,2694.4793,2.6964,1927.5807,2424.2093
