date,MWValue,MWState,SELMWValue,SELMWState
2016-2-21 13:00:00,713.063,0x0000, 713.063,0x0000,
2016-2-21 13:05:00,715.633,0x0000, 715.633,0x0000,
2016-2-21 13:10:00,714.776,0x0000, 714.776,0x0000,
2016-2-21 13:15:00,724.198,0x0000, 724.198,0x0000,
2016-2-21 13:20:00,737.046,0x0000, 737.046,0x0000,
2016-2-21 13:25:00,755.033,0x0000, 755.033,0x0000,
2016-2-21 13:30:00,757.603,0x0000, 757.603,0x0000,
2016-2-21 13:35:00,750.751,0x0000, 750.751,0x0000,
2016-2-21 13:40:00,744.755,0x0000, 744.755,0x0000,
2016-2-21 13:45:00,743.042,0x0000, 743.042,0x0000,
2016-2-21 13:50:00,743.042,0x0000, 743.042,0x0000,
2016-2-21 13:55:00,740.472,0x0000, 740.472,0x0000,
2016-2-21 14:00:00,758.459,0x0000, 758.459,0x0000,
2016-2-21 14:05:00,750.751,0x0000, 750.751,0x0000,
2016-2-21 14:10:00,746.468,0x0000, 746.468,0x0000,
2016-2-21 14:15:00,743.042,0x0000, 743.042,0x0000,
2016-2-21 14:20:00,745.611,0x0000, 745.611,0x0000,
2016-2-21 14:25:00,749.894,0x0000, 749.894,0x0000,
2016-2-21 14:30:00,749.894,0x0000, 749.894,0x0000,
2016-2-21 14:35:00,750.751,0x0000, 750.751,0x0000,
2016-2-21 14:40:00,754.177,0x0000, 754.177,0x0000,
2016-2-21 14:45:00,754.177,0x0000, 754.177,0x0000,
2016-2-21 14:50:00,755.89, 0x0000, 755.89, 0x0000,
2016-2-21 14:55:00,756.746,0x0000, 756.746,0x0000,
2016-2-21 15:00:00,752.464,0x0000, 752.464,0x0000,
2016-2-21 15:05:00,748.181,0x0000, 748.181,0x0000,
2016-2-21 15:10:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 15:15:00,747.325,0x0000, 747.325,0x0000,
2016-2-21 15:20:00,756.746,0x0000, 756.746,0x0000,
2016-2-21 15:25:00,749.894,0x0000, 749.894,0x0000,
2016-2-21 15:30:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 15:35:00,745.611,0x0000, 745.611,0x0000,
2016-2-21 15:40:00,734.477,0x0000, 734.477,0x0000,
2016-2-21 15:45:00,743.042,0x0000, 743.042,0x0000,
2016-2-21 15:50:00,743.898,0x0000, 743.898,0x0000,
2016-2-21 15:55:00,735.333,0x0000, 735.333,0x0000,
2016-2-21 16:00:00,743.042,0x0000, 743.042,0x0000,
2016-2-21 16:05:00,748.181,0x0000, 748.181,0x0000,
2016-2-21 16:10:00,737.903,0x0000, 737.903,0x0000,
2016-2-21 16:15:00,756.746,0x0000, 756.746,0x0000,
2016-2-21 16:20:00,761.029,0x0000, 761.029,0x0000,
2016-2-21 16:25:00,752.464,0x0000, 752.464,0x0000,
2016-2-21 16:30:00,755.033,0x0000, 755.033,0x0000,
2016-2-21 16:35:00,767.025,0x0000, 767.025,0x0000,
2016-2-21 16:40:00,746.468,0x0000, 746.468,0x0000,
2016-2-21 16:45:00,757.603,0x0000, 757.603,0x0000,
2016-2-21 16:50:00,766.168,0x0000, 766.168,0x0000,
2016-2-21 16:55:00,753.32, 0x0000, 753.32, 0x0000,
2016-2-21 17:00:00,723.342,0x0000, 723.342,0x0000,
2016-2-21 17:05:00,716.489,0x0000, 716.489,0x0000,
2016-2-21 17:10:00,725.055,0x0000, 725.055,0x0000,
2016-2-21 17:15:00,715.633,0x0000, 715.633,0x0000,
2016-2-21 17:20:00,732.763,0x0000, 732.763,0x0000,
2016-2-21 17:25:00,737.046,0x0000, 737.046,0x0000,
2016-2-21 17:30:00,731.907,0x0000, 731.907,0x0000,
2016-2-21 17:35:00,737.046,0x0000, 737.046,0x0000,
2016-2-21 17:40:00,731.907,0x0000, 731.907,0x0000,
2016-2-21 17:45:00,738.759,0x0000, 738.759,0x0000,
2016-2-21 17:50:00,743.042,0x0000, 743.042,0x0000,
2016-2-21 17:55:00,763.599,0x0000, 763.599,0x0000,
2016-2-21 18:00:00,753.32, 0x0000, 753.32, 0x0000,
2016-2-21 18:05:00,779.016,0x0000, 779.016,0x0000,
2016-2-21 18:10:00,765.312,0x0000, 765.312,0x0000,
2016-2-21 18:15:00,754.177,0x0000, 754.177,0x0000,
2016-2-21 18:20:00,766.168,0x0000, 766.168,0x0000,
2016-2-21 18:25:00,759.316,0x0000, 759.316,0x0000,
2016-2-21 18:30:00,763.599,0x0000, 763.599,0x0000,
2016-2-21 18:35:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 18:40:00,762.742,0x0000, 762.742,0x0000,
2016-2-21 18:45:00,766.168,0x0000, 766.168,0x0000,
2016-2-21 18:50:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 18:55:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 19:00:00,758.459,0x0000, 758.459,0x0000,
2016-2-21 19:05:00,762.742,0x0000, 762.742,0x0000,
2016-2-21 19:10:00,762.742,0x0000, 762.742,0x0000,
2016-2-21 19:15:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 19:20:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 19:25:00,761.029,0x0000, 761.029,0x0000,
2016-2-21 19:30:00,763.599,0x0000, 763.599,0x0000,
2016-2-21 19:35:00,761.885,0x0000, 761.885,0x0000,
2016-2-21 19:40:00,753.32, 0x0000, 753.32, 0x0000,
2016-2-21 19:45:00,757.603,0x0000, 757.603,0x0000,
2016-2-21 19:50:00,742.185,0x0000, 742.185,0x0000,
2016-2-21 19:55:00,747.325,0x0000, 747.325,0x0000,
2016-2-21 20:00:00,743.898,0x0000, 743.898,0x0000,
2016-2-21 20:05:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 20:10:00,726.768,0x0000, 726.768,0x0000,
2016-2-21 20:15:00,728.481,0x0000, 728.481,0x0000,
2016-2-21 20:20:00,737.046,0x0000, 737.046,0x0000,
2016-2-21 20:25:00,748.181,0x0000, 748.181,0x0000,
2016-2-21 20:30:00,758.459,0x0000, 758.459,0x0000,
2016-2-21 20:35:00,746.468,0x0000, 746.468,0x0000,
2016-2-21 20:40:00,743.898,0x0000, 743.898,0x0000,
2016-2-21 20:45:00,742.185,0x0000, 742.185,0x0000,
2016-2-21 20:50:00,742.185,0x0000, 742.185,0x0000,
2016-2-21 20:55:00,729.337,0x0000, 729.337,0x0000,
2016-2-21 21:00:00,734.477,0x0000, 734.477,0x0000,
2016-2-21 21:05:00,760.172,0x0000, 760.172,0x0000,
2016-2-21 21:10:00,753.32, 0x0000, 753.32, 0x0000,
2016-2-21 21:15:00,760.172,0x0000, 760.172,0x0000,
2016-2-21 21:20:00,754.177,0x0000, 754.177,0x0000,
2016-2-21 21:25:00,761.885,0x0000, 761.885,0x0000,
2016-2-21 21:30:00,748.181,0x0000, 748.181,0x0000,
2016-2-21 21:35:00,751.607,0x0000, 751.607,0x0000,
2016-2-21 21:40:00,739.616,0x0000, 739.616,0x0000,
2016-2-21 21:45:00,728.481,0x0000, 728.481,0x0000,
2016-2-21 21:50:00,729.337,0x0000, 729.337,0x0000,
2016-2-21 21:55:00,734.477,0x0000, 734.477,0x0000,
2016-2-21 22:00:00,721.628,0x0000, 721.628,0x0000,
2016-2-21 22:05:00,713.063,0x0000, 713.063,0x0000,
2016-2-21 22:10:00,709.637,0x0000, 709.637,0x0000,
2016-2-21 22:15:00,690.793,0x0000, 690.793,0x0000,
2016-2-21 22:20:00,681.372,0x0000, 681.372,0x0000,
2016-2-21 22:25:00,677.945,0x0000, 677.945,0x0000,
2016-2-21 22:30:00,654.819,0x0000, 654.819,0x0000,
2016-2-21 22:35:00,649.68, 0x0000, 649.68, 0x0000,
2016-2-21 22:40:00,661.671,0x0000, 661.671,0x0000,
2016-2-21 22:45:00,643.684,0x0000, 643.684,0x0000,
2016-2-21 22:50:00,636.832,0x0000, 636.832,0x0000,
2016-2-21 22:55:00,627.41, 0x0000, 627.41, 0x0000,
2016-2-21 23:00:00,621.414,0x0000, 621.414,0x0000,
2016-2-21 23:05:00,634.262,0x0000, 634.262,0x0000,
2016-2-21 23:10:00,612.849,0x0000, 612.849,0x0000,
2016-2-21 23:15:00,614.562,0x0000, 614.562,0x0000,
2016-2-21 23:20:00,597.431,0x0000, 597.431,0x0000,
2016-2-21 23:25:00,576.875,0x0000, 576.875,0x0000,
2016-2-21 23:30:00,579.444,0x0000, 579.444,0x0000,
2016-2-21 23:35:00,511.778,0x0000, 511.778,0x0000,
2016-2-21 23:40:00,504.069,0x0000, 504.069,0x0000,
2016-2-21 23:45:00,504.069,0x0000, 504.069,0x0000,
2016-2-21 23:50:00,503.213,0x0000, 503.213,0x0000,
2016-2-21 23:55:00,512.635,0x0000, 512.635,0x0000,
2016-2-22 00:00:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 00:05:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 00:10:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 00:15:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 00:20:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 00:25:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 00:30:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 00:35:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 00:40:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 00:45:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 00:50:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 00:55:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 01:00:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 01:05:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 01:10:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 01:15:00,512.635,0x0000, 512.635,0x0000,
2016-2-22 01:20:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 01:25:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 01:30:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 01:35:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 01:40:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 01:45:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 01:50:00,516.917,0x0000, 516.917,0x0000,
2016-2-22 01:55:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 02:00:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 02:05:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 02:10:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 02:15:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 02:20:00,512.635,0x0000, 512.635,0x0000,
2016-2-22 02:25:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 02:30:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 02:35:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 02:40:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 02:45:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 02:50:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 02:55:00,512.635,0x0000, 512.635,0x0000,
2016-2-22 03:00:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 03:05:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 03:10:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 03:15:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 03:20:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 03:25:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 03:30:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 03:35:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 03:40:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 03:45:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 03:50:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 03:55:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 04:00:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 04:05:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 04:10:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 04:15:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 04:20:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 04:25:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 04:30:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 04:35:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 04:40:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 04:45:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 04:50:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 04:55:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 05:00:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 05:05:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 05:10:00,516.061,0x0000, 516.061,0x0000,
2016-2-22 05:15:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 05:20:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 05:25:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 05:30:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 05:35:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 05:40:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 05:45:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 05:50:00,515.204,0x0000, 515.204,0x0000,
2016-2-22 05:55:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 06:00:00,513.491,0x0000, 513.491,0x0000,
2016-2-22 06:05:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 06:10:00,514.348,0x0000, 514.348,0x0000,
2016-2-22 06:15:00,522.056,0x0000, 522.056,0x0000,
2016-2-22 06:20:00,547.752,0x0000, 547.752,0x0000,
2016-2-22 06:25:00,570.022,0x0000, 570.022,0x0000,
2016-2-22 06:30:00,562.313,0x0000, 562.313,0x0000,
2016-2-22 06:35:00,595.718,0x0000, 595.718,0x0000,
2016-2-22 06:40:00,629.98, 0x0000, 629.98, 0x0000,
2016-2-22 06:45:00,644.541,0x0000, 644.541,0x0000,
2016-2-22 06:50:00,648.823,0x0000, 648.823,0x0000,
2016-2-22 06:55:00,649.68, 0x0000, 649.68, 0x0000,
2016-2-22 07:00:00,638.545,0x0000, 638.545,0x0000,
2016-2-22 07:05:00,641.971,0x0000, 641.971,0x0000,
2016-2-22 07:10:00,640.258,0x0000, 640.258,0x0000,
2016-2-22 07:15:00,655.675,0x0000, 655.675,0x0000,
2016-2-22 07:20:00,662.528,0x0000, 662.528,0x0000,
2016-2-22 07:25:00,667.667,0x0000, 667.667,0x0000,
2016-2-22 07:30:00,673.663,0x0000, 673.663,0x0000,
2016-2-22 07:35:00,678.802,0x0000, 678.802,0x0000,
2016-2-22 07:40:00,690.793,0x0000, 690.793,0x0000,
2016-2-22 07:45:00,698.502,0x0000, 698.502,0x0000,
2016-2-22 07:50:00,711.35, 0x0000, 711.35, 0x0000,
2016-2-22 07:55:00,729.337,0x0000, 729.337,0x0000,
2016-2-22 08:00:00,742.185,0x0000, 742.185,0x0000,
2016-2-22 08:05:00,757.603,0x0000, 757.603,0x0000,
2016-2-22 08:10:00,773.877,0x0000, 773.877,0x0000,
2016-2-22 08:15:00,811.564,0x0000, 811.564,0x0000,
2016-2-22 08:20:00,838.973,0x0000, 838.973,0x0000,
2016-2-22 08:25:00,854.391,0x0000, 854.391,0x0000,
2016-2-22 08:30:00,855.247,0x0000, 855.247,0x0000,
2016-2-22 08:35:00,868.096,0x0000, 868.096,0x0000,
2016-2-22 08:40:00,862.956,0x0000, 862.956,0x0000,
2016-2-22 08:45:00,858.674,0x0000, 858.674,0x0000,
2016-2-22 08:50:00,864.669,0x0000, 864.669,0x0000,
2016-2-22 08:55:00,871.522,0x0000, 871.522,0x0000,
2016-2-22 09:00:00,880.087,0x0000, 880.087,0x0000,
2016-2-22 09:05:00,895.505,0x0000, 895.505,0x0000,
2016-2-22 09:10:00,886.083,0x0000, 886.083,0x0000,
2016-2-22 09:15:00,898.931,0x0000, 898.931,0x0000,
2016-2-22 09:20:00,901.5,  0x0000, 901.5,  0x0008,
2016-2-22 09:25:00,908.353,0x0000, 908.353,0x0008,
2016-2-22 09:30:00,915.205,0x0000, 915.205,0x0008,
2016-2-22 09:35:00,912.635,0x0000, 912.635,0x0008,
2016-2-22 09:40:00,911.779,0x0000, 911.779,0x0008,
2016-2-22 09:45:00,886.083,0x0000, 886.083,0x0000,
2016-2-22 09:50:00,814.991,0x0000, 814.991,0x0000,
2016-2-22 09:55:00,751.607,0x0000, 751.607,0x0000,
2016-2-22 10:00:00,742.185,0x0000, 742.185,0x0000,
2016-2-22 10:05:00,729.337,0x0000, 729.337,0x0000,
2016-2-22 10:10:00,731.05, 0x0000, 731.05, 0x0000,
2016-2-22 10:15:00,752.464,0x0000, 752.464,0x0000,
2016-2-22 10:20:00,743.898,0x0000, 743.898,0x0000,
2016-2-22 10:25:00,730.194,0x0000, 730.194,0x0000,
2016-2-22 10:30:00,728.481,0x0000, 728.481,0x0000,
2016-2-22 10:35:00,731.05, 0x0000, 731.05, 0x0000,
2016-2-22 10:40:00,741.329,0x0000, 741.329,0x0000,
2016-2-22 10:45:00,741.329,0x0000, 741.329,0x0000,
2016-2-22 10:50:00,738.759,0x0000, 738.759,0x0000,
2016-2-22 10:55:00,741.329,0x0000, 741.329,0x0000,
2016-2-22 11:00:00,740.472,0x0000, 740.472,0x0000,
2016-2-22 11:05:00,739.616,0x0000, 739.616,0x0000,
2016-2-22 11:10:00,741.329,0x0000, 741.329,0x0000,
2016-2-22 11:15:00,740.472,0x0000, 740.472,0x0000,
2016-2-22 11:20:00,738.759,0x0000, 738.759,0x0000,
2016-2-22 11:25:00,741.329,0x0000, 741.329,0x0000,
2016-2-22 11:30:00,738.759,0x0000, 738.759,0x0000,
2016-2-22 11:35:00,739.616,0x0000, 739.616,0x0000,
2016-2-22 11:40:00,750.751,0x0000, 750.751,0x0000,
2016-2-22 11:45:00,749.038,0x0000, 749.038,0x0000,
2016-2-22 11:50:00,748.181,0x0000, 748.181,0x0000,
2016-2-22 11:55:00,750.751,0x0000, 750.751,0x0000,
2016-2-22 12:00:00,800.43, 0x0000, 800.43, 0x0000,
2016-2-22 12:05:00,839.83, 0x0000, 839.83, 0x0000,
2016-2-22 12:10:00,876.661,0x0000, 876.661,0x0000,
2016-2-22 12:15:00,857.817,0x0000, 857.817,0x0000,
2016-2-22 12:20:00,886.939,0x0000, 886.939,0x0000,
2016-2-22 12:25:00,913.492,0x0000, 913.492,0x0008,
2016-2-22 12:30:00,914.348,0x0000, 914.348,0x0008,
2016-2-22 12:35:00,914.348,0x0000, 914.348,0x0008,
2016-2-22 12:40:00,915.205,0x0000, 915.205,0x0008,
2016-2-22 12:45:00,924.627,0x0000, 924.627,0x0008,
2016-2-22 12:50:00,928.053,0x0000, 928.053,0x0008,
2016-2-22 12:55:00,930.622,0x0000, 930.622,0x0008,
2016-2-22 13:00:00,931.479,0x0000, 931.479,0x0008,
2016-2-22 13:05:00,944.327,0x0000, 944.327,0x0008,
2016-2-22 13:10:00,934.905,0x0000, 934.905,0x0008,
2016-2-22 13:15:00,918.631,0x0000, 918.631,0x0008,
2016-2-22 13:20:00,920.344,0x0000, 920.344,0x0008,
2016-2-22 13:25:00,939.188,0x0000, 939.188,0x0008,
2016-2-22 13:30:00,956.318,0x0000, 956.318,0x0008,
2016-2-22 13:35:00,945.183,0x0000, 945.183,0x0008,
2016-2-22 13:40:00,942.614,0x0000, 942.614,0x0008,
2016-2-22 13:45:00,950.323,0x0000, 950.323,0x0008,
2016-2-22 13:50:00,939.188,0x0000, 939.188,0x0008,
2016-2-22 13:55:00,938.331,0x0000, 938.331,0x0008,
2016-2-22 14:00:00,940.901,0x0000, 940.901,0x0008,
2016-2-22 14:05:00,932.335,0x0000, 932.335,0x0008,
2016-2-22 14:10:00,932.335,0x0000, 932.335,0x0008,
2016-2-22 14:15:00,929.766,0x0000, 929.766,0x0008,
2016-2-22 14:20:00,925.483,0x0000, 925.483,0x0008,
2016-2-22 14:25:00,935.762,0x0000, 935.762,0x0008,
2016-2-22 14:30:00,935.762,0x0000, 935.762,0x0008,
2016-2-22 14:35:00,933.192,0x0000, 933.192,0x0008,
2016-2-22 14:40:00,938.331,0x0000, 938.331,0x0008,
2016-2-22 14:45:00,921.201,0x0000, 921.201,0x0008,
2016-2-22 14:50:00,935.762,0x0000, 935.762,0x0008,
2016-2-22 14:55:00,920.344,0x0000, 920.344,0x0008,
2016-2-22 15:00:00,916.918,0x0000, 916.918,0x0008,
2016-2-22 15:05:00,919.487,0x0000, 919.487,0x0008,
2016-2-22 15:10:00,933.192,0x0000, 933.192,0x0008,
2016-2-22 15:15:00,936.618,0x0000, 936.618,0x0008,
2016-2-22 15:20:00,937.475,0x0000, 937.475,0x0008,
2016-2-22 15:25:00,921.201,0x0000, 921.201,0x0008,
2016-2-22 15:30:00,920.344,0x0000, 920.344,0x0008,
2016-2-22 15:35:00,908.353,0x0000, 908.353,0x0008,
2016-2-22 15:40:00,909.209,0x0000, 909.209,0x0008,
2016-2-22 15:45:00,923.77, 0x0000, 923.77, 0x0008,
2016-2-22 15:50:00,918.631,0x0000, 918.631,0x0008,
2016-2-22 15:55:00,906.64, 0x0000, 906.64, 0x0008,
2016-2-22 16:00:00,905.783,0x0000, 905.783,0x0008,
2016-2-22 16:05:00,915.205,0x0000, 915.205,0x0008,
2016-2-22 16:10:00,917.774,0x0000, 917.774,0x0008,
2016-2-22 16:15:00,918.631,0x0000, 918.631,0x0008,
2016-2-22 16:20:00,922.057,0x0000, 922.057,0x0008,
2016-2-22 16:25:00,916.061,0x0000, 916.061,0x0008,
2016-2-22 16:30:00,917.774,0x0000, 917.774,0x0008,
2016-2-22 16:35:00,907.496,0x0000, 907.496,0x0008,
2016-2-22 16:40:00,901.5,  0x0000, 901.5,  0x0008,
2016-2-22 16:45:00,898.931,0x0000, 898.931,0x0000,
2016-2-22 16:50:00,892.078,0x0000, 892.078,0x0000,
2016-2-22 16:55:00,887.796,0x0000, 887.796,0x0000,
2016-2-22 17:00:00,871.522,0x0000, 871.522,0x0000,
2016-2-22 17:05:00,841.543,0x0000, 841.543,0x0000,
2016-2-22 17:10:00,849.252,0x0000, 849.252,0x0000,
2016-2-22 17:15:00,847.539,0x0000, 847.539,0x0000,
2016-2-22 17:20:00,829.552,0x0000, 829.552,0x0000,
2016-2-22 17:25:00,824.412,0x0000, 824.412,0x0000,
2016-2-22 17:30:00,825.269,0x0000, 825.269,0x0000,
2016-2-22 17:35:00,826.982,0x0000, 826.982,0x0000,
2016-2-22 17:40:00,820.13, 0x0000, 820.13, 0x0000,
2016-2-22 17:45:00,808.995,0x0000, 808.995,0x0000,
2016-2-22 17:50:00,821.843,0x0000, 821.843,0x0000,
2016-2-22 17:55:00,832.121,0x0000, 832.121,0x0000,
2016-2-22 18:00:00,818.417,0x0000, 818.417,0x0000,
2016-2-22 18:05:00,820.986,0x0000, 820.986,0x0000,
2016-2-22 18:10:00,815.847,0x0000, 815.847,0x0000,
2016-2-22 18:15:00,809.851,0x0000, 809.851,0x0000,
2016-2-22 18:20:00,802.999,0x0000, 802.999,0x0000,
2016-2-22 18:25:00,808.138,0x0000, 808.138,0x0000,
2016-2-22 18:30:00,811.564,0x0000, 811.564,0x0000,
2016-2-22 18:35:00,809.851,0x0000, 809.851,0x0000,
2016-2-22 18:40:00,820.13, 0x0000, 820.13, 0x0000,
2016-2-22 18:45:00,814.134,0x0000, 814.134,0x0000,
2016-2-22 18:50:00,808.995,0x0000, 808.995,0x0000,
2016-2-22 18:55:00,817.56, 0x0000, 817.56, 0x0000,
2016-2-22 19:00:00,808.138,0x0000, 808.138,0x0000,
2016-2-22 19:05:00,806.425,0x0000, 806.425,0x0000,
2016-2-22 19:10:00,814.134,0x0000, 814.134,0x0000,
2016-2-22 19:15:00,808.138,0x0000, 808.138,0x0000,
2016-2-22 19:20:00,806.425,0x0000, 806.425,0x0000,
2016-2-22 19:25:00,799.573,0x0000, 799.573,0x0000,
2016-2-22 19:30:00,808.138,0x0000, 808.138,0x0000,
2016-2-22 19:35:00,805.569,0x0000, 805.569,0x0000,
2016-2-22 19:40:00,799.573,0x0000, 799.573,0x0000,
2016-2-22 19:45:00,802.999,0x0000, 802.999,0x0000,
2016-2-22 19:50:00,800.43, 0x0000, 800.43, 0x0000,
2016-2-22 19:55:00,794.434,0x0000, 794.434,0x0000,
2016-2-22 20:00:00,797.86, 0x0000, 797.86, 0x0000,
2016-2-22 20:05:00,797.003,0x0000, 797.003,0x0000,
2016-2-22 20:10:00,800.43, 0x0000, 800.43, 0x0000,
2016-2-22 20:15:00,798.716,0x0000, 798.716,0x0000,
2016-2-22 20:20:00,785.868,0x0000, 785.868,0x0000,
2016-2-22 20:25:00,809.851,0x0000, 809.851,0x0000,
2016-2-22 20:30:00,791.008,0x0000, 791.008,0x0000,
2016-2-22 20:35:00,781.586,0x0000, 781.586,0x0000,
2016-2-22 20:40:00,791.864,0x0000, 791.864,0x0000,
2016-2-22 20:45:00,791.864,0x0000, 791.864,0x0000,
2016-2-22 20:50:00,786.725,0x0000, 786.725,0x0000,
2016-2-22 20:55:00,782.442,0x0000, 782.442,0x0000,
2016-2-22 21:00:00,786.725,0x0000, 786.725,0x0000,
2016-2-22 21:05:00,798.716,0x0000, 798.716,0x0000,
2016-2-22 21:10:00,817.56, 0x0000, 817.56, 0x0000,
2016-2-22 21:15:00,805.569,0x0000, 805.569,0x0000,
2016-2-22 21:20:00,814.134,0x0000, 814.134,0x0000,
2016-2-22 21:25:00,799.573,0x0000, 799.573,0x0000,
2016-2-22 21:30:00,800.43, 0x0000, 800.43, 0x0000,
2016-2-22 21:35:00,791.008,0x0000, 791.008,0x0000,
2016-2-22 21:40:00,788.438,0x0000, 788.438,0x0000,
2016-2-22 21:45:00,782.442,0x0000, 782.442,0x0000,
2016-2-22 21:50:00,783.299,0x0000, 783.299,0x0000,
2016-2-22 21:55:00,790.151,0x0000, 790.151,0x0000,
2016-2-22 22:00:00,792.721,0x0000, 792.721,0x0000,
2016-2-22 22:05:00,765.312,0x0000, 765.312,0x0000,
2016-2-22 22:10:00,758.459,0x0000, 758.459,0x0000,
2016-2-22 22:15:00,761.029,0x0000, 761.029,0x0000,
2016-2-22 22:20:00,757.603,0x0000, 757.603,0x0000,
2016-2-22 22:25:00,751.607,0x0000, 751.607,0x0000,
2016-2-22 22:30:00,716.489,0x0000, 716.489,0x0000,
2016-2-22 22:35:00,714.776,0x0000, 714.776,0x0000,
2016-2-22 22:40:00,710.494,0x0000, 710.494,0x0000,
2016-2-22 22:45:00,695.933,0x0000, 695.933,0x0000,
2016-2-22 22:50:00,683.085,0x0000, 683.085,0x0000,
2016-2-22 22:55:00,666.81, 0x0000, 666.81, 0x0000,
2016-2-22 23:00:00,672.806,0x0000, 672.806,0x0000,
2016-2-22 23:05:00,653.106,0x0000, 653.106,0x0000,
2016-2-22 23:10:00,640.258,0x0000, 640.258,0x0000,
2016-2-22 23:15:00,637.688,0x0000, 637.688,0x0000,
2016-2-22 23:20:00,625.697,0x0000, 625.697,0x0000,
2016-2-22 23:25:00,629.123,0x0000, 629.123,0x0000,
2016-2-22 23:30:00,618.845,0x0000, 618.845,0x0000,
2016-2-22 23:35:00,621.414,0x0000, 621.414,0x0000,
2016-2-22 23:40:00,623.127,0x0000, 623.127,0x0000,
2016-2-22 23:45:00,616.275,0x0000, 616.275,0x0000,
2016-2-22 23:50:00,623.984,0x0000, 623.984,0x0000,
2016-2-22 23:55:00,617.988,0x0000, 617.988,0x0000,
2016-2-23 00:00:00,612.849,0x0000, 612.849,0x0000,
