date,MW,MWState,MSP,MSPState,THRTEMP,THRTEMPState,YRHRPRS,YRHRPRSState,RRHRPRS,RRHRPRSState,YRHRTEMPT,YRHRTEMPTState,RRHRTEMPT,RRHRTEMPTState,MWD2,MWD2State
2016-3-1 00:00:00,788.438,0x0000,25.8974,0x0000,601.196,0x0000,7.96474,0x0000,2.62744,0x0000,592.682,0x0000,591.569,0x0000,792.44,0x0000
2016-3-1 00:05:00,805.569,0x0000,26.5201,0x0000,599.94,0x0000,7.96474,0x0000,2.62744,0x0000,593.141,0x0000,592.89,0x0000,810.824,0x0000
2016-3-1 00:10:00,817.56,0x0000,26.7033,0x0000,599.311,0x0000,7.96474,0x0000,2.62744,0x0000,593.805,0x0000,594.541,0x0000,817.544,0x0000
2016-3-1 00:15:00,806.425,0x0000,26.8864,0x0000,600.876,0x0000,7.96474,0x0000,2.62744,0x0000,594.983,0x0000,595.808,0x0000,806.96,0x0000
2016-3-1 00:20:00,814.991,0x0000,26.9475,0x0000,599.961,0x0000,7.96474,0x0000,2.62744,0x0000,594.851,0x0000,595.916,0x0000,809.176,0x0000
2016-3-1 00:25:00,808.995,0x0000,27.1917,0x0000,598.725,0x0000,7.96474,0x0000,2.62744,0x0000,594.026,0x0000,595.586,0x0000,811.489,0x0000
2016-3-1 00:30:00,817.56,0x0000,27.0085,0x0000,596.212,0x0000,7.96474,0x0000,2.62744,0x0000,592.01,0x0000,594.276,0x0000,812.17,0x0000
2016-3-1 00:35:00,817.56,0x0000,26.7643,0x0000,598.412,0x0000,7.96474,0x0000,2.62744,0x0000,591.902,0x0000,594.377,0x0000,818.681,0x0000
2016-3-1 00:40:00,817.56,0x0000,26.4591,0x0000,595.899,0x0000,7.96474,0x0000,2.62744,0x0000,590.305,0x0000,591.955,0x0000,815.751,0x0000
2016-3-1 00:45:00,811.564,0x0000,26.6422,0x0000,600.038,0x0000,7.96474,0x0000,2.62744,0x0000,590.478,0x0000,592.541,0x0000,812.463,0x0000
2016-3-1 00:50:00,816.704,0x0000,26.6422,0x0000,600.963,0x0000,7.96474,0x0000,2.62744,0x0000,590.908,0x0000,592.882,0x0000,815.751,0x0000
2016-3-1 00:55:00,824.412,0x0000,27.0696,0x0000,602.507,0x0000,7.96474,0x0000,2.62744,0x0000,592.738,0x0000,594.478,0x0000,823.81,0x0000
2016-3-1 01:00:00,814.134,0x0000,27.1306,0x0000,595.457,0x0000,7.96474,0x0000,2.62744,0x0000,591.853,0x0000,594.256,0x0000,812.821,0x0000
2016-3-1 01:05:00,817.56,0x0000,26.8864,0x0000,596.363,0x0000,7.96474,0x0000,2.62744,0x0000,590.92,0x0000,593.933,0x0000,821.612,0x0000
2016-3-1 01:10:00,818.417,0x0000,27.0085,0x0000,599.164,0x0000,7.96474,0x0000,2.62744,0x0000,591.236,0x0000,593.981,0x0000,825.275,0x0000
2016-3-1 01:15:00,823.556,0x0000,26.8864,0x0000,598.832,0x0000,7.96474,0x0000,2.62744,0x0000,590.877,0x0000,593.945,0x0000,823.223,0x0000
2016-3-1 01:20:00,817.56,0x0000,26.5812,0x0000,594.444,0x0000,7.96474,0x0000,2.62744,0x0000,588.557,0x0000,591.606,0x0000,813.644,0x0000
2016-3-1 01:25:00,823.556,0x0000,26.337,0x0000,596.941,0x0000,7.96474,0x0000,2.62744,0x0000,588.073,0x0000,590.96,0x0000,823.077,0x0000
2016-3-1 01:30:00,814.991,0x0000,26.5812,0x0000,601.006,0x0000,7.96474,0x0000,2.62744,0x0000,589.519,0x0000,591.725,0x0000,815.018,0x0000
2016-3-1 01:35:00,810.708,0x0000,26.7033,0x0000,601.329,0x0000,7.96474,0x0000,2.62744,0x0000,590.326,0x0000,592.066,0x0000,808.291,0x0000
2016-3-1 01:40:00,802.999,0x0000,26.8254,0x0000,600.686,0x0000,7.96474,0x0000,2.62744,0x0000,591.546,0x0000,591.97,0x0000,798.492,0x0000
2016-3-1 01:45:00,803.856,0x0000,26.8254,0x0000,596.539,0x0000,7.96474,0x0000,2.62744,0x0000,591.636,0x0000,591.091,0x0000,803.994,0x0000
2016-3-1 01:50:00,791.008,0x0000,26.7643,0x0000,597.511,0x0000,7.96474,0x0000,2.62744,0x0000,591.629,0x0000,590.23,0x0000,796.14,0x0000
2016-3-1 01:55:00,800.43,0x0000,26.4591,0x0000,597.789,0x0000,7.96474,0x0000,2.62744,0x0000,590.643,0x0000,589.494,0x0000,799.412,0x0000
2016-3-1 02:00:00,787.581,0x0000,26.5812,0x0000,601.827,0x0000,7.96474,0x0000,2.62744,0x0000,590.965,0x0000,590.23,0x0000,792.191,0x0000
2016-3-1 02:05:00,785.012,0x0000,26.337,0x0000,599.002,0x0000,7.96474,0x0000,2.62744,0x0000,589.327,0x0000,589.566,0x0000,788.876,0x0000
2016-3-1 02:10:00,795.29,0x0000,25.9096,0x0000,598.383,0x0000,7.96474,0x0000,2.62744,0x0000,589.219,0x0000,589.542,0x0000,801.901,0x0000
2016-3-1 02:15:00,787.581,0x0000,26.0317,0x0000,601.554,0x0000,7.96474,0x0000,2.62744,0x0000,590.51,0x0000,590.08,0x0000,786.447,0x0000
2016-3-1 02:20:00,793.577,0x0000,26.2149,0x0000,598.726,0x0000,7.96474,0x0000,2.62744,0x0000,589.667,0x0000,590.241,0x0000,788.645,0x0000
2016-3-1 02:25:00,797.003,0x0000,26.0317,0x0000,597.794,0x0000,7.96474,0x0000,2.62744,0x0000,589.667,0x0000,589.918,0x0000,798.152,0x0000
2016-3-1 02:30:00,797.003,0x0000,26.0317,0x0000,598.099,0x0000,7.96474,0x0000,2.62744,0x0000,589.446,0x0000,589.822,0x0000,791.789,0x0000
2016-3-1 02:35:00,791.008,0x0000,25.8486,0x0000,598.09,0x0000,7.96474,0x0000,2.62744,0x0000,589.428,0x0000,589.714,0x0000,790.843,0x0000
2016-3-1 02:40:00,785.012,0x0000,25.8486,0x0000,600.28,0x0000,7.96474,0x0000,2.62744,0x0000,589.636,0x0000,589.708,0x0000,778.388,0x0000
2016-3-1 02:45:00,782.442,0x0000,25.3602,0x0000,600.605,0x0000,7.96474,0x0000,2.62744,0x0000,590.192,0x0000,588.847,0x0000,782.051,0x0000
2016-3-1 02:50:00,779.873,0x0000,25.6044,0x0000,601.835,0x0000,7.96474,0x0000,2.62744,0x0000,590.078,0x0000,589.325,0x0000,779.854,0x0000
2016-3-1 02:55:00,780.729,0x0000,25.6654,0x0000,601.209,0x0000,7.96474,0x0000,2.62744,0x0000,590.939,0x0000,589.648,0x0000,779.854,0x0000
2016-3-1 03:00:00,779.873,0x0000,25.7875,0x0000,599.629,0x0000,7.96474,0x0000,2.62744,0x0000,591.047,0x0000,589.648,0x0000,779.854,0x0000
2016-3-1 03:05:00,776.447,0x0000,25.5433,0x0000,598.354,0x0000,7.96474,0x0000,2.62744,0x0000,591.004,0x0000,589.211,0x0000,777.656,0x0000
2016-3-1 03:10:00,778.16,0x0000,25.5433,0x0000,603.698,0x0000,7.96474,0x0000,2.62744,0x0000,592.906,0x0000,590.412,0x0000,777.656,0x0000
2016-3-1 03:15:00,776.447,0x0000,25.8486,0x0000,603.096,0x0000,7.96474,0x0000,2.62744,0x0000,593.57,0x0000,591.004,0x0000,777.656,0x0000
2016-3-1 03:20:00,784.155,0x0000,25.7265,0x0000,598.366,0x0000,7.96474,0x0000,2.62744,0x0000,592.69,0x0000,590.549,0x0000,781.345,0x0000
2016-3-1 03:25:00,780.729,0x0000,25.8486,0x0000,599.616,0x0000,7.96474,0x0000,2.62744,0x0000,593.007,0x0000,591.087,0x0000,784.115,0x0000
2016-3-1 03:30:00,770.451,0x0000,25.7875,0x0000,598.386,0x0000,7.96474,0x0000,2.62744,0x0000,592.558,0x0000,590.872,0x0000,771.062,0x0000
2016-3-1 03:35:00,775.59,0x0000,25.3602,0x0000,596.816,0x0000,7.96474,0x0000,2.62744,0x0000,591.321,0x0000,590.047,0x0000,768.089,0x0000
2016-3-1 03:40:00,775.59,0x0000,25.5433,0x0000,600.63,0x0000,7.96474,0x0000,2.62744,0x0000,591.966,0x0000,591.033,0x0000,777.13,0x0000
2016-3-1 03:45:00,769.594,0x0000,25.4701,0x0000,599.643,0x0000,7.9304,0x0000,2.33364,0x0000,591.798,0x0000,590.65,0x0000,771.795,0x0000
2016-3-1 03:50:00,773.02,0x0000,25.2259,0x0000,595.149,0x0000,7.9304,0x0000,2.33364,0x0000,589.718,0x0000,589.287,0x0000,771.065,0x0000
2016-3-1 03:55:00,781.586,0x0000,25.5311,0x0000,601.585,0x0000,7.9304,0x0000,2.33364,0x0000,591.655,0x0000,591.081,0x0000,780.586,0x0000
2016-3-1 04:00:00,773.877,0x0000,26.0195,0x0000,602.868,0x0000,7.9304,0x0000,2.33364,0x0000,592.516,0x0000,592.354,0x0000,775.458,0x0000
2016-3-1 04:05:00,771.307,0x0000,25.9585,0x0000,600.704,0x0000,7.9304,0x0000,2.33364,0x0000,592.552,0x0000,591.942,0x0000,773.26,0x0000
2016-3-1 04:10:00,772.164,0x0000,25.5922,0x0000,597.942,0x0000,7.9304,0x0000,2.33364,0x0000,591.673,0x0000,590.955,0x0000,772.635,0x0000
2016-3-1 04:15:00,777.303,0x0000,25.348,0x0000,598.248,0x0000,7.9304,0x0000,2.33364,0x0000,591.673,0x0000,590.088,0x0000,775.458,0x0000
2016-3-1 04:20:00,761.885,0x0000,25.5311,0x0000,599.19,0x0000,7.9304,0x0000,2.33364,0x0000,591.667,0x0000,589.89,0x0000,760.828,0x0000
2016-3-1 04:25:00,773.877,0x0000,24.9206,0x0000,594.417,0x0000,7.9304,0x0000,2.33364,0x0000,589.173,0x0000,587.792,0x0000,771.795,0x0000
2016-3-1 04:30:00,777.303,0x0000,25.348,0x0000,600.501,0x0000,7.9304,0x0000,2.33364,0x0000,590.052,0x0000,589.245,0x0000,773.26,0x0000
2016-3-1 04:35:00,780.729,0x0000,25.348,0x0000,600.198,0x0000,7.9304,0x0000,2.33364,0x0000,590.608,0x0000,589.406,0x0000,780.586,0x0000
2016-3-1 04:40:00,771.307,0x0000,25.5311,0x0000,600.503,0x0000,7.9304,0x0000,2.33364,0x0000,590.716,0x0000,589.532,0x0000,773.431,0x0000
2016-3-1 04:45:00,772.164,0x0000,25.5311,0x0000,601.454,0x0000,7.9304,0x0000,2.33364,0x0000,591.487,0x0000,589.962,0x0000,769.493,0x0000
2016-3-1 04:50:00,780.729,0x0000,25.4701,0x0000,602.424,0x0000,7.9304,0x0000,2.33364,0x0000,592.27,0x0000,590.511,0x0000,781.539,0x0000
2016-3-1 04:55:00,766.168,0x0000,25.7143,0x0000,603.043,0x0000,7.9304,0x0000,2.33364,0x0000,593.436,0x0000,591.103,0x0000,765.934,0x0000
2016-3-1 05:00:00,765.312,0x0000,25.7143,0x0000,600.523,0x0000,7.9304,0x0000,2.33364,0x0000,593.346,0x0000,590.87,0x0000,763.736,0x0000
2016-3-1 05:05:00,790.151,0x0000,25.8364,0x0000,599.59,0x0000,7.9304,0x0000,2.33364,0x0000,594.021,0x0000,591.312,0x0000,787.18,0x0000
2016-3-1 05:10:00,787.581,0x0000,25.9585,0x0000,597.382,0x0000,7.9304,0x0000,2.33364,0x0000,593.932,0x0000,591.527,0x0000,782.105,0x0000
2016-3-1 05:15:00,788.438,0x0000,25.409,0x0000,594.879,0x0000,7.9304,0x0000,2.33364,0x0000,591.665,0x0000,590.11,0x0000,785.714,0x0000
2016-3-1 05:20:00,791.864,0x0000,25.5922,0x0000,599.323,0x0000,7.9304,0x0000,2.33364,0x0000,592.173,0x0000,590.702,0x0000,788.69,0x0000
2016-3-1 05:25:00,789.295,0x0000,25.7753,0x0000,599.314,0x0000,7.9304,0x0000,2.33364,0x0000,592.364,0x0000,591.359,0x0000,788.645,0x0000
2016-3-1 05:30:00,799.573,0x0000,25.7753,0x0000,600.265,0x0000,7.9304,0x0000,2.33364,0x0000,592.795,0x0000,592.292,0x0000,798.901,0x0000
2016-3-1 05:35:00,816.704,0x0000,26.7521,0x0000,603.407,0x0000,7.9304,0x0000,2.33364,0x0000,595.235,0x0000,595.019,0x0000,819.627,0x0000
2016-3-1 05:40:00,817.56,0x0000,27.1184,0x0000,602.467,0x0000,7.9304,0x0000,2.33364,0x0000,596.796,0x0000,596.455,0x0000,817.949,0x0000
2016-3-1 05:45:00,835.547,0x0000,27.2405,0x0000,599.675,0x0000,7.9304,0x0000,2.33364,0x0000,596.448,0x0000,597.13,0x0000,832.601,0x0000
2016-3-1 05:50:00,836.404,0x0000,27.6801,0x0000,600.923,0x0000,7.9304,0x0000,2.33364,0x0000,597.436,0x0000,599.338,0x0000,840.971,0x0000
2016-3-1 05:55:00,839.83,0x0000,27.6801,0x0000,600.312,0x0000,7.9304,0x0000,2.33364,0x0000,597.645,0x0000,600.11,0x0000,838.24,0x0000
2016-3-1 06:00:00,838.117,0x0000,26.9475,0x0000,596.552,0x0000,7.9304,0x0000,2.33364,0x0000,595.115,0x0000,598.416,0x0000,841.42,0x0000
2016-3-1 06:05:00,849.252,0x0000,27.3748,0x0000,598.78,0x0000,7.9304,0x0000,2.33364,0x0000,595.079,0x0000,599.529,0x0000,852.362,0x0000
2016-3-1 06:10:00,869.809,0x0000,27.7411,0x0000,600.656,0x0000,8.93086,0x0000,2.33364,0x0000,596.424,0x0000,601.234,0x0000,868.64,0x0000
2016-3-1 06:15:00,880.087,0x0000,28.1074,0x0000,599.274,0x0000,8.93086,0x0000,2.33364,0x0000,596.436,0x0000,602.006,0x0000,880.171,0x0000
2016-3-1 06:20:00,875.804,0x0000,28.6569,0x0000,600.898,0x0000,8.93086,0x0000,2.33364,0x0000,597.602,0x0000,603.131,0x0000,867.663,0x0000
2016-3-1 06:25:00,881.8,0x0000,28.6569,0x0000,600.27,0x0000,8.93086,0x0000,2.33364,0x0000,597.919,0x0000,601.777,0x0000,878.022,0x0000
2016-3-1 06:30:00,889.509,0x0000,28.4737,0x0000,599.644,0x0000,8.93086,0x0000,2.33364,0x0000,597.703,0x0000,600.377,0x0000,887.394,0x0000
2016-3-1 06:35:00,899.787,0x0000,28.5958,0x0000,597.499,0x0000,8.93086,0x0000,2.33364,0x0000,597.362,0x0000,598.923,0x0000,900.733,0x0000
2016-3-1 06:40:00,894.648,0x0000,29.2063,0x0000,604.629,0x0000,8.93086,0x0000,2.33364,0x0000,600.395,0x0000,600.969,0x0000,890.604,0x0000
2016-3-1 06:45:00,884.37,0x0000,29.3284,0x0000,601.433,0x0000,8.93086,0x0000,2.33364,0x0000,600.162,0x0000,599.408,0x0000,890.076,0x0000
2016-3-1 06:50:00,887.796,0x0000,29.3284,0x0000,597.377,0x0000,8.93086,0x0000,2.33364,0x0000,598.001,0x0000,598.313,0x0000,884.67,0x0000
2016-3-1 06:55:00,881.8,0x0000,29.2063,0x0000,597.699,0x0000,8.93086,0x0000,2.33364,0x0000,597.463,0x0000,597.427,0x0000,881.006,0x0000
2016-3-1 07:00:00,882.657,0x0000,28.9011,0x0000,598.623,0x0000,8.93086,0x0000,2.33364,0x0000,596.53,0x0000,596.565,0x0000,876.557,0x0000
2016-3-1 07:05:00,903.213,0x0000,29.0842,0x0000,600.51,0x0000,8.93086,0x0000,2.33364,0x0000,596.099,0x0000,597.42,0x0000,904.872,0x0000
2016-3-1 07:10:00,894.648,0x0000,29.2063,0x0000,597.674,0x0000,8.93086,0x0000,2.33364,0x0000,595.769,0x0000,597.133,0x0000,899.024,0x0000
2016-3-1 07:15:00,898.074,0x0000,29.0232,0x0000,598.966,0x0000,8.93086,0x0000,2.33364,0x0000,596.523,0x0000,596.9,0x0000,898.602,0x0000
2016-3-1 07:20:00,899.787,0x0000,28.9621,0x0000,601.112,0x0000,8.93086,0x0000,2.33364,0x0000,597.815,0x0000,597.115,0x0000,900.477,0x0000
2016-3-1 07:25:00,895.505,0x0000,29.2063,0x0000,602.332,0x0000,8.93086,0x0000,2.33364,0x0000,598.569,0x0000,597.773,0x0000,893.716,0x0000
2016-3-1 07:30:00,912.635,0x0000,29.6337,0x0000,602.946,0x0000,8.93086,0x0000,2.33364,0x0000,599.981,0x0000,599.209,0x0000,910.256,0x0000
2016-3-1 07:35:00,925.483,0x0000,29.9389,0x0000,601.348,0x0000,8.93086,0x0000,2.33364,0x0000,601.423,0x0000,600.023,0x0000,924.176,0x0000
2016-3-1 07:40:00,927.196,0x0000,30.1221,0x0000,597.246,0x0000,8.93086,0x0000,2.33364,0x0000,600.411,0x0000,599.693,0x0000,924.635,0x0000
2016-3-1 07:45:00,921.201,0x0000,30.2442,0x0000,599.409,0x0000,8.93086,0x0000,2.33364,0x0000,600.429,0x0000,600.034,0x0000,926.503,0x0000
2016-3-1 07:50:00,914.348,0x0000,30.4273,0x0000,600.668,0x0000,8.93086,0x0000,2.33364,0x0000,600.531,0x0000,600.153,0x0000,912.098,0x0000
2016-3-1 07:55:00,907.496,0x0000,30.6716,0x0000,600.336,0x0000,8.93086,0x0000,2.33364,0x0000,599.729,0x0000,599.837,0x0000,903.663,0x0000
2016-3-1 08:00:00,892.935,0x0000,30.1831,0x0000,599.726,0x0000,8.93086,0x0000,2.33364,0x0000,598.15,0x0000,598.742,0x0000,883.883,0x0000
2016-3-1 08:05:00,872.378,0x0000,29.4505,0x0000,597.554,0x0000,8.93086,0x0000,2.33364,0x0000,595.063,0x0000,596.283,0x0000,870.696,0x0000
2016-3-1 08:10:00,866.382,0x0000,28.7179,0x0000,598.182,0x0000,8.93086,0x0000,2.33364,0x0000,593.46,0x0000,595.056,0x0000,867.837,0x0000
2016-3-1 08:15:00,859.53,0x0000,28.779,0x0000,601.288,0x0000,8.93086,0x0000,2.33364,0x0000,593.574,0x0000,594.848,0x0000,859.707,0x0000
2016-3-1 08:20:00,869.809,0x0000,28.5958,0x0000,599.091,0x0000,8.93086,0x0000,2.33364,0x0000,592.91,0x0000,593.735,0x0000,873.626,0x0000
2016-3-1 08:25:00,868.096,0x0000,28.5348,0x0000,596.883,0x0000,8.93086,0x0000,2.33364,0x0000,592.587,0x0000,593.412,0x0000,861.497,0x0000
2016-3-1 08:30:00,876.661,0x0000,28.3516,0x0000,597.503,0x0000,8.93086,0x0000,2.33364,0x0000,593.401,0x0000,593.096,0x0000,880.264,0x0000
2016-3-1 08:35:00,879.23,0x0000,28.779,0x0000,601.371,0x0000,8.93086,0x0000,2.33364,0x0000,594.854,0x0000,594.334,0x0000,883.888,0x0000
2016-3-1 08:40:00,906.64,0x0000,29.0842,0x0000,602.942,0x0000,8.93086,0x0000,2.33364,0x0000,597.176,0x0000,596.117,0x0000,902.592,0x0000
2016-3-1 08:45:00,918.631,0x0000,29.3895,0x0000,601.38,0x0000,8.93086,0x0000,2.33364,0x0000,599.258,0x0000,596.96,0x0000,917.538,0x0000
2016-3-1 08:50:00,930.622,0x0000,29.6947,0x0000,600.438,0x0000,8.93086,0x0000,2.33364,0x0000,600.137,0x0000,597.822,0x0000,929.321,0x0000
2016-3-1 08:55:00,932.335,0x0000,30.1831,0x0000,602.628,0x0000,8.93086,0x0000,2.33364,0x0000,601.706,0x0000,599.982,0x0000,936.879,0x0000
2016-3-1 09:00:00,932.335,0x0000,30.4273,0x0000,603.894,0x0000,8.93086,0x0000,2.33364,0x0000,602.442,0x0000,601.232,0x0000,937.207,0x0000
2016-3-1 09:05:00,945.183,0x0000,30.4273,0x0000,603.272,0x0000,8.93086,0x0000,2.33364,0x0000,602.442,0x0000,602.011,0x0000,943.942,0x0000
2016-3-1 09:10:00,939.188,0x0000,30.6105,0x0000,602.688,0x0000,8.93086,0x0000,2.33364,0x0000,602.873,0x0000,602.406,0x0000,932.273,0x0000
2016-3-1 09:15:00,940.901,0x0000,30.7936,0x0000,602.688,0x0000,8.93086,0x0000,2.33364,0x0000,602.873,0x0000,602.729,0x0000,943.127,0x0000
2016-3-1 09:20:00,940.044,0x0000,30.9768,0x0000,603.604,0x0000,8.93086,0x0000,2.33364,0x0000,603.364,0x0000,603.292,0x0000,941.038,0x0000
2016-3-1 09:25:00,963.171,0x0000,30.9158,0x0000,601.414,0x0000,9.93132,0x0000,2.33364,0x0000,602.466,0x0000,603.508,0x0000,963.234,0x0000
2016-3-1 09:30:00,973.449,0x0000,30.3052,0x0000,593.391,0x0000,9.93132,0x0000,2.33364,0x0000,599.612,0x0000,601.299,0x0000,982.255,0x0000
2016-3-1 09:35:00,961.458,0x0000,30.1221,0x0000,593.67,0x0000,9.93132,0x0000,2.33364,0x0000,598.302,0x0000,600.318,0x0000,986.005,0x0000
2016-3-1 09:40:00,963.171,0x0000,30.1221,0x0000,599.404,0x0000,9.93132,0x0000,2.33364,0x0000,600.121,0x0000,599.995,0x0000,986.005,0x0000
2016-3-1 09:45:00,966.597,0x0000,30.1221,0x0000,600.642,0x0000,9.93132,0x0000,2.33364,0x0000,600.229,0x0000,599.564,0x0000,986.005,0x0000
2016-3-1 09:50:00,965.74,0x0000,30.1221,0x0000,601.252,0x0000,9.93132,0x0000,2.33364,0x0000,601.019,0x0000,599.679,0x0000,986.005,0x0000
2016-3-1 09:55:00,970.023,0x0000,30.1221,0x0000,603.183,0x0000,9.93132,0x0000,2.33364,0x0000,601.851,0x0000,601.708,0x0000,986.005,0x0000
2016-3-1 10:00:00,981.158,0x0000,30.3052,0x0000,605.06,0x0000,9.93132,0x0000,2.33364,0x0000,603.916,0x0000,602.982,0x0000,986.005,0x0000
2016-3-1 10:05:00,982.871,0x0000,30.4273,0x0000,599.412,0x0000,9.93132,0x0000,2.33364,0x0000,603.611,0x0000,602.749,0x0000,986.005,0x0000
2016-3-1 10:10:00,988.867,0x0000,30.464,0x0000,597.923,0x0000,10.2793,0x0000,2.99908,0x0000,603.007,0x0000,602.289,0x0000,991.026,0x0000
2016-3-1 10:15:00,985.44,0x0000,30.4029,0x0000,597.008,0x0000,10.2793,0x0000,2.99908,0x0000,602.647,0x0000,600.834,0x0000,991.026,0x0000
2016-3-1 10:20:00,985.44,0x0000,30.464,0x0000,596.704,0x0000,10.2793,0x0000,2.99908,0x0000,602.78,0x0000,599.56,0x0000,986.066,0x0000
2016-3-1 10:25:00,986.297,0x0000,30.464,0x0000,598.552,0x0000,10.2793,0x0000,2.99908,0x0000,603.229,0x0000,599.237,0x0000,986.066,0x0000
2016-3-1 10:30:00,986.297,0x0000,30.525,0x0000,600.102,0x0000,10.2793,0x0000,2.99908,0x0000,603.444,0x0000,599.584,0x0000,986.066,0x0000
2016-3-1 10:35:00,985.44,0x0000,30.6471,0x0000,598.863,0x0000,10.2793,0x0000,2.99908,0x0000,603.103,0x0000,599.692,0x0000,986.066,0x0000
2016-3-1 10:40:00,988.01,0x0000,30.525,0x0000,595.399,0x0000,10.2793,0x0000,2.99908,0x0000,602.277,0x0000,598.83,0x0000,986.066,0x0000
2016-3-1 10:45:00,985.44,0x0000,30.525,0x0000,596.952,0x0000,10.2793,0x0000,2.99908,0x0000,602.93,0x0000,598.945,0x0000,986.066,0x0000
2016-3-1 10:50:00,988.01,0x0000,30.5861,0x0000,600.748,0x0000,10.2793,0x0000,2.99908,0x0000,603.619,0x0000,600.549,0x0000,986.066,0x0000
2016-3-1 10:55:00,988.01,0x0000,31.2576,0x0000,603.253,0x0000,10.2793,0x0000,2.99908,0x0000,604.948,0x0000,602.344,0x0000,986.066,0x0000
2016-3-1 11:00:00,986.297,0x0000,31.5018,0x0000,598.872,0x0000,10.2793,0x0000,2.99908,0x0000,604.841,0x0000,602.578,0x0000,986.066,0x0000
2016-3-1 11:05:00,984.584,0x0000,31.3187,0x0000,595.427,0x0000,10.2793,0x0000,2.99908,0x0000,602.998,0x0000,602.171,0x0000,984.982,0x0000
2016-3-1 11:10:00,965.74,0x0000,31.3187,0x0000,594.808,0x0000,10.2793,0x0000,2.99908,0x0000,601.687,0x0000,601.597,0x0000,967.986,0x0000
2016-3-1 11:15:00,960.601,0x0000,31.8071,0x0000,596.69,0x0000,10.2793,0x0000,2.99908,0x0000,601.46,0x0000,602.16,0x0000,955.206,0x0000
2016-3-1 11:20:00,970.879,0x0000,31.8681,0x0000,597.013,0x0000,10.2793,0x0000,2.99908,0x0000,601.137,0x0000,602.86,0x0000,957.143,0x0000
2016-3-1 11:25:00,978.588,0x0000,31.8071,0x0000,592.237,0x0000,10.2793,0x0000,2.99908,0x0000,599.295,0x0000,601.843,0x0000,963.391,0x0000
2016-3-1 11:30:00,957.175,0x0000,31.746,0x0000,587.852,0x0000,10.2793,0x0000,2.99908,0x0000,596.674,0x0000,599.886,0x0000,950.563,0x0000
2016-3-1 11:35:00,952.892,0x0000,31.3797,0x0000,591.071,0x0000,10.2793,0x0000,2.99908,0x0000,596.214,0x0000,599.115,0x0000,941.908,0x0000
2016-3-1 11:40:00,945.183,0x0000,31.5629,0x0000,592.641,0x0000,10.2793,0x0000,2.99908,0x0000,594.868,0x0000,598.349,0x0000,936.63,0x0000
2016-3-1 11:45:00,940.044,0x0000,31.5629,0x0000,589.141,0x0000,10.2793,0x0000,2.99908,0x0000,592.56,0x0000,597.943,0x0000,938.828,0x0000
2016-3-1 11:50:00,937.475,0x0000,31.1844,0x0000,586.648,0x0000,10.2793,0x0000,2.99908,0x0000,590.121,0x0000,597.728,0x0000,931.502,0x0000
2016-3-1 11:55:00,935.762,0x0000,31.1233,0x0000,587.617,0x0000,10.2793,0x0000,2.99908,0x0000,588.872,0x0000,595.778,0x0000,939.066,0x0000
2016-3-1 12:00:00,926.34,0x0000,31.1233,0x0000,589.796,0x0000,10.2793,0x0000,2.99908,0x0000,588.161,0x0000,593.075,0x0000,920.04,0x0000
2016-3-1 12:05:00,930.622,0x0000,30.696,0x0000,591.707,0x0000,10.2793,0x0000,2.99908,0x0000,589.746,0x0000,589.99,0x0000,928.237,0x0000
2016-3-1 12:10:00,903.213,0x0000,30.696,0x0000,589.393,0x0000,10.2793,0x0000,2.99908,0x0000,588.634,0x0000,589.028,0x0000,903.712,0x0000
2016-3-1 12:15:00,900.644,0x0000,29.8413,0x0000,591.004,0x0000,10.2793,0x0000,2.99908,0x0000,587.056,0x0000,586.607,0x0000,897.267,0x0000
2016-3-1 12:20:00,898.074,0x0000,30.0244,0x0000,598.298,0x0000,10.2793,0x0000,2.99908,0x0000,589.698,0x0000,587.779,0x0000,891.317,0x0000
2016-3-1 12:25:00,904.07,0x0000,29.9023,0x0000,599.528,0x0000,10.2793,0x0000,2.99908,0x0000,591.158,0x0000,587.929,0x0000,891.444,0x0000
2016-3-1 12:30:00,901.5,0x0000,30.2076,0x0000,601.401,0x0000,10.2793,0x0000,2.99908,0x0000,593.041,0x0000,588.952,0x0000,894.139,0x0000
2016-3-1 12:35:00,910.066,0x0000,30.2076,0x0000,598.529,0x0000,10.2793,0x0000,2.99908,0x0000,593.694,0x0000,588.976,0x0000,900.541,0x0000
2016-3-1 12:40:00,908.353,0x0000,30.3297,0x0000,602.326,0x0000,10.2793,0x0000,2.99908,0x0000,596.457,0x0000,590.519,0x0000,896.796,0x0000
2016-3-1 12:45:00,910.066,0x0000,30.2686,0x0000,603.26,0x0000,10.2793,0x0000,2.99908,0x0000,597.558,0x0000,591.547,0x0000,911.878,0x0000
2016-3-1 12:50:00,914.348,0x0000,30.3907,0x0000,603.544,0x0000,10.2793,0x0000,2.99908,0x0000,598.905,0x0000,592.911,0x0000,911,0x0000
2016-3-1 12:55:00,905.783,0x0000,30.3297,0x0000,601.982,0x0000,10.2793,0x0000,2.99908,0x0000,598.581,0x0000,593.449,0x0000,911.577,0x0000
2016-3-1 13:00:00,916.918,0x0000,30.0855,0x0000,602.306,0x0000,10.2793,0x0000,2.99908,0x0000,599.234,0x0000,594.173,0x0000,913.919,0x0000
