时间,UNIT3:LAE11CG101XQ01数值,UNIT3:LAE11CG101XQ01状态,UNIT3:LAE12CG101XQ01数值,UNIT3:LAE12CG101XQ01状态,UNIT3:LAE13CG101XQ01数值,UNIT3:LAE13CG101XQ01状态,UNIT3:LAE14CG101XQ01数值,UNIT3:LAE14CG101XQ01状态,UNIT3:LAE21CG101XQ01数值,UNIT3:LAE21CG101XQ01状态,UNIT3:LAE22CG101XQ01数值,UNIT3:LAE22CG101XQ01状态,UNIT3:LAE23CG101XQ01数值,UNIT3:LAE23CG101XQ01状态,UNIT3:LAE24CG101XQ01数值,UNIT3:LAE24CG101XQ01状态,
	2016-3-14 21:20:00,	-2.77778,	0x1300,	0.213675,	0x0000,	-1.00733,	0x0200,	0.457875,	0x0000,	0.763126,	0x0000,	1.55678,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:21:00,	-2.77778,	0x1300,	0.457875,	0x0000,	-1.00733,	0x0200,	0.457875,	0x0000,	0.763126,	0x0000,	1.55678,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:22:00,	-2.77778,	0x1300,	0.213675,	0x0000,	-1.00733,	0x0200,	0.396825,	0x0000,	0.763126,	0x0000,	1.55678,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:23:00,	-2.77778,	0x1300,	1.86203,	0x0000,	1.55678,	0x0000,	3.32723,	0x0000,	0.702076,	0x0000,	2.89988,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:24:00,	-2.77778,	0x1300,	2.59463,	0x0000,	-1.12943,	0x0200,	2.28938,	0x0000,	0.702076,	0x0000,	1.55678,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:25:00,	-2.89988,	0x1300,	0.457875,	0x0000,	-1.12943,	0x0200,	0.518926,	0x0000,	0.702076,	0x0000,	1.55678,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:26:00,	-2.77778,	0x1300,	0.152625,	0x0000,	-1.12943,	0x0200,	0.518926,	0x0000,	0.702076,	0x0000,	3.32723,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:27:00,	-2.77778,	0x1300,	0.457875,	0x0000,	-1.12943,	0x0200,	0.518926,	0x0000,	0.702076,	0x0000,	1.55678,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:28:00,	-2.83883,	0x1300,	0.152625,	0x0000,	-1.12943,	0x0200,	3.26618,	0x0000,	0.702076,	0x0000,	1.55678,	0x0000,	-0.274725,	0x0200,	-1.67888,	0x1300,
	2016-3-14 21:29:00,	-2.83883,	0x1300,	0.457875,	0x0000,	-1.12943,	0x0200,	1.31258,	0x0000,	0.702076,	0x0000,	1.61783,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:30:00,	-2.83883,	0x1300,	0.457875,	0x0000,	-1.12943,	0x0200,	0.518926,	0x0000,	0.702076,	0x0000,	1.61783,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:31:00,	1.92308,	0x0000,	0.457875,	0x0000,	3.44933,	0x0000,	3.32723,	0x0000,	0.702076,	0x0000,	2.77778,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:32:00,	1.19048,	0x0000,	3.02198,	0x0000,	1.86203,	0x0000,	3.63248,	0x0000,	0.702076,	0x0000,	6.86813,	0x0000,	-0.274725,	0x0200,	-1.86203,	0x1300,
	2016-3-14 21:33:00,	-2.71673,	0x1300,	1.31258,	0x0000,	-1.19048,	0x0200,	2.53358,	0x0000,	0.702076,	0x0000,	5.15873,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:34:00,	-2.77778,	0x1300,	0.763126,	0x0000,	-1.19048,	0x0200,	1.31258,	0x0000,	0.702076,	0x0000,	6.44078,	0x0000,	-0.274725,	0x0200,	-1.61783,	0x1300,
	2016-3-14 21:35:00,	-2.89988,	0x1300,	0.946277,	0x0000,	-1.12943,	0x0200,	2.65568,	0x0000,	0.702076,	0x0000,	10.1038,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:36:00,	-2.77778,	0x1300,	0.457875,	0x0000,	-1.12943,	0x0200,	0.396825,	0x0000,	0.702076,	0x0000,	10.1038,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:37:00,	2.77778,	0x0000,	0.457875,	0x0000,	3.51038,	0x0000,	0.518926,	0x0000,	0.702076,	0x0000,	12.3016,	0x0000,	-0.274725,	0x0200,	0.763126,	0x0000,
	2016-3-14 21:38:00,	2.83883,	0x0000,	1.43468,	0x0000,	3.26618,	0x0000,	1.92308,	0x0000,	0.885227,	0x0000,	16.3309,	0x0000,	-0.274725,	0x0200,	-1.80098,	0x1300,
	2016-3-14 21:39:00,	1.43468,	0x0000,	0.457875,	0x0000,	2.16728,	0x0000,	0.518926,	0x0000,	0.824176,	0x0000,	17.674,	0x0000,	-0.274725,	0x0200,	-1.73993,	0x1300,
	2016-3-14 21:40:00,	0.274726,	0x0000,	1.37363,	0x0000,	0.946277,	0x0000,	2.16728,	0x0000,	0.824176,	0x0000,	21.0317,	0x0000,	-0.274725,	0x0200,	5.40293,	0x0000,
	2016-3-14 21:41:00,	-2.77778,	0x1300,	2.41148,	0x0000,	-1.06838,	0x0200,	3.26618,	0x0000,	0.824176,	0x0000,	24.5116,	0x0000,	-0.274725,	0x0200,	1.31258,	0x0000,
	2016-3-14 21:42:00,	-2.53358,	0x1300,	1.31258,	0x0000,	-1.06838,	0x0200,	2.53358,	0x0000,	0.885227,	0x0000,	25.1221,	0x0000,	-0.274725,	0x0200,	-1.80098,	0x1300,
	2016-3-14 21:43:00,	-2.77778,	0x1300,	1.37363,	0x0000,	-1.06838,	0x0200,	2.47253,	0x0000,	2.16728,	0x0000,	27.0147,	0x0000,	-0.274725,	0x0200,	1.00733,	0x0000,
